# MAG_GAAP_u-r_min[m]    MAG_GAAP_u-r_min[n]    Radius[i](mps2/h70)    Radius[j](mps2/h70)    covariance(h70*M_sun/pc^2)^2    correlation    bias(1+K[m,i])(1+K[n,j])
0.000000000000000000e+00 0.000000000000000000e+00 4.041582967480835065e-13 1.258193679538452461e-12 1.057838345096590374e-02 1.104833748939693626e-03 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.041582967480835065e-13 2.219961790286235902e-12 2.500679038440790924e-03 1.977477487978360085e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.041582967480835065e-13 3.916909161504292686e-12 1.608267920465734913e-03 9.614974858714300169e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 1.382201932178117638e-15 -1.068299455016264723e-04 -2.203873978093155749e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 2.438762430455725505e-15 2.192885463325832502e-04 3.497230373211070056e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 4.302961856542886968e-15 1.355730456723964453e-04 1.658690246328402762e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 7.592162527861749358e-15 1.539666938918968046e-04 1.444541108941788999e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 1.339564090297987229e-14 2.420169859936250256e-04 1.734711907034081090e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 2.363532057474613662e-14 -8.889648324787000782e-05 -4.859575582100578308e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 4.170225095738051496e-14 1.422267846140485811e-04 5.909464900108455016e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 7.357961274155570078e-14 -4.788820764805571679e-06 -1.514095637186162159e-06 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 1.298241530590361534e-13 2.156620404607594108e-03 5.170851742999380083e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 2.290622373441387703e-13 6.887490772449686265e-03 1.251803181166839894e-03 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 4.041582967480835065e-13 8.440711592105704791e-03 1.163600104732720854e-03 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 7.130984605939525963e-13 9.581029001131506462e+00 1.000000000000000000e+00 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 1.258193679538452461e-12 1.122277568436578186e-02 8.874442173663469637e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 2.219961790286235902e-12 7.499502462155614030e-03 4.490029571299844219e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.130984605939525963e-13 3.916909161504292686e-12 8.414617274829826535e-03 3.808792173803877078e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 1.382201932178117638e-15 2.745821563437678622e-05 4.291597638104660903e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 2.438762430455725505e-15 3.997113951644337498e-05 4.829562142234964474e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 4.302961856542886968e-15 -1.854622278621538762e-04 -1.719096858646518126e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 7.592162527861749358e-15 -3.944322582628394529e-04 -2.803680256898969563e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 1.339564090297987229e-14 2.616430847329903608e-04 1.420835201365762944e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 2.363532057474613662e-14 -2.898399075078695393e-04 -1.200396938522159108e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 4.170225095738051496e-14 -2.096482451449067301e-04 -6.599498480278903211e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 7.357961274155570078e-14 6.737916720665823719e-04 1.613999145197794348e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 1.298241530590361534e-13 -1.402306936960574096e-03 -2.547325215274616516e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 2.290622373441387703e-13 4.239643833611765091e-03 5.837909129050374187e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 4.041582967480835065e-13 1.057838345096590374e-02 1.104833748939693626e-03 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 7.130984605939525963e-13 1.122277568436578186e-02 8.874442173663469637e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 1.258193679538452461e-12 1.669191953840030962e+01 1.000000000000000000e+00 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 2.219961790286235902e-12 1.396164464756606896e-02 6.332953007574354228e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.258193679538452461e-12 3.916909161504292686e-12 1.424210697405478739e-02 4.884049850775423317e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 1.382201932178117638e-15 1.515273273189270229e-04 1.793137599985541433e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 2.438762430455725505e-15 3.351774820636630012e-05 3.066281558329517323e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 4.302961856542886968e-15 -4.186206476543663621e-04 -2.937930294259628980e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 7.592162527861749358e-15 4.572968583167779971e-04 2.461105567956897006e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 1.339564090297987229e-14 -3.830852387682633217e-04 -1.575091664725606028e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 2.363532057474613662e-14 -3.712501930241182257e-04 -1.164151099629779485e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 4.170225095738051496e-14 -1.041184455297984601e-04 -2.481551800082527681e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 7.357961274155570078e-14 1.512869938734804319e-03 2.743817506753092679e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 1.298241530590361534e-13 -1.941167995172845542e-04 -2.669810288655755087e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 2.290622373441387703e-13 1.753271041599157318e-03 1.827902322112640824e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 4.041582967480835065e-13 2.500679038440790924e-03 1.977477487978360085e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 7.130984605939525963e-13 7.499502462155614030e-03 4.490029571299844219e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 1.258193679538452461e-12 1.396164464756606896e-02 6.332953007574354228e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 2.219961790286235902e-12 2.911751760957476520e+01 1.000000000000000000e+00 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.219961790286235902e-12 3.916909161504292686e-12 3.000691064566285426e-02 7.791177480092203881e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 1.382201932178117638e-15 -3.869099429436714463e-04 -3.461534815228992762e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 2.438762430455725505e-15 5.839001608096265096e-04 4.038424342531853452e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 4.302961856542886968e-15 2.005856864176844159e-04 1.064282547416687771e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 7.592162527861749358e-15 5.716774454141757391e-04 2.326051053732942507e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 1.339564090297987229e-14 -5.449977264053139109e-04 -1.694108670486123974e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 2.363532057474613662e-14 5.062267556176162486e-04 1.200117915726718712e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 4.170225095738051496e-14 -7.427634201493500069e-05 -1.338388930975519420e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 7.357961274155570078e-14 1.736781985221251979e-03 2.381415052573246762e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 1.298241530590361534e-13 1.272397856317169823e-04 1.323050338057016136e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 2.290622373441387703e-13 -3.900541347621667120e-03 -3.074432554384179395e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 4.041582967480835065e-13 1.608267920465734913e-03 9.614974858714300169e-05 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 7.130984605939525963e-13 8.414617274829826535e-03 3.808792173803877078e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 1.258193679538452461e-12 1.424210697405478739e-02 4.884049850775423317e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 2.219961790286235902e-12 3.000691064566285426e-02 7.791177480092203881e-04 9.708287439144076547e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.916909161504292686e-12 3.916909161504292686e-12 5.094270810258805682e+01 1.000000000000000000e+00 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.382201932178117638e-15 1.382201932178117638e-15 9.490420597500687011e-04 4.258623636992838607e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.382201932178117638e-15 2.438762430455725505e-15 9.616587951416750513e-04 3.337031742133158424e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.382201932178117638e-15 4.302961856542886968e-15 7.047242211911472097e-04 1.882111696473155391e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.382201932178117638e-15 7.592162527861749358e-15 4.698215613628435659e-04 9.646963476620676672e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.382201932178117638e-15 1.339564090297987229e-14 1.958263371915786597e-04 3.087429654472562124e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.382201932178117638e-15 2.363532057474613662e-14 3.542417890985975797e-05 4.269665391522871377e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.382201932178117638e-15 4.170225095738051496e-14 9.882855979443674952e-07 9.086944702965036425e-06 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.382201932178117638e-15 7.357961274155570078e-14 -7.078323687905326803e-05 -4.951200603694938442e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.382201932178117638e-15 1.298241530590361534e-13 -1.082188765292275027e-05 -5.759748407636516501e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.382201932178117638e-15 2.290622373441387703e-13 -3.859460172200818135e-05 -1.561128706089979514e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.382201932178117638e-15 4.041582967480835065e-13 5.716278641318777012e-05 1.758907269572596596e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.382201932178117638e-15 7.130984605939525963e-13 1.250600457130025822e-04 2.916950480540495818e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.382201932178117638e-15 1.258193679538452461e-12 -2.733120201808842548e-04 -4.833375356207332833e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.382201932178117638e-15 2.219961790286235902e-12 2.320576769243944181e-04 3.116192009707748653e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.382201932178117638e-15 3.916909161504292686e-12 1.786802935637418278e-05 1.806449263716513996e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.438762430455725505e-15 1.382201932178117638e-15 7.723509740431657757e-04 2.679248779824015131e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.438762430455725505e-15 2.438762430455725505e-15 1.355101513182035760e-03 3.635178178905970614e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.438762430455725505e-15 4.302961856542886968e-15 1.347932932403923855e-03 2.782973186815177608e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.438762430455725505e-15 7.592162527861749358e-15 1.001909651293115839e-03 1.590379588900575625e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.438762430455725505e-15 1.339564090297987229e-14 7.119282791565424099e-04 8.677143053806379500e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.438762430455725505e-15 2.363532057474613662e-14 4.412079460628795047e-04 4.111042028351817069e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.438762430455725505e-15 4.170225095738051496e-14 2.779944193255761017e-04 1.975995899612475147e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.438762430455725505e-15 7.357961274155570078e-14 1.378205398274257401e-04 7.452613402794629107e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.438762430455725505e-15 1.298241530590361534e-13 7.396266336120556003e-05 3.043179548191524207e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.438762430455725505e-15 2.290622373441387703e-13 -4.533237321493066590e-06 -1.417539418136419093e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.438762430455725505e-15 4.041582967480835065e-13 -9.614608208157296757e-05 -2.287050149422040766e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.438762430455725505e-15 7.130984605939525963e-13 4.796510092795447627e-05 8.648690954922632560e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.438762430455725505e-15 1.258193679538452461e-12 1.009119328600559495e-04 1.379586254341693080e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.438762430455725505e-15 2.219961790286235902e-12 -1.725185065068840260e-05 -1.790929548180731029e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.438762430455725505e-15 3.916909161504292686e-12 -3.452298636107024388e-04 -2.698186782292649158e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.302961856542886968e-15 1.382201932178117638e-15 4.378386282055930323e-04 1.165188159490410102e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.302961856542886968e-15 2.438762430455725505e-15 1.181906671346440608e-03 2.432319949460912817e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.302961856542886968e-15 4.302961856542886968e-15 1.839482721823260591e-03 2.913534037784722489e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.302961856542886968e-15 7.592162527861749358e-15 1.651454463669256535e-03 2.011048208830054987e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.302961856542886968e-15 1.339564090297987229e-14 1.051009688652376328e-03 9.827224510340825878e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.302961856542886968e-15 2.363532057474613662e-14 6.387486505594270388e-04 4.565856229615155096e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.302961856542886968e-15 4.170225095738051496e-14 3.065157508062916927e-04 1.671423111398347150e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.302961856542886968e-15 7.357961274155570078e-14 1.701147928431599038e-04 7.057004143780746825e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.302961856542886968e-15 1.298241530590361534e-13 6.651407461279274457e-05 2.099482377347987555e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.302961856542886968e-15 2.290622373441387703e-13 3.242642468997759310e-05 7.778742592002946233e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.302961856542886968e-15 4.041582967480835065e-13 6.997619304331398197e-05 1.276962233317155393e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.302961856542886968e-15 7.130984605939525963e-13 7.884730612971749481e-05 1.090675408656106447e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.302961856542886968e-15 1.258193679538452461e-12 -6.226208394062309642e-05 -6.530006773651390926e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.302961856542886968e-15 2.219961790286235902e-12 -3.922961722300355577e-04 -3.124212228297168731e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.302961856542886968e-15 3.916909161504292686e-12 8.352458899213184974e-05 5.007969166250199805e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.592162527861749358e-15 1.382201932178117638e-15 2.405313473632302663e-04 4.908681517629047072e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.592162527861749358e-15 2.438762430455725505e-15 7.555367427003042632e-04 1.192351466772447258e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.592162527861749358e-15 4.302961856542886968e-15 1.533183899490775295e-03 1.862214981643833811e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.592162527861749358e-15 7.592162527861749358e-15 2.016454035472639572e-03 1.883021975079802665e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.592162527861749358e-15 1.339564090297987229e-14 1.843904818029933881e-03 1.322129028177989642e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.592162527861749358e-15 2.363532057474613662e-14 1.244160207874014240e-03 6.819927011814439118e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.592162527861749358e-15 4.170225095738051496e-14 9.207306523978782626e-04 3.850147709495674829e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.592162527861749358e-15 7.357961274155570078e-14 4.666360814707087423e-04 1.484457578894061167e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.592162527861749358e-15 1.298241530590361534e-13 3.213868147758671659e-04 7.779253407917078450e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.592162527861749358e-15 2.290622373441387703e-13 2.102851896925065451e-04 3.868389569679534195e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.592162527861749358e-15 4.041582967480835065e-13 5.613992694221748062e-05 7.856168100292699184e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.592162527861749358e-15 7.130984605939525963e-13 9.576250500216069335e-06 1.015816686031684544e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.592162527861749358e-15 1.258193679538452461e-12 4.780447117499956168e-05 3.844763942099693109e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.592162527861749358e-15 2.219961790286235902e-12 -1.572179915176741605e-05 -9.601517640508956615e-06 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 7.592162527861749358e-15 3.916909161504292686e-12 1.125374691065351160e-03 5.174347907654640614e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.339564090297987229e-14 1.382201932178117638e-15 1.515210925110048804e-04 2.362352243843986958e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.339564090297987229e-14 2.438762430455725505e-15 4.429204257084188418e-04 5.340141927730559547e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.339564090297987229e-14 4.302961856542886968e-15 9.197769325284420230e-04 8.534861343983681306e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.339564090297987229e-14 7.592162527861749358e-15 1.683455843553078885e-03 1.201011542137555774e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.339564090297987229e-14 1.339564090297987229e-14 2.445837625545754703e-03 1.339804256820182130e-02 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.339564090297987229e-14 2.363532057474613662e-14 2.251957268577696285e-03 9.430657123957648241e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.339564090297987229e-14 4.170225095738051496e-14 1.560955891577409929e-03 4.986706536876099605e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.339564090297987229e-14 7.357961274155570078e-14 8.797554782849710585e-04 2.138109016312695568e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.339564090297987229e-14 1.298241530590361534e-13 4.353118590268916324e-04 8.049867874414883646e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.339564090297987229e-14 2.290622373441387703e-13 3.493824799881604611e-04 4.910220899400868748e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.339564090297987229e-14 4.041582967480835065e-13 2.615790680382999397e-04 2.796535281075155505e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.339564090297987229e-14 7.130984605939525963e-13 2.458557540122829798e-05 1.992409535195809774e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.339564090297987229e-14 1.258193679538452461e-12 2.184565998995038080e-04 1.342284954600869555e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.339564090297987229e-14 2.219961790286235902e-12 -8.516328686312690799e-04 -3.973456337879263949e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 1.339564090297987229e-14 3.916909161504292686e-12 5.453658957177484742e-04 1.915688306391572350e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.363532057474613662e-14 1.382201932178117638e-15 9.963488995326266989e-05 1.184718734342668023e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.363532057474613662e-14 2.438762430455725505e-15 2.894268098457896212e-04 2.661326128870646675e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.363532057474613662e-14 4.302961856542886968e-15 4.312316937737462074e-04 3.051805686543936601e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.363532057474613662e-14 7.592162527861749358e-15 1.083717970630647788e-03 5.896495560790312486e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.363532057474613662e-14 1.339564090297987229e-14 2.182883399195262829e-03 9.119615307375667640e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.363532057474613662e-14 2.363532057474613662e-14 2.943891946811277947e-03 9.402339410815684431e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.363532057474613662e-14 4.170225095738051496e-14 2.607501558126414792e-03 6.353016827920950071e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.363532057474613662e-14 7.357961274155570078e-14 1.814826584844239730e-03 3.363839350710477998e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.363532057474613662e-14 1.298241530590361534e-13 1.215394818583952425e-03 1.714106821680259603e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.363532057474613662e-14 2.290622373441387703e-13 5.535820730113142794e-04 5.933544093949962408e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.363532057474613662e-14 4.041582967480835065e-13 3.039333571083748181e-04 2.478151943974297110e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.363532057474613662e-14 7.130984605939525963e-13 -4.593331267819994375e-05 -2.838953317668857246e-05 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.363532057474613662e-14 1.258193679538452461e-12 -4.966493280260347691e-04 -2.327349753010825013e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.363532057474613662e-14 2.219961790286235902e-12 8.902786080027653114e-04 3.167920088053106323e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 2.363532057474613662e-14 3.916909161504292686e-12 2.362754906126713489e-03 6.329768038318184286e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.170225095738051496e-14 1.382201932178117638e-15 4.565524736441835957e-05 4.126173788200533936e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.170225095738051496e-14 2.438762430455725505e-15 2.438335828414053418e-04 1.704142334244699913e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.170225095738051496e-14 4.302961856542886968e-15 1.838278572136540774e-04 9.888047307843408386e-04 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.170225095738051496e-14 7.592162527861749358e-15 6.377237332909388001e-04 2.637322777798722234e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.170225095738051496e-14 1.339564090297987229e-14 1.240210315769296181e-03 3.938168781840938049e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.170225095738051496e-14 2.363532057474613662e-14 2.742690884839385241e-03 6.658002090311790702e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.170225095738051496e-14 4.170225095738051496e-14 3.086489085883929295e-03 5.715749403209608934e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.170225095738051496e-14 7.357961274155570078e-14 2.822393192072394311e-03 3.976222102614316960e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.170225095738051496e-14 1.298241530590361534e-13 2.109513856924541669e-03 2.261288063389807913e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.170225095738051496e-14 2.290622373441387703e-13 1.738864968671179848e-03 1.416612336965263888e-03 9.708287439144076547e-01
0.000000000000000000e+00 2.500000000000000000e+00 4.170225095738051496e-14 4.041582967480835065e-13 8.714070975516257809e-04 5.400371811763247498e-04 9.708287439144076547e-01
