name,ra,dec,freq,team_release,team_release_kin,Vsys_model,e_Vsys_model,X_model,e_X_model,Y_model,e_Y_model,RA_model,e_RA_model,DEC_model,e_DEC_model,Inc_model,e_Inc_model,PA_model,e_PA_model,PA_model_g,e_PA_model_g,QFlag_model,Rad,Vrot_model,e_Vrot_model,e_Vrot_model_inc,Rad_SD,SD_model,e_SD_model,SD_FO_model,e_SD_FO_model_inc
WALLABY J133208-225710,203.0342585657203,-22.9530088426751,1.396850099803979E9,NGC5044 TR3,NGC5044 Kin TR3,5054.9,0.9,22.312,0.2621,22.158,0.0739,203.034759,4.75E-4,-22.951624,1.22E-4,49.2,5.1,53.3,1.5,53.2,1.5,0.0,"7.5,22.56,37.62","101.5,141.4,167.8","6.6,4.6,10.5","7.9,11.0,13.1","7.5,22.56,37.62,52.68,67.74","6.89,6.29,4.45,2.24,0.58","0.45,1.04,1.03,0.61,0.24","4.501,4.112,2.908,1.466,0.376","0.464,0.424,0.3,0.151,0.039"
WALLABY J133017-214446,202.571126273483,-21.74632818456768,1.386625143067539E9,NGC5044 TR3,NGC5044 Kin TR3,7310.0,1.2,24.33,0.0892,20.918,0.1739,202.571319,1.6E-4,-21.745408,2.9E-4,37.9,1.6,72.1,6.2,72.1,6.2,0.0,"7.5,22.56,37.62","122.2,167.6,199.9","4.3,13.7,21.6","4.4,6.1,7.3","7.5,22.56,37.62,52.68,67.74","12.38,8.15,3.25,0.58,0.19","0.91,1.51,0.91,0.31,0.15","9.769,6.43,2.564,0.455,0.151","0.214,0.141,0.056,0.01,0.003"
WALLABY J132500-240035,201.2512515742237,-24.00977681453469,1.386203493076073E9,NGC5044 TR3,NGC5044 Kin TR3,7393.6,13.6,22.419,0.2151,21.729,0.7399,201.253935,3.78E-4,-24.008953,0.001237,77.1,11.7,35.1,6.1,35.7,6.1,0.0,"7.5,22.56,37.62,52.68","132.8,140.1,122.2,169.0","51.4,22.1,2.8,17.9","6.5,6.8,5.9,8.2","7.5,22.56,37.62,52.68,67.74","11.85,9.49,6.71,4.35,2.53","0.74,1.9,2.2,2.48,2.13","2.641,2.117,1.496,0.971,0.564","2.351,1.884,1.331,0.864,0.502"
WALLABY J131321-185558,198.339349303448,-18.93288961256165,1.391905259437859E9,NGC5044 TR3,NGC5044 Kin TR3,6147.0,3.1,21.469,0.7246,25.078,0.2079,198.33855,0.00128,-18.93117,3.38E-4,42.2,3.2,10.4,2.3,10.0,2.3,0.0,"7.5,22.47,37.43","103.3,140.7,168.1","6.6,3.4,15.1","6.5,8.8,10.5","7.5,22.47,37.43,52.4,67.37","8.5,6.38,3.69,1.49,0.4","0.81,1.24,1.0,0.54,0.2","6.296,4.73,2.735,1.102,0.294","0.322,0.242,0.14,0.056,0.015"
WALLABY J131739-213708,199.4153093665174,-21.61913840175578,1.406650360691894E9,NGC5044 TR3,NGC5044 Kin TR3,2926.9,2.0,21.499,0.2476,22.983,0.3109,199.41616,4.53E-4,-21.61854,5.14E-4,44.1,6.1,229.5,2.2,228.6,2.2,0.0,"7.5,22.47,37.43,52.4,67.37","38.2,64.7,75.8,79.1,77.8","5.4,0.8,1.7,2.3,3.1","4.3,7.3,8.5,8.9,8.8","7.5,22.47,37.43,52.4,67.37,82.34,97.3","3.87,3.78,2.83,1.77,1.07,0.54,0.19","0.64,0.73,0.55,0.56,0.31,0.2,0.12","2.778,2.714,2.03,1.271,0.769,0.39,0.136","0.287,0.28,0.21,0.131,0.079,0.04,0.014"
WALLABY J131431-162247,198.6301987384938,-16.37979507195245,1.413438461803319E9,NGC5044 TR3,NGC5044 Kin TR3,1476.7,0.6,24.289,0.0303,19.072,0.5872,198.629712,6.1E-5,-16.380289,9.79E-4,38.6,2.1,268.5,0.5,268.0,0.5,0.0,"7.5,22.47,37.43","46.4,67.2,74.6","0.1,8.9,17.0","2.1,3.1,3.4","7.5,22.47,37.43,52.4,67.37","10.69,7.0,2.82,0.8,0.23","0.64,1.14,0.75,0.34,0.14","8.346,5.466,2.2,0.626,0.177","0.245,0.16,0.064,0.018,0.005"
WALLABY J130228-204117,195.6190451746206,-20.68822782521503,1.381696747979154E9,NGC5044 TR3,NGC5044 Kin TR3,8395.2,4.7,24.837,0.1537,23.667,0.2796,195.61933,2.7E-4,-20.687097,4.68E-4,45.2,8.0,276.0,9.8,276.5,9.8,0.0,"7.5,22.47,37.43","74.0,105.3,135.6","5.3,8.2,13.6","10.7,15.2,19.5","7.5,22.47,37.43,52.4,67.37,82.34,97.3","10.36,6.2,2.58,1.11,0.67,0.27,0.05","1.03,1.56,0.9,0.35,0.27,0.15,0.05","7.299,4.366,1.82,0.784,0.472,0.193,0.037","1.024,0.613,0.255,0.11,0.066,0.027,0.005"
WALLABY J133440-234722,203.6672049819966,-23.78948427016499,1.384388627877617E9,NGC5044 TR3,NGC5044 Kin TR3,7805.9,0.0,25.417,1.0018,25.393,0.1495,203.664651,0.001827,-23.789085,2.39E-4,28.1,2.5,194.0,3.0,193.6,3.0,0.0,"7.5,22.56,37.62,52.68","114.0,175.2,187.1,175.2","73.9,3.1,6.1,15.7","9.4,14.5,15.5,14.5","7.5,22.56,37.62,52.68,67.74,82.8","3.06,3.26,2.42,1.41,0.68,0.29","0.49,0.41,0.35,0.27,0.18,0.12","2.698,2.876,2.13,1.244,0.596,0.26","0.063,0.067,0.05,0.029,0.014,0.006"
WALLABY J131051-205740,197.7146738251096,-20.96113156277374,1.371279568437499E9,NGC5044 TR3,NGC5044 Kin TR3,10701.7,47.1,19.451,0.5729,26.849,0.7705,197.712949,0.001029,-20.962602,0.001282,75.8,13.0,345.3,0.7,345.0,0.7,2.0,"7.5,22.47,37.43,52.4","231.1,212.4,178.6,215.0","97.4,70.9,27.3,82.8","13.8,12.7,10.7,12.9","7.5,22.47,37.43,52.4,67.37,82.34","9.3,8.71,6.63,4.5,2.66,1.49","0.49,1.07,1.88,2.3,1.82,1.3","2.275,2.131,1.621,1.101,0.651,0.364","2.024,1.896,1.442,0.979,0.579,0.324"
WALLABY J133103-160750,202.7649897735948,-16.13071942261691,1.393213661602008E9,NGC5044 TR3,NGC5044 Kin TR3,5836.5,1.2,30.465,0.0868,27.828,0.5083,202.763712,1.51E-4,-16.128999,8.47E-4,70.9,3.0,85.4,0.7,85.4,0.7,0.0,"7.5,22.47,37.45,52.42,67.39,82.36,97.34","172.2,201.5,174.5,180.3,197.5,205.0,196.1","5.6,34.5,0.3,0.3,6.4,5.6,4.8","3.1,3.7,3.2,3.3,3.6,3.7,3.6","7.5,22.47,37.45,52.42,67.39,82.36,97.34,112.31","4.12,4.41,4.19,3.41,2.39,1.41,0.8,0.34","0.4,0.64,0.65,0.45,0.5,0.48,0.38,0.22","1.347,1.44,1.371,1.115,0.782,0.461,0.262,0.112","0.203,0.217,0.207,0.168,0.118,0.07,0.04,0.017"
WALLABY J132017-144841,200.0726600586841,-14.81156518387092,1.406761585341104E9,NGC5044 TR3,NGC5044 Kin TR3,2911.4,5.4,25.817,0.707,22.143,0.7098,200.071105,0.001237,-14.811025,0.001165,73.5,1.5,242.9,0.4,242.1,0.4,0.0,"7.5,22.48,37.47,52.45,67.43,82.42,97.4","79.6,105.2,93.7,97.9,112.5,135.2,165.9","20.2,23.4,4.2,8.7,2.1,21.6,49.7","0.6,0.8,0.8,0.8,0.9,1.1,1.3","7.5,22.48,37.47,52.45,67.43,82.42,97.4","7.39,6.29,5.0,3.78,2.45,1.47,0.63","0.67,0.95,0.99,0.85,0.63,0.48,0.35","2.103,1.789,1.421,1.074,0.697,0.417,0.179","0.192,0.163,0.13,0.098,0.064,0.038,0.016"
WALLABY J133329-211151,203.3744347221712,-21.19711017054754,1.387512754548438E9,NGC5044 TR3,NGC5044 Kin TR3,7093.9,2.6,22.283,0.3778,36.597,0.815,203.374801,6.81E-4,-21.194827,0.001356,46.0,5.9,145.5,2.6,145.3,2.6,0.0,"7.5,22.56,37.62","89.0,109.0,126.0","1.1,2.0,7.6","9.0,11.0,12.7","7.5,22.56,37.62,52.68,67.74,82.8","6.9,5.49,3.42,1.33,0.3,0.06","0.35,0.82,0.7,0.34,0.14,0.05","4.79,3.814,2.375,0.922,0.208,0.042","0.51,0.406,0.253,0.098,0.022,0.005"
WALLABY J133041-233009,202.6741234209146,-23.50271564864846,1.36177750311268E9,NGC5044 TR3,NGC5044 Kin TR3,12874.9,4.4,24.781,0.3771,21.939,0.2045,202.675136,6.85E-4,-23.502205,3.41E-4,70.4,2.9,281.0,1.1,281.1,1.1,0.0,"7.5,22.56,37.62,52.68,67.74","186.5,236.9,226.1,232.5,225.4","87.6,20.9,4.9,1.6,4.5","3.4,4.3,4.1,4.2,4.1","7.5,22.56,37.62,52.68,67.74,82.8,97.86","7.86,6.54,4.97,3.2,1.83,1.08,0.57","0.43,0.98,1.21,1.11,0.74,0.47,0.36","2.633,2.19,1.663,1.071,0.613,0.362,0.191","0.374,0.311,0.236,0.152,0.087,0.051,0.027"
WALLABY J130516-172641,196.3173143090456,-17.44484323720395,1.371296410817976E9,NGC5044 TR3,NGC5044 Kin TR3,10737.2,2.0,24.1,0.8644,24.735,0.1759,196.315363,0.001509,-17.444803,2.99E-4,75.7,5.9,217.5,0.2,217.7,0.2,0.0,"7.5,22.47,37.43,52.4,67.37","339.5,236.5,265.1,283.5,279.4","31.2,99.0,9.6,2.7,3.1","8.9,6.2,7.0,7.4,7.3","7.5,22.47,37.43,52.4,67.37,82.34,97.3","6.94,6.03,5.36,3.97,2.78,1.69,1.05","0.22,0.9,1.06,1.34,1.42,1.09,0.87","1.711,1.487,1.322,0.978,0.686,0.417,0.258","0.686,0.597,0.53,0.392,0.275,0.167,0.104"
WALLABY J131430-173154,198.626622630575,-17.53181079379835,1.408733443560406E9,NGC5044 TR3,NGC5044 Kin TR3,2477.0,1.4,22.237,0.6507,23.549,0.0556,198.625683,0.001138,-17.533149,8.3E-5,60.3,1.3,153.2,0.4,152.7,0.4,0.0,"7.5,22.47,37.43,52.4,67.37","72.3,102.4,114.6,111.3,105.8","6.3,0.6,5.8,1.1,5.5","0.9,1.3,1.5,1.5,1.4","7.5,22.47,37.43,52.4,67.37,82.34,97.3","7.38,5.65,3.65,1.82,0.86,0.48,0.25","0.51,1.1,0.8,0.58,0.34,0.19,0.16","3.659,2.802,1.812,0.905,0.425,0.24,0.126","0.147,0.113,0.073,0.036,0.017,0.01,0.005"
WALLABY J132202-201335,200.5119056392954,-20.22631744384862,1.411528467694227E9,NGC5044 TR3,NGC5044 Kin TR3,1887.4,1.6,24.406,0.4596,22.848,0.3837,200.511695,8.08E-4,-20.225893,6.49E-4,51.2,2.5,268.9,1.5,269.6,1.5,0.0,"7.5,22.56,37.62,52.68,67.74","29.9,47.8,61.0,72.1,73.4","3.7,0.9,1.4,4.6,14.2","1.1,1.7,2.2,2.6,2.6","7.5,22.56,37.62,52.68,67.74,82.8","4.6,4.3,3.12,1.76,0.73,0.25","0.3,0.48,0.4,0.32,0.25,0.13","2.88,2.691,1.952,1.104,0.458,0.154","0.158,0.147,0.107,0.06,0.025,0.008"
WALLABY J134501-155202,206.2569250301483,-15.86746047666474,1.379505221123142E9,NGC5044 TR3,NGC5044 Kin TR3,8888.3,6.8,25.139,0.3498,18.038,0.282,206.256117,6.15E-4,-15.866578,4.59E-4,70.0,9.3,265.0,0.4,264.0,0.4,0.0,"7.5,22.47,37.45,52.42","103.9,156.6,171.8,183.4","49.6,27.2,3.1,17.1","6.3,9.5,10.4,11.1","7.5,22.47,37.45,52.42,67.39,82.36","8.96,7.35,5.0,3.09,1.65,0.82","0.62,1.05,1.06,0.79,0.64,0.46","3.059,2.507,1.705,1.054,0.564,0.279","1.366,1.12,0.761,0.471,0.252,0.125"
WALLABY J131840-150339,199.6667382600184,-15.06106840509361,1.405404463314425E9,NGC5044 TR3,NGC5044 Kin TR3,3182.0,0.4,20.289,0.0608,23.253,0.0775,199.666488,1.06E-4,-15.061406,1.29E-4,79.3,10.6,24.6,3.8,24.3,3.8,0.0,"7.5,22.48,37.47,52.45,67.43","46.9,76.3,86.7,88.8,87.8","4.2,7.7,3.0,1.0,2.1","1.7,2.8,3.1,3.2,3.2","7.5,22.48,37.47,52.45,67.43,82.42","7.07,6.37,5.14,3.79,2.55,1.74","0.19,0.58,1.0,1.56,1.46,1.35","1.31,1.18,0.953,0.702,0.472,0.323","1.279,1.152,0.93,0.686,0.461,0.316"
WALLABY J133214-210542,203.0588157542317,-21.09540063609771,1.393425776286083E9,NGC5044 TR3,NGC5044 Kin TR3,5806.7,1.4,25.448,0.0501,27.146,0.2063,203.057901,9.0E-5,-21.094759,3.44E-4,55.7,7.6,85.7,1.4,85.6,1.4,0.0,"7.5,22.56,37.62,52.68","43.7,69.4,79.7,80.2","4.3,2.7,2.9,1.7","4.1,6.5,7.4,7.5","7.5,22.56,37.62,52.68,67.74,82.8,97.86","6.2,4.8,3.04,1.58,0.67,0.29,0.07","0.67,0.85,0.62,0.37,0.21,0.15,0.07","3.496,2.707,1.716,0.889,0.376,0.165,0.037","0.679,0.526,0.333,0.173,0.073,0.032,0.007"
WALLABY J133019-220858,202.579548517484,-22.14935413391487,1.394873534424596E9,NGC5044 TR3,NGC5044 Kin TR3,5488.5,0.5,26.184,0.2682,22.062,0.2925,202.57821,4.82E-4,-22.14687,4.88E-4,60.9,1.5,252.5,0.9,252.5,0.9,0.0,"7.5,22.56,37.62,52.68","73.8,113.0,117.4,110.8","4.4,2.4,4.4,3.4","1.1,1.7,1.8,1.7","7.5,22.56,37.62,52.68,67.74,82.8","5.96,4.67,2.74,1.33,0.74,0.34","0.8,1.17,0.91,0.53,0.3,0.16","2.903,2.275,1.337,0.646,0.36,0.165","0.141,0.11,0.065,0.031,0.017,0.008"
WALLABY J130758-121123,196.994582601222,-12.18971755777114,1.363364355834947E9,NGC5044 TR3,NGC5044 Kin TR3,12542.1,1.7,22.124,0.3343,25.917,0.3946,196.993257,5.67E-4,-12.188885,6.61E-4,48.2,3.8,335.6,0.9,335.9,0.9,0.0,"7.5,22.48,37.47","159.1,202.0,197.1","95.2,6.6,4.4","9.4,12.0,11.7","7.5,22.48,37.47,52.45,67.43","3.92,3.55,2.62,1.4,0.49","0.11,0.32,0.43,0.34,0.2","2.617,2.367,1.75,0.932,0.329","0.192,0.174,0.128,0.068,0.024"
WALLABY J132542-164457,201.4249888237653,-16.74930541843242,1.395245228899986E9,NGC5044 TR3,NGC5044 Kin TR3,5396.7,0.3,25.596,0.1709,19.987,0.2323,201.424642,3.07E-4,-16.748729,3.8E-4,80.7,9.3,92.8,0.2,91.5,0.2,1.0,"7.5,22.48,37.47,52.45","88.8,97.8,99.2,126.1","15.1,4.8,1.5,24.3","2.4,2.7,2.7,3.4","7.5,22.48,37.47,52.45,67.43,82.42,97.4","6.44,4.26,4.53,2.49,2.36,1.65,0.54","0.46,0.77,1.48,1.03,1.29,1.29,0.68","1.043,0.69,0.733,0.403,0.383,0.268,0.088","1.023,0.677,0.72,0.395,0.376,0.263,0.086"
WALLABY J133756-240727,204.4868996317963,-24.12435097478599,1.378414644331974E9,NGC5044 TR3,NGC5044 Kin TR3,9127.6,1.9,22.165,0.4272,21.119,0.3732,204.48578,7.89E-4,-24.124762,6.14E-4,46.5,8.0,249.3,1.4,248.6,1.4,0.0,"7.5,22.56,37.62,52.68","126.0,127.7,120.7,114.5","35.3,0.2,2.4,4.6","17.3,17.6,16.6,15.7","7.5,22.56,37.62,52.68,67.74","2.79,2.58,1.95,1.23,0.5","0.3,0.35,0.32,0.25,0.21","1.917,1.774,1.343,0.844,0.344","0.282,0.261,0.198,0.124,0.051"
WALLABY J131115-180605,197.8129729308706,-18.10155596460206,1.40750000748147E9,NGC5044 TR3,NGC5044 Kin TR3,2742.2,0.1,18.987,0.2589,22.603,0.3296,197.812184,4.56E-4,-18.101422,5.47E-4,65.3,6.0,4.6,3.7,4.4,3.7,0.0,"7.5,22.47,37.43","42.0,63.4,65.2","8.1,2.2,4.5","2.0,3.1,3.2","7.5,22.47,37.43,52.4","4.22,3.4,2.02,1.04","0.63,1.12,0.83,0.49","1.766,1.423,0.846,0.437","0.4,0.322,0.192,0.099"
WALLABY J104311-261500,160.797597500392,-26.2500041960311,1.39925176066809E9,Hydra TR1,Hydra Kin TR1,4518.8,1.3,29.729,0.1529,24.401,0.0688,160.798176,2.93E-4,-26.249756,1.0E-4,68.0,1.0,251.9,0.5,248.7,0.5,0.0,"7.5,22.5,37.5,52.5,67.5,82.5,97.5","134.0,201.2,198.3,194.6,193.4,192.8,191.7","86.1,9.3,1.2,0.6,1.9,2.2,0.5","0.9,1.4,1.4,1.3,1.3,1.3,1.3","7.5,22.5,37.5,52.5,67.5,82.5,97.5,112.5,127.5","6.62,7.28,7.55,6.42,4.46,2.61,1.37,0.56,0.21","0.59,0.86,0.87,0.66,0.67,0.54,0.32,0.19,0.1","2.482,2.727,2.83,2.406,1.67,0.978,0.513,0.208,0.078","0.104,0.115,0.119,0.101,0.07,0.041,0.022,0.009,0.003"
WALLABY J104339-285157,160.913222063472,-28.8660800505563,1.40412054487006E9,Hydra TR1,Hydra Kin TR1,3456.0,1.3,37.54,0.0638,23.97,0.3898,160.911677,1.69E-4,-28.866232,6.43E-4,83.1,6.6,62.7,1.2,59.1,1.2,1.0,"7.5,22.5,37.5,52.5,67.5,82.5,97.5","101.6,147.0,123.0,124.5,134.5,132.9,122.1","37.9,29.0,4.6,2.5,4.9,5.4,3.5","1.4,2.1,1.7,1.8,1.9,1.9,1.7","7.5,22.5,37.5,52.5,67.5,82.5,97.5,112.5,127.5","13.14,11.41,10.35,8.16,5.12,5.25,3.36,1.97,2.21","0.31,1.11,1.96,2.57,1.6,3.16,2.56,1.93,1.86","1.583,1.375,1.248,0.984,0.617,0.633,0.404,0.237,0.267","1.496,1.3,1.179,0.93,0.583,0.598,0.382,0.224,0.252"
WALLABY J104309-300301,160.790627248321,-30.0503181994784,1.40541954855463E9,Hydra TR1,Hydra Kin TR1,3199.0,0.5,32.253,0.0012,41.958,0.3411,160.790606,4.5E-5,-30.049113,5.68E-4,40.2,7.7,120.0,3.0,116.3,3.0,0.0,"7.5,22.5,37.5,52.5,67.5,82.5","57.4,91.3,105.1,106.2,104.8,93.2","7.3,1.1,0.8,0.9,4.8,3.4","9.5,15.0,17.3,17.5,17.3,15.4","7.5,22.5,37.5,52.5,67.5,82.5,97.5,112.5","5.39,5.27,4.86,3.96,2.5,1.11,0.22,0.11","0.55,0.8,0.47,0.41,0.28,0.22,0.11,0.07","4.115,4.023,3.712,3.022,1.905,0.844,0.166,0.083","0.465,0.454,0.419,0.341,0.215,0.095,0.019,0.009"
WALLABY J104059-270456,160.247074894085,-27.0823217307486,1.39829530019466E9,Hydra TR1,Hydra Kin TR1,4742.0,3.2,31.002,0.2329,25.938,0.005,160.246307,4.38E-4,-27.082682,1.3E-5,59.1,0.3,212.0,0.2,208.9,0.2,0.0,"7.5,22.5,37.5,52.5,67.5,82.5","107.6,153.6,176.0,189.3,196.5,199.7","7.0,1.7,3.3,0.6,6.2,11.5","0.4,0.5,0.6,0.6,0.6,0.7","7.5,22.5,37.5,52.5,67.5,82.5","5.88,6.38,6.04,5.0,3.27,1.61","0.48,0.56,0.47,0.49,0.45,0.41","3.017,3.274,3.096,2.566,1.679,0.826","0.028,0.03,0.028,0.024,0.015,0.008"
WALLABY J104016-274630,160.069775662017,-27.7752270654251,1.40183468208975E9,Hydra TR1,Hydra Kin TR1,3970.1,1.0,35.694,0.3202,25.035,5.0E-4,160.069969,6.06E-4,-27.77683,2.7E-5,47.9,1.0,114.6,0.0,111.5,0.0,0.0,"7.5,22.5,37.5,52.5,67.5,82.5,97.5,112.5","180.7,202.8,205.3,201.9,197.6,189.1,183.4,163.5","34.2,13.6,2.3,0.2,1.3,0.4,1.8,9.3","2.8,3.2,3.2,3.1,3.1,2.9,2.9,2.5","7.5,22.5,37.5,52.5,67.5,82.5,97.5,112.5","4.3,6.32,7.69,6.97,5.12,3.11,1.7,0.88","0.46,0.76,0.56,0.67,0.65,0.52,0.32,0.22","2.879,4.234,5.149,4.67,3.432,2.08,1.136,0.589","0.055,0.081,0.098,0.089,0.066,0.04,0.022,0.011"
WALLABY J104000-292445,160.001253396214,-29.4126851446177,1.40276676743003E9,Hydra TR1,Hydra Kin TR1,3766.5,0.2,24.691,0.1807,20.135,0.1648,160.001033,3.65E-4,-29.412904,2.59E-4,71.1,8.6,79.1,0.6,75.9,0.6,0.0,"7.5,22.5,37.5,52.5,67.5","52.6,76.0,87.2,93.0,94.0","7.8,2.5,3.8,2.8,0.4","2.8,4.0,4.6,4.9,4.9","7.5,22.5,37.5,52.5,67.5,82.5","8.81,7.84,6.21,3.85,1.96,0.8","0.14,0.44,0.88,0.96,0.75,0.42","2.857,2.542,2.016,1.25,0.637,0.258","1.245,1.107,0.878,0.544,0.278,0.112"
WALLABY J103918-265030,159.826015972787,-26.8416846281841,1.4060093979318E9,Hydra TR1,Hydra Kin TR1,3076.0,0.6,22.719,0.1381,24.806,0.0791,159.826008,2.66E-4,-26.840377,1.2E-4,72.0,2.3,19.5,0.6,16.6,0.6,0.0,"7.5,22.5,37.5,52.5,67.5","119.7,166.9,162.3,166.6,167.1","61.5,9.4,3.6,3.7,0.5","1.6,2.2,2.1,2.2,2.2","7.5,22.5,37.5,52.5,67.5,82.5","5.01,5.61,5.52,4.44,2.55,1.22","0.32,0.63,0.75,0.69,0.77,0.66","1.553,1.737,1.709,1.375,0.79,0.376","0.191,0.214,0.21,0.169,0.097,0.046"
WALLABY J104004-301606,160.017631893931,-30.2683574403773,1.40452739069249E9,Hydra TR1,Hydra Kin TR1,3396.8,2.4,26.167,0.9951,25.735,0.0559,160.015755,0.001933,-30.265279,7.0E-6,64.7,10.4,20.2,3.9,16.9,3.9,0.0,"7.5,22.5,37.5,52.5,67.5","72.5,120.1,135.3,141.4,81.2","3.3,1.0,6.2,8.3,65.9","6.4,10.7,12.0,12.6,7.2","7.5,22.5,37.5,52.5,67.5","13.04,11.22,7.19,3.93,1.55","1.04,2.0,2.46,1.91,1.11","5.564,4.787,3.067,1.678,0.663","2.132,1.834,1.175,0.643,0.254"
WALLABY J103922-293505,159.84194101907,-29.5847525912456,1.40226761020714E9,Hydra TR1,Hydra Kin TR1,3875.2,0.7,24.541,0.1922,23.663,0.1303,159.842748,3.83E-4,-29.584478,2.01E-4,53.1,3.4,118.3,1.2,115.1,1.2,0.0,"7.5,22.5,37.5,52.5","91.7,113.8,130.4,130.0","8.4,1.0,3.9,1.8","4.1,5.1,5.9,5.9","7.5,22.5,37.5,52.5,67.5","9.15,7.93,5.24,2.22,0.53","0.42,0.61,0.79,0.55,0.24","5.499,4.764,3.147,1.336,0.318","0.437,0.378,0.25,0.106,0.025"
WALLABY J103915-301757,159.81567583297,-30.2991721234793,1.40270442175286E9,Hydra TR1,Hydra Kin TR1,3755.1,1.0,36.75,0.0765,30.628,0.3605,159.81283,1.87E-4,-30.297835,5.95E-4,81.3,1.1,128.2,1.0,125.0,1.0,1.0,"7.5,22.5,37.5,52.5,67.5,82.5,97.5,112.5,127.5","229.6,260.5,202.8,196.4,205.4,204.6,201.9,203.0,205.4","24.6,59.2,3.0,4.1,3.7,3.1,0.3,3.2,3.1","0.7,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6","7.5,22.5,37.5,52.5,67.5,82.5,97.5,112.5,127.5,142.5,157.5","13.35,14.97,15.09,14.45,12.55,10.18,9.33,6.9,4.78,3.69,2.35","0.38,1.8,1.32,1.71,1.5,2.07,2.04,1.97,1.96,1.95,1.41","2.03,2.277,2.296,2.198,1.909,1.549,1.419,1.05,0.727,0.561,0.358","0.259,0.29,0.293,0.28,0.243,0.197,0.181,0.134,0.093,0.071,0.046"
WALLABY J103818-285307,159.575173774303,-28.8852871836978,1.39994990514162E9,Hydra TR1,Hydra Kin TR1,4388.7,1.6,21.039,0.1822,23.738,0.3216,159.574078,3.8E-4,-28.886107,5.21E-4,72.7,4.9,169.7,0.2,166.8,0.2,0.0,"7.5,22.5,37.5,52.5,67.5","110.6,139.6,141.2,149.4,148.0","40.8,11.3,1.2,2.2,0.1","3.0,3.8,3.8,4.0,4.0","7.5,22.5,37.5,52.5,67.5,82.5","13.9,13.1,10.65,7.31,4.09,2.15","0.55,1.11,1.46,1.41,1.25,0.88","4.127,3.89,3.163,2.171,1.215,0.639","1.143,1.077,0.876,0.601,0.336,0.177"
WALLABY J103725-251916,159.357154011131,-25.3212663018941,1.40305909542377E9,Hydra TR1,Hydra Kin TR1,3709.9,1.6,55.234,0.4974,67.77,1.1238,159.354765,0.001012,-25.319001,0.001833,23.8,2.2,289.1,1.5,286.5,1.5,0.0,"22.5,37.5,52.5,67.5,82.5,97.5,112.5,127.5,142.5,157.5,172.5,187.5","125.5,198.1,227.4,239.6,246.0,247.2,246.5,245.8,245.1,244.2,249.7,170.7","10.9,15.4,13.9,4.6,1.3,3.3,3.6,4.0,4.7,5.5,0.2,79.3","11.2,17.7,20.3,21.4,22.0,22.1,22.0,22.0,21.9,21.8,22.3,15.2","22.5,37.5,52.5,67.5,82.5,97.5,112.5,127.5,142.5,157.5,172.5,187.5,202.5,217.5,232.5,247.5,262.5","0.94,1.99,2.0,1.7,2.02,2.64,2.87,2.43,2.14,1.9,1.56,1.06,0.68,0.45,0.31,0.18,0.09","0.36,0.34,0.32,0.39,0.36,0.29,0.25,0.23,0.2,0.18,0.18,0.14,0.1,0.1,0.07,0.05,0.04","0.856,1.824,1.835,1.552,1.849,2.413,2.631,2.227,1.957,1.737,1.427,0.974,0.622,0.413,0.288,0.162,0.082","0.015,0.031,0.031,0.027,0.032,0.041,0.045,0.038,0.034,0.03,0.024,0.017,0.011,0.007,0.005,0.003,0.001"
WALLABY J103651-260227,159.213093655151,-26.0410607868425,1.40925840553099E9,Hydra TR1,Hydra Kin TR1,2362.4,0.8,23.798,0.1465,23.101,0.3634,159.212578,3.02E-4,-26.040262,5.94E-4,76.2,13.6,122.8,0.4,120.3,0.4,0.0,"7.5,22.5,37.5,52.5,67.5","40.1,65.7,79.3,86.1,87.2","3.3,2.5,4.6,4.9,1.6","2.4,4.0,4.8,5.3,5.3","7.5,22.5,37.5,52.5,67.5,82.5","12.99,11.28,7.98,5.58,3.13,1.84","0.41,1.11,2.14,2.18,1.97,1.3","3.094,2.685,1.9,1.33,0.746,0.438","2.959,2.568,1.817,1.272,0.714,0.419"
WALLABY J103702-273359,159.259274340448,-27.5665375964594,1.40701358540209E9,Hydra TR1,Hydra Kin TR1,2848.0,3.5,20.621,0.3923,29.854,0.1332,159.259151,7.52E-4,-27.565411,1.92E-4,69.5,1.9,350.2,0.5,347.5,0.5,0.0,"7.5,22.5,37.5,52.5,67.5,82.5","233.0,211.7,278.9,286.0,295.3,309.9","48.6,37.4,7.5,1.7,7.4,22.8","3.0,2.7,3.6,3.6,3.8,4.0","7.5,22.5,37.5,52.5,67.5,82.5,97.5","6.56,6.53,6.34,5.24,3.49,2.0,0.86","0.19,0.63,0.71,0.64,0.74,0.7,0.52","2.303,2.293,2.223,1.838,1.226,0.7,0.303","0.209,0.208,0.202,0.167,0.111,0.064,0.027"
WALLABY J103653-270311,159.221562020575,-27.0530804115774,1.40378537828725E9,Hydra TR1,Hydra Kin TR1,3545.1,4.7,24.389,0.4039,25.45,0.9127,159.219495,8.37E-4,-27.052137,0.001489,44.8,5.3,41.4,2.3,38.8,2.3,0.0,"7.5,22.5","83.5,121.5","34.0,0.1","7.9,11.5","7.5,22.5,37.5,52.5,67.5,82.5","4.5,3.7,2.33,1.31,0.69,0.27","0.37,0.47,0.38,0.36,0.23,0.11","3.19,2.627,1.652,0.927,0.49,0.191","0.293,0.242,0.152,0.085,0.045,0.018"
