name,rc_model:Tan:r_t,rc_model:Tan:v_c,rc_model:Tan:v0,rc_model:Tan:x0,rc_model:Tanh:r_t,rc_model:Tanh:v_c,rc_model:Tanh:v0,rc_model:Tanh:x0,rc_model:C97:r_t,rc_model:C97:v_c,rc_model:C97:beta,rc_model:C97:gamma,rc_model:C97:v0,rc_model:C97:x0,sersic:Re|f,sersic:Ie|f,sersic:M|f,sersic:n|f,sersic:Re|n,sersic:Ie|n,sersic:M|n,sersic:n|n,sersic:Re|g,sersic:Ie|g,sersic:M|g,sersic:n|g,sersic:Re|r,sersic:Ie|r,sersic:M|r,sersic:n|r,sersic:Re|z,sersic:Ie|z,sersic:M|z,sersic:n|z,sersic:Re|w1,sersic:Ie|w1,sersic:M|w1,sersic:n|w1,sersic:Re|w2,sersic:Ie|w2,sersic:M|w2,sersic:n|w2
ESO398-G010,99.999,99.999,99.999,99.999,10.1,134.9,0,0,3.569,163.4,0.005172,0.807,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO398-G017,99.999,99.999,99.999,99.999,4.828,139.4,0,0,4.108,153.8,-0.04054,1.585,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO398-G020,99.999,99.999,99.999,99.999,8.795,152.6,0,0,11.64,151.1,0.1332,3.69,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO398-G028,99.999,99.999,99.999,99.999,5.926,120.5,0,0,4.15,158,-0.1467,1.065,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO399-G011,99.999,99.999,99.999,99.999,9.495,174.7,0,0,10.41,171.6,0.01706,3.613,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO399-G022,99.999,99.999,99.999,99.999,6.1,109.3,0,0,4.964,119.3,-0.05457,1.386,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO399-G023,99.999,99.999,99.999,99.999,8.926,148.2,0,0,9.532,145.7,0.0852,2.449,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO399-G024,99.999,99.999,99.999,99.999,4.256,199.2,0,0,4.148,200.4,0.02559,4.337,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO399-G026,99.999,99.999,99.999,99.999,6.034,133,0,0,5.819,139,0.001716,2.056,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO400-G002,99.999,99.999,99.999,99.999,9.354,92.81,0,0,6.961,120.8,-0.1237,1.112,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO400-G005,99.999,99.999,99.999,99.999,7.262,149.6,0,0,3.649,153.7,0.02346,1.32,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO400-G008,99.999,99.999,99.999,99.999,4.949,109.2,0,0,7.532,84.22,0.479,4.805,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO400-G021,99.999,99.999,99.999,99.999,12.7,109.5,0,0,12.01,118.5,0.025,1.876,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO400-G033,99.999,99.999,99.999,99.999,8.627,192.7,0,0,8.633,218,0.01815,1.629,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO400-G037,99.999,99.999,99.999,99.999,17.17,102.1,0,0,4.392,128.3,0.01958,0.6641,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO400-G039,99.999,99.999,99.999,99.999,7.328,180.1,0,0,5.162,189.5,0.0544,1.521,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO401-G001,99.999,99.999,99.999,99.999,5.127,113.1,0,0,5.711,108.5,0.04401,3.551,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO401-G004,99.999,99.999,99.999,99.999,6.413,65.05,0,0,4.394,93,-0.08414,0.8556,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO401-G007,99.999,99.999,99.999,99.999,10.24,223.7,0,0,4.641,272.7,0.05731,0.8681,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO402-G015,99.999,99.999,99.999,99.999,3.295,178.8,0,0,3.658,174.7,0.2834,1.93,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO402-G028,99.999,99.999,99.999,99.999,5.496,205,0,0,5.351,210.7,-0.1777,3.384,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO403-G003,99.999,99.999,99.999,99.999,16.23,192.7,0,0,11.83,199.7,-0.09504,1.934,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO403-G014,99.999,99.999,99.999,99.999,11.37,84.25,0,0,6.751,103.9,-0.1516,0.9854,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO403-G031,99.999,99.999,99.999,99.999,14.47,64.08,0,0,9.284,68.45,-0.1312,1.203,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO404-G001,99.999,99.999,99.999,99.999,3.877,111,0,0,3.575,113,-0.03497,2.306,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO404-G018,99.999,99.999,99.999,99.999,4.181e+04,6.547e+04,0,0,5.737e-05,8.627e-05,-0.2257,-0.301,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO404-G019,99.999,99.999,99.999,99.999,5.274,146.8,0,0,3.047,218.8,0.0538,0.7146,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO404-G031,99.999,99.999,99.999,99.999,10.34,113.2,0,0,10.87,117.6,0.04731,2.065,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO404-G032,99.999,99.999,99.999,99.999,10.25,161.2,0,0,5.957,197.2,0.007234,0.9673,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO404-G045,99.999,99.999,99.999,99.999,11.7,136,0,0,9.393,167.2,-0.01546,1.14,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO405-G031,99.999,99.999,99.999,99.999,3.602,139.2,0,0,1.016,178.6,0.02098,0.7091,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO406-G016,99.999,99.999,99.999,99.999,5.534,111.7,0,0,2.07,148.7,-0.006212,0.725,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO406-G035,99.999,99.999,99.999,99.999,3.022,157,0,0,2.162,171.9,0.0006805,1.16,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO406-G038,99.999,99.999,99.999,99.999,6.832,109.2,0,0,6.608,126.8,-0.09204,1.861,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO407-G009,99.999,99.999,99.999,99.999,25.15,82.54,0,0,20.89,86.56,-0.167,2.559,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO408-G005,99.999,99.999,99.999,99.999,9.457,126.7,0,0,5.239,163.3,-0.05103,0.9223,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO408-G021,99.999,99.999,99.999,99.999,3.732,206.9,0,0,3.387,212.1,-0.1524,5.242,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO409-G004,99.999,99.999,99.999,99.999,6.178,174.8,0,0,8.973,160,0.4047,2.295,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO410-G016,99.999,99.999,99.999,99.999,7.105,143.6,0,0,5.115,166.2,-0.04632,1.148,0,0,12.42,0.1534,17.28,0.2095,15.12,0.1703,16.75,0.358,11.72,1.829,14.53,0.6468,11.01,3.24,14,0.7044,10.44,4.594,13.7,0.773,13.04,1.732,14.33,0.6896,12.36,1.24,14.89,0.5496
ESO410-G027,99.999,99.999,99.999,99.999,5.811,141.4,0,0,4.724,143.2,-0.2192,2.921,0,0,28.48,0.101,16.33,0.2371,28.85,0.1658,15.63,0.394,20.16,0.7658,13.93,1.814,18.58,1.347,13.44,2.024,18.06,1.807,13.1,2.37,24.54,0.7432,13.6,1.603,29.18,0.3441,14.03,1.7
ESO411-G003,99.999,99.999,99.999,99.999,3.582,181.9,0,0,6.041,169.5,0.3923,2.659,0,0,27.65,0.03551,17.09,0.8049,27.75,0.06,16.33,1.197,13.56,1.883,13.89,2.005,12.4,4.082,13.23,2.057,11.5,7.307,12.73,2.167,15.08,3.708,13.08,1.467,17.65,1.635,13.57,1.635
ESO411-G010,99.999,99.999,99.999,99.999,2.104,86.48,0,0,1.009,88.48,-0.001479,1.409,0,0,16.86,0.05536,17.52,0.2359,22.95,0.07586,16.36,0.5492,14.56,0.9333,14.22,1.353,13.9,1.613,13.69,1.479,13.39,2.274,13.35,1.611,15.87,1.12,13.93,1.114,18.05,0.4395,14.58,1.337
ESO411-G023,99.999,99.999,99.999,99.999,5.003,87.64,0,0,3.817,116.4,-0.07126,1,0,0,50.47,0.03485,15.75,1.451,14.2,0.2205,16.62,0.5536,21.74,0.174,15.16,3.064,20.08,0.2899,14.79,2.997,19.4,0.369,14.59,3.068,58.02,0.04766,14.46,2.923,78.32,0.02108,14.68,3.015
ESO412-G015,99.999,99.999,99.999,99.999,7.555,132.5,0,0,5.388,142.6,-0.04061,1.386,0,0,50.91,0.02662,17.48,0.8572,24.81,0.1738,17.19,0.2984,21.54,1.318,14.57,1.343,19.17,2.496,14.08,1.502,17.12,4.035,13.75,1.667,21.24,2.178,14.07,1.304,22.4,1.19,14.59,1.356
ESO412-G021,99.999,99.999,99.999,99.999,4.713,161.8,0,0,0.218,215.2,0.102,0.426,0,0,19.74,0.02182,18.32,1.215,21.06,0.04029,17.68,0.8695,19.12,0.7759,14.26,1.671,16.49,1.888,13.53,1.959,14.59,3.657,13.01,2.233,16.82,2.8,13.12,1.754,18.65,1.488,13.54,1.901
ESO413-G016,99.999,99.999,99.999,99.999,14.02,292.3,0,0,20.92,224,0.4392,8.492,0,0,26.09,0.08812,17.11,0.1811,37.38,0.105,16.02,0.5563,19.56,4.323,13.11,1.055,17.68,9.21,12.47,1.151,16.91,14.46,12.04,1.25,24,5.477,12.43,0.9997,24.62,2.946,13.06,0.9748
ESO413-G023,99.999,99.999,99.999,99.999,16.75,146.7,0,0,10.04,180.9,-0.01768,0.9819,0,0,21.03,0.05947,18.16,0.2379,25.06,0.0824,16.99,0.7731,18.4,1.105,14.66,1.15,17.85,1.804,14.16,1.226,16.78,2.728,13.83,1.276,20.66,1.199,14.33,1.126,20.05,0.7408,14.94,1.074
ESO414-G008,99.999,99.999,99.999,99.999,17.19,57.41,0,0,10.88,57.09,-0.1525,2.897,0,0,4123,0.0001175,11.9,4.644,26.87,0.08941,16.63,0.3879,38.95,0.1243,14.93,1.653,39.68,0.1622,14.59,1.679,37.05,0.1944,14.56,1.632,32.58,0.1086,15.64,1.159,41.14,0.049,15.97,1.221
ESO414-G025,99.999,99.999,99.999,99.999,7.236,159.3,0,0,3.874,171.7,-0.1361,1.302,0,0,99.999,99.999,99.999,99.999,2.009e+04,0.0002788,7.64,3.695,29.15,0.4977,13.66,2.373,28.79,0.8696,13.04,2.598,27.26,1.518,12.53,2.705,41.86,0.4268,13.03,2.419,61.33,0.17,13.19,2.507
ESO414-G031,99.999,99.999,99.999,99.999,3.95,223.1,0,0,3.352,235.4,-0.2017,2.643,0,0,22.25,0.07655,17.33,0.4048,21.86,0.1453,16.69,0.4272,15.26,1.207,14.45,1.917,14.26,2.107,13.9,2.322,13.71,3.064,13.54,2.484,14.62,2.419,14.08,1.066,14.75,1.39,14.75,0.9948
ESO415-G010,99.999,99.999,99.999,99.999,10.16,99.99,0,0,6.641,121.9,-0.04001,1.055,0,0,99.999,99.999,99.999,99.999,23.82,0.1789,16.8,0.3053,20.77,0.8304,14.86,0.8988,19.41,1.445,14.39,0.9358,19.67,1.878,14.03,1.031,21.32,1.1,14.66,0.6118,21.78,0.5789,15.32,0.6384
ESO415-G017,99.999,99.999,99.999,99.999,12.86,127,0,0,9.08,131.2,-0.3196,2.326,0,0,12.83,0.2679,17.47,0.4134,14.75,0.3216,16.88,0.6894,12.55,2.174,14.93,0.9949,12.41,3.195,14.53,1.017,12.64,3.445,14.35,1.147,17.26,1.234,14.88,0.9409,17.91,0.6927,15.44,0.9318
ESO415-G028,99.999,99.999,99.999,99.999,5.884,83.24,0,0,6.282,89.89,-0.01521,2.319,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,16.25,0.476,15.07,1.335,14.32,0.9188,14.64,1.313,13.52,1.325,14.36,1.329,16.81,0.4544,15.1,1.198,14,0.41,15.78,0.8281
ESO415-G031,99.999,99.999,99.999,99.999,8.199,81.91,0,0,6.114,101.6,-0.04043,1.106,0,0,25.92,0.3459,15.82,0.4168,28.63,0.3523,15.46,0.77,21.78,1.812,14.1,1.13,21.1,2.454,13.8,1.237,20.24,2.854,13.71,1.277,21.4,1.668,14.2,0.9553,22.12,0.9726,14.72,0.9468
ESO416-G003,99.999,99.999,99.999,99.999,6.437,92.76,0,0,6.036,100.6,-0.2064,2.866,0,0,16.48,0.1265,16.98,0.9495,18.35,0.2002,16.46,0.496,13.36,1.273,14.89,0.9789,12.66,1.888,14.55,1.046,12.65,2.037,14.39,1.227,17.19,0.6687,15.01,1.03,17.63,0.4006,15.56,0.9613
ESO416-G012,99.999,99.999,99.999,99.999,11.47,132.3,0,0,12.05,133.8,-0.1123,5.44,0,0,37.94,0.04822,16.28,1.066,24.22,0.1696,16.04,0.6659,24.55,0.7438,14.19,1.011,19.78,1.531,13.7,1.481,22.35,1.496,13.53,1.275,25.77,0.7486,13.99,1.229,29.45,0.3734,14.42,1.323
ESO416-G015,99.999,99.999,99.999,99.999,2.548,154.5,0,0,1.414,165.2,0.04056,1.191,0,0,14.12,0.2117,16.71,0.4946,15.54,0.2575,15.96,0.8164,9.945,4.433,13.61,1.35,9.205,8.308,13.06,1.442,9.02,10.88,12.72,1.748,12.69,5.487,12.97,1.042,13.32,3.076,13.48,1.063
ESO416-G033,99.999,99.999,99.999,99.999,9.711,84.24,0,0,6.335,92.86,-0.09741,1.546,0,0,16.65,0.05739,17.43,0.5147,21.07,0.06874,16.79,0.5303,15.08,0.5794,14.84,1.229,14.18,0.9478,14.4,1.345,13.91,1.263,14.1,1.405,16.96,0.4774,14.82,1.176,16.13,0.3143,15.44,1.026
ESO416-G036,99.999,99.999,99.999,99.999,3.859,119.1,0,0,1.114,146.6,0.01917,0.7304,0,0,12.82,0.1172,17.17,0.8547,13.19,0.2014,16.52,0.9493,10.93,2.03,14.15,1.68,10.59,3.508,13.58,1.839,10.26,5.369,13.18,1.856,12.39,3.001,13.63,1.168,13.21,1.613,14.14,1.221
ESO416-G037,99.999,99.999,99.999,99.999,4.262,195.4,0,0,4.927,196.8,0.1037,2.365,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,17.07,2.246,13.7,1.434,15.44,5.003,13,1.573,14.34,9.096,12.46,1.746,19.4,4.075,12.72,1.588,20.35,2.281,13.23,1.637
ESO416-G040,99.999,99.999,99.999,99.999,5.345,126.4,0,0,5.027,133.3,0.04232,1.828,0,0,17.31,0.1251,16.57,0.6796,15.5,0.2571,16.03,0.5761,11.36,2.088,14.21,0.9926,10.43,3.789,13.72,1.073,10.18,4.753,13.45,1.252,13.59,1.747,13.98,1.077,15.52,0.8167,14.47,1.203
ESO416-G041,99.999,99.999,99.999,99.999,4.911,195.6,0,0,23.09,117.5,0.9647,7.72,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,17.52,1.55,14.03,1.544,15.97,3.355,13.36,1.641,15.16,6.047,12.84,1.638,20.36,2.638,13.25,1.212,22.45,1.289,13.79,1.263
ESO417-G018,99.999,99.999,99.999,99.999,11.02,134.6,0,0,1.811,187.9,0.04786,0.5562,0,0,41.43,0.05868,15.58,0.5643,40.23,0.08036,15.25,0.8448,27.59,0.6949,13.42,1.598,25.87,1.163,12.96,1.756,24.52,1.704,12.64,1.813,27.7,0.9709,13.19,1.198,33.74,0.3763,13.71,1.425
ESO418-G007,99.999,99.999,99.999,99.999,5.303,248.1,0,0,0.9875,311.6,0.2466,0.6444,0,0,31.61,0.01207,17.79,1.198,33.37,0.02538,16.85,1.228,29.17,0.583,13.83,1.017,25.43,1.589,13,1.104,21.81,1.97,12.89,1.722,31.16,0.9594,13.06,1.215,35.55,0.4344,13.58,1.366
ESO418-G008,99.999,99.999,99.999,99.999,25.98,69.93,0,0,-11.76,110.4,-0.1744,0.6773,0,0,19.12,0.2017,15.61,0.9719,19.7,0.2933,15.17,0.9177,16.51,1.682,13.66,0.9054,16.21,2.334,13.32,0.9414,15.93,2.82,13.15,0.9501,21.52,0.7947,13.81,1.089,22.9,0.4071,14.38,1.146
ESO418-G009,99.999,99.999,99.999,99.999,12.79,41.47,0,0,9.452,49.35,-0.1206,1.411,0,0,99.999,99.999,99.999,99.999,17.13,0.2512,15.71,0.41,19.21,0.8985,13.77,0.9014,19.43,1.369,13.28,0.9122,19.57,1.739,12.99,0.9584,24.6,0.6071,13.62,0.9934,25.42,0.3112,14.26,1.025
ESO419-G003,99.999,99.999,99.999,99.999,8.488,97.98,0,0,6.801,118.4,-0.03299,1.208,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,16.94,1.744,13.63,1.325,15.49,2.802,13.25,1.496,14.82,3.879,12.95,1.624,18.32,1.841,13.4,1.319,18.69,1.115,13.91,1.303
ESO420-G003,99.999,99.999,99.999,99.999,6.37,110.9,0,0,5.472,125.1,0.02949,1.39,0,0,27.88,0.1168,15.6,0.4689,26.99,0.2066,14.97,0.5955,18.31,1.54,13.22,1.474,16.93,2.648,12.77,1.594,15.93,3.956,12.45,1.653,19.45,1.719,13.02,1.341,20.05,1.029,13.54,1.261
ESO420-G008,99.999,99.999,99.999,99.999,8.762,41.87,0,0,2.062,70.27,-0.01115,0.5068,0,0,5568,0.0003501,9.262,3.408,24.56,0.05142,16.17,1.171,30.23,0.2353,13.73,2.646,28.59,0.4404,13.17,2.651,30.96,0.5406,12.74,2.878,33.47,0.2663,13.48,2.173,38.35,0.1252,13.98,2.291
ESO422-G010,99.999,99.999,99.999,99.999,6.228,207.4,0,0,6.096,194.3,0.3155,2.09,0,0,-116.1,0.007432,99.999,1,25.17,0.08068,16.86,0.2837,16.66,1.477,13.78,2.181,15.49,2.981,13.14,2.328,15.2,4.375,12.7,2.674,15.76,3.689,13.22,1.144,16.41,1.93,13.86,1.099
ESO422-G023,99.999,99.999,99.999,99.999,6.131,198.8,0,0,18.25,109.4,1.119,3.894,0,0,10.31,0.04529,17.51,0.1637,26.49,0.08526,16.34,0.3044,16.77,1.533,13.43,1.899,15.67,3.112,12.78,2,15.32,4.89,12.31,2.123,17.21,3.182,12.85,1.077,17.95,1.618,13.5,1.072
ESO422-G040,99.999,99.999,99.999,99.999,9.226,194.4,0,0,4.161,234.8,0.06184,0.8753,0,0,4.119e+04,0.0001457,7.069,3.987,33.02,0.1042,16.16,0.7415,19.25,1.395,14.14,1.647,17.2,2.772,13.6,1.778,15.63,4.596,13.21,1.955,24.55,1.759,13.36,1.647,25.69,1.012,13.87,1.606
ESO423-G001,99.999,99.999,99.999,99.999,2.877,176.7,0,0,2.502,195.7,0.007829,1.297,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,9.038,2.157,14.79,1.118,7.86,4.656,14.2,1.25,7.051,8.229,13.76,1.412,10.49,2.929,14.18,1.007,9.874,2.168,14.74,0.8078
ESO423-G012,99.999,99.999,99.999,99.999,6.983,193.9,0,0,4.801,202,-0.2003,2.483,0,0,16.74,0.08631,18.02,0.2004,18.11,0.1603,17.22,0.3028,13.37,2.605,14.5,0.8726,12.01,5.218,13.9,1.021,11.02,8.502,13.48,1.149,15.03,3.655,13.84,0.9379,15.31,2.196,14.37,0.9069
ESO423-G019,99.999,99.999,99.999,99.999,5.265,219.6,0,0,5.053,226.3,-0.1581,3.46,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,15.8,0.9834,14.23,2.272,14.3,2.114,13.59,2.361,13.47,3.68,13.11,2.422,14.91,2.586,13.67,1.078,14.75,1.622,14.26,0.9438
ESO424-G003,99.999,99.999,99.999,99.999,7.939,137.8,0,0,7.446,151.8,-0.1227,2.012,0,0,99.999,99.999,99.999,99.999,13.3,0.1167,17.75,0.6256,9.065,1.205,15.96,0.9423,8.201,2.207,15.47,1.054,7.541,3.362,15.12,1.226,11.94,1.004,15.45,1.199,9.267,1.27,15.94,0.6751
ESO424-G004,99.999,99.999,99.999,99.999,8.464,171.8,0,0,7.634,177.5,-0.146,3.489,0,0,9.857,0.07928,18.25,0.1739,14.44,0.09981,17.66,0.4463,9.465,1.217,15.58,1.075,8.767,2.137,15.08,1.222,8.204,3.017,14.79,1.377,12.22,0.9651,15.29,1.062,11.35,0.7084,15.86,0.9069
ESO424-G021,99.999,99.999,99.999,99.999,6.605,179.7,0,0,7.496,164.8,0.1038,3.903,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,8.955,1.314,15.86,1.188,8.382,2.705,15.19,1.258,8.126,4.324,14.71,1.372,11.14,1.758,15.2,0.8982,10.73,1.168,15.79,0.7747
