recno	Name	r	e_r	r2	e_r2	Vrot	e_Vrot	NBins	Side
1975	"UGC 5842"	3.3	0.16	44.8	2.2	96	4	22	a
1976	"UGC 5842"	3.57	0.34	48.4	4.6	91	4	22	r
1977	"UGC 5842"	3.73	0.11	50.6	1.5	91	4	22	a
1978	"UGC 5842"	3.99	0.05	54.1	0.7	98	2	22	a
1979	"UGC 5842"	4.13	0.04	56.0	0.5	99	2	22	a
1980	"UGC 5842"	4.33	0.08	58.8	1.1	103	3	22	a
1981	"UGC 5842"	4.35	0.15	59.0	2.0	99	5	22	r
1982	"UGC 5842"	4.64	0.1	63.0	1.4	111	4	22	a
1983	"UGC 5842"	5.04	0.19	68.4	2.6	112	4	18	a
1984	"UGC 5842"	5.12	0.31	69.5	4.2	113	5	22	r
1985	"UGC 5842"	5.88	0.17	79.8	2.3	100	6	14	r
1986	"UGC 6118"	0.07	0.01	0.7	0.1	98	10	2	a
1987	"UGC 6118"	0.18	0.03	1.9	0.3	118	7	9	a
1988	"UGC 6118"	0.21	0.02	2.2	0.2	70	6	3	r
1989	"UGC 6118"	0.29	0.02	3.0	0.2	95	4	9	r
1990	"UGC 6118"	0.3	0.03	3.1	0.3	128	4	11	a
1991	"UGC 6118"	0.4	0.03	4.2	0.3	118	3	18	r
1992	"UGC 6118"	0.41	0.03	4.3	0.3	131	3	14	a
1993	"UGC 6118"	0.51	0.03	5.3	0.3	135	3	17	a
1994	"UGC 6118"	0.51	0.03	5.3	0.3	132	2	18	r
1995	"UGC 6118"	0.61	0.03	6.4	0.3	123	4	20	a
1996	"UGC 6118"	0.66	0.06	6.9	0.6	126	5	20	r
1997	"UGC 6118"	0.71	0.03	7.4	0.3	130	4	20	a
1998	"UGC 6118"	0.91	0.08	9.5	0.8	133	4	20	a
1999	"UGC 6118"	1.12	0.23	11.7	2.4	124	6	20	r
2000	"UGC 6118"	1.19	0.1	12.4	1.0	114	5	20	a
2001	"UGC 6118"	1.45	0.05	15.1	0.5	104	6	20	a
2002	"UGC 6118"	1.6	0.05	16.7	0.5	100	6	20	a
2003	"UGC 6118"	1.76	0.05	18.3	0.5	98	4	20	a
2004	"UGC 6118"	1.79	0.16	18.6	1.7	109	6	20	r
2005	"UGC 6118"	1.9	0.03	19.8	0.3	107	5	20	a
2006	"UGC 6118"	2.07	0.05	21.6	0.5	110	4	20	a
2007	"UGC 6118"	2.13	0.07	22.2	0.7	114	7	20	r
2008	"UGC 6118"	2.22	0.04	23.1	0.4	102	4	20	a
2009	"UGC 6118"	2.28	0.02	23.8	0.2	120	4	20	r
2010	"UGC 6118"	2.4	0.04	25.0	0.4	119	4	20	r
2011	"UGC 6118"	2.42	0.06	25.2	0.6	113	5	20	a
2012	"UGC 6118"	2.51	0.03	26.1	0.3	122	5	20	r
2013	"UGC 6118"	2.62	0.05	27.3	0.5	130	3	20	a
2014	"UGC 6118"	2.64	0.05	27.5	0.5	123	3	20	r
2015	"UGC 6118"	2.75	0.03	28.6	0.3	127	4	20	a
2016	"UGC 6118"	2.77	0.03	28.9	0.3	118	4	20	r
2017	"UGC 6118"	2.85	0.03	29.7	0.3	123	4	20	a
2018	"UGC 6118"	2.91	0.05	30.3	0.5	125	4	20	r
2019	"UGC 6118"	2.93	0.03	30.5	0.3	131	2	20	a
2020	"UGC 6118"	3.01	0.02	31.4	0.2	128	2	20	a
2021	"UGC 6118"	3.07	0.02	32.0	0.2	127	3	20	a
2022	"UGC 6118"	3.07	0.04	32.0	0.4	126	4	20	r
2023	"UGC 6118"	3.14	0.02	32.7	0.2	137	3	20	a
2024	"UGC 6118"	3.2	0.02	33.3	0.2	136	2	20	a
2025	"UGC 6118"	3.23	0.05	33.6	0.5	141	2	20	r
2026	"UGC 6118"	3.27	0.02	34.1	0.2	127	2	20	a
2027	"UGC 6118"	3.34	0.02	34.8	0.2	133	3	20	a
2028	"UGC 6118"	3.41	0.02	35.5	0.2	132	2	20	a
2029	"UGC 6118"	3.42	0.06	35.6	0.6	132	4	20	r
2030	"UGC 6118"	3.48	0.03	36.3	0.3	132	2	20	a
2031	"UGC 6118"	3.57	0.02	37.2	0.2	131	2	20	a
2032	"UGC 6118"	3.62	0.07	37.7	0.7	137	3	20	r
2033	"UGC 6118"	3.65	0.02	38.0	0.2	134	3	20	a
2034	"UGC 6118"	3.73	0.03	38.9	0.3	134	3	20	a
2035	"UGC 6118"	3.83	0.03	39.9	0.3	138	1	20	a
2036	"UGC 6118"	3.85	0.06	40.1	0.6	146	4	20	r
2037	"UGC 6118"	3.9	0.03	40.6	0.3	137	3	20	a
2038	"UGC 6118"	4.01	0.04	41.8	0.4	133	3	20	a
2039	"UGC 6118"	4.09	0.11	42.6	1.1	138	3	20	r
2040	"UGC 6118"	4.16	0.06	43.3	0.6	133	4	20	a
2041	"UGC 6118"	4.47	0.11	46.6	1.1	136	4	20	a
2042	"UGC 6118"	4.66	0.22	48.5	2.3	147	3	20	r
2043	"UGC 6118"	4.98	0.2	51.9	2.1	144	4	20	a
2044	"UGC 6118"	5.54	0.37	57.7	3.9	152	3	15	r
2045	"UGC 6118"	6.11	0.41	63.7	4.3	131	4	17	a
2046	"UGC 6277"	0.17	0.04	2.1	0.5	148	75	2	a
2047	"UGC 6277"	0.2	0.04	2.4	0.5	103	45	3	r
2048	"UGC 6277"	0.28	0.01	3.4	0.1	167	24	2	a
2049	"UGC 6277"	0.39	0.0	4.8	0.0	76	19	2	r
2050	"UGC 6277"	0.46	0.0	5.6	0.0	46	75	1	a
2051	"UGC 6277"	0.53	0.04	6.5	0.5	114	62	3	a
2052	"UGC 6277"	0.64	0.0	7.8	0.0	132	75	1	a
2053	"UGC 6277"	0.69	0.01	8.4	0.1	136	17	3	r
2054	"UGC 6277"	0.79	0.05	9.6	0.6	71	39	3	a
2055	"UGC 6277"	0.87	0.04	10.6	0.5	70	27	4	a
2056	"UGC 6277"	0.9	0.02	11.0	0.2	124	59	3	r
2057	"UGC 6277"	1.06	0.0	12.9	0.0	108	75	1	r
2058	"UGC 6277"	1.09	0.01	13.3	0.1	165	35	3	a
2059	"UGC 6277"	1.13	0.02	13.8	0.2	69	23	3	r
2060	"UGC 6277"	1.26	0.01	15.4	0.1	119	29	3	r
2061	"UGC 6277"	1.27	0.02	15.5	0.2	117	51	3	a
2062	"UGC 6277"	1.38	0.0	16.8	0.0	121	75	1	r
2063	"UGC 6277"	1.39	0.01	17.0	0.1	100	36	3	a
2064	"UGC 6277"	1.46	0.0	17.8	0.0	72	49	2	r
2065	"UGC 6277"	1.49	0.03	18.2	0.4	194	38	4	a
2066	"UGC 6277"	1.64	0.0	20.0	0.0	158	50	2	a
2068	"UGC 6277"	1.71	0.04	20.9	0.5	179	18	5	r
2067	"UGC 6277"	1.71	0.02	20.9	0.2	233	31	3	a
2069	"UGC 6277"	2.09	0.2	25.5	2.4	174	17	23	a
2070	"UGC 6277"	2.27	0.26	27.7	3.2	192	15	23	r
2071	"UGC 6277"	2.69	0.13	32.8	1.6	216	15	23	a
2072	"UGC 6277"	3.05	0.1	37.2	1.2	212	14	23	a
2073	"UGC 6277"	3.06	0.17	37.3	2.1	224	24	23	r
2074	"UGC 6277"	3.39	0.08	41.4	1.0	243	10	23	a
2075	"UGC 6277"	3.63	0.07	44.3	0.9	233	20	23	a
2076	"UGC 6277"	3.97	0.16	48.5	2.0	260	21	23	a
2077	"UGC 6277"	4.73	0.34	57.7	4.1	291	25	17	a
2078	"UGC 6419"	0.1	0.0	1.1	0.0	-1	8	1	a
2079	"UGC 6419"	0.13	0.0	1.4	0.0	1	8	1	r
2080	"UGC 6419"	0.24	0.05	2.6	0.5	-1	3	4	r
2081	"UGC 6419"	0.25	0.01	2.7	0.1	-5	0	2	a
2082	"UGC 6419"	0.41	0.05	4.5	0.5	-4	8	4	a
2083	"UGC 6419"	0.42	0.06	4.6	0.7	3	2	5	r
2084	"UGC 6419"	0.57	0.05	6.3	0.5	-5	2	6	a
2085	"UGC 6419"	0.59	0.04	6.5	0.4	5	4	6	r
2086	"UGC 6419"	0.72	0.04	7.9	0.4	3	4	6	a
2087	"UGC 6419"	0.78	0.02	8.6	0.2	0	1	4	r
2088	"UGC 6419"	0.91	0.06	10.0	0.7	3	1	23	a
2089	"UGC 6419"	0.98	0.11	10.8	1.2	5	1	23	r
2090	"UGC 6419"	1.25	0.13	13.7	1.4	2	1	23	a
2091	"UGC 6419"	1.28	0.08	14.0	0.9	9	2	23	r
2092	"UGC 6419"	1.52	0.05	16.7	0.5	14	1	23	r
2093	"UGC 6419"	1.69	0.04	18.5	0.4	14	1	23	r
2094	"UGC 6419"	1.7	0.15	18.7	1.6	6	2	23	a
2095	"UGC 6419"	1.83	0.03	20.1	0.3	11	2	23	r
2096	"UGC 6419"	1.95	0.03	21.4	0.3	10	1	23	r
2097	"UGC 6419"	2.07	0.02	22.7	0.2	10	1	23	r
2098	"UGC 6419"	2.17	0.04	23.8	0.4	12	1	23	r
2099	"UGC 6419"	2.31	0.04	25.3	0.4	12	1	23	r
2100	"UGC 6419"	2.45	0.03	26.9	0.3	9	2	23	r
2101	"UGC 6419"	2.48	0.22	27.2	2.4	13	2	23	a
2102	"UGC 6419"	2.57	0.04	28.2	0.4	9	1	23	r
2103	"UGC 6419"	2.68	0.04	29.4	0.4	9	1	23	r
2104	"UGC 6419"	2.79	0.03	30.6	0.3	12	2	23	r
2105	"UGC 6419"	2.9	0.03	31.8	0.3	10	2	23	r
2106	"UGC 6419"	2.97	0.1	32.6	1.1	19	2	23	a
2107	"UGC 6419"	3.0	0.03	32.9	0.3	12	1	23	r
2108	"UGC 6419"	3.12	0.04	34.2	0.4	13	1	23	r
2109	"UGC 6419"	3.21	0.06	35.2	0.7	22	2	23	a
2110	"UGC 6419"	3.23	0.03	35.4	0.3	17	1	23	r
2111	"UGC 6419"	3.35	0.03	36.8	0.3	17	1	23	r
2112	"UGC 6419"	3.38	0.04	37.1	0.4	20	1	23	a
2113	"UGC 6419"	3.47	0.04	38.1	0.4	16	1	23	r
2114	"UGC 6419"	3.54	0.07	38.8	0.8	16	2	23	a
2115	"UGC 6419"	3.59	0.04	39.4	0.4	15	2	23	r
2116	"UGC 6419"	3.7	0.04	40.6	0.4	20	1	23	r
2117	"UGC 6419"	3.74	0.05	41.0	0.5	19	2	23	a
2118	"UGC 6419"	3.81	0.03	41.8	0.3	21	1	23	r
2119	"UGC 6419"	3.94	0.07	43.2	0.8	20	1	23	a
2120	"UGC 6419"	3.94	0.04	43.2	0.4	22	2	23	r
2121	"UGC 6419"	4.09	0.05	44.9	0.5	20	2	23	r
2122	"UGC 6419"	4.17	0.07	45.8	0.8	23	2	23	a
2123	"UGC 6419"	4.31	0.07	47.3	0.8	23	1	23	r
2124	"UGC 6419"	4.45	0.09	48.8	1.0	23	2	23	a
2125	"UGC 6419"	4.66	0.15	51.1	1.6	23	2	23	r
2126	"UGC 6419"	4.79	0.09	52.6	1.0	26	2	23	a
2127	"UGC 6419"	5.11	0.09	56.1	1.0	23	2	23	a
2128	"UGC 6419"	5.35	0.2	58.7	2.2	36	3	23	r
2129	"UGC 6419"	5.46	0.11	59.9	1.2	23	2	23	a
2130	"UGC 6419"	5.88	0.13	64.5	1.4	27	2	23	a
2131	"UGC 6419"	6.09	0.24	66.8	2.6	38	4	23	r
2132	"UGC 6419"	6.23	0.08	68.4	0.9	30	2	23	a
2133	"UGC 6419"	6.53	0.08	71.6	0.9	37	3	23	a
2134	"UGC 6419"	6.86	0.12	75.3	1.3	50	3	23	a
2135	"UGC 6419"	7.22	0.11	79.2	1.2	57	3	23	a
2136	"UGC 6419"	7.23	0.45	79.3	4.9	35	3	23	r
2137	"UGC 6419"	7.65	0.18	83.9	2.0	50	4	23	a
2138	"UGC 6419"	8.47	0.5	92.9	5.5	56	5	16	a
2139	"UGC 6419"	8.78	0.4	96.3	4.4	47	4	19	r
2140	"UGC 6521"	0.68	0.0	1.8	0.0	175	12	1	r
2141	"UGC 6521"	1.34	0.0	3.5	0.0	116	12	1	r
2142	"UGC 6521"	1.74	0.12	4.6	0.3	201	30	2	a
2143	"UGC 6521"	2.51	0.24	6.6	0.6	183	4	3	r
2144	"UGC 6521"	2.63	0.12	6.9	0.3	192	19	4	a
2145	"UGC 6521"	3.15	0.21	8.3	0.6	221	12	7	r
2146	"UGC 6521"	3.29	0.15	8.6	0.4	185	4	4	a
2147	"UGC 6521"	3.86	0.19	10.1	0.5	213	4	12	a
2148	"UGC 6521"	3.87	0.19	10.2	0.5	209	10	5	r
2149	"UGC 6521"	4.3	0.26	11.3	0.7	226	5	22	a
2150	"UGC 6521"	4.82	0.45	12.6	1.2	233	8	22	r
2151	"UGC 6521"	5.0	0.16	13.1	0.4	234	6	22	a
2152	"UGC 6521"	5.59	0.2	14.7	0.5	245	3	22	a
2153	"UGC 6521"	6.03	0.34	15.8	0.9	251	6	22	r
2154	"UGC 6521"	6.27	0.2	16.5	0.5	247	4	22	a
2155	"UGC 6521"	6.87	0.14	18.0	0.4	260	5	22	a
2156	"UGC 6521"	7.51	0.24	19.7	0.6	251	4	22	a
2157	"UGC 6521"	7.76	0.68	20.4	1.8	258	7	22	r
2158	"UGC 6521"	8.42	0.28	22.1	0.7	247	6	22	a
2159	"UGC 6521"	9.68	0.41	25.4	1.1	230	6	22	a
2160	"UGC 6521"	10.29	0.75	27.0	2.0	244	8	22	r
2161	"UGC 6521"	10.93	0.36	28.7	0.9	239	5	22	a
2162	"UGC 6521"	11.81	0.26	31.0	0.7	241	4	22	a
2163	"UGC 6521"	12.6	0.19	33.1	0.5	242	5	22	a
2164	"UGC 6521"	13.48	0.24	35.4	0.6	241	5	22	a
2165	"UGC 6521"	13.58	1.0	35.6	2.6	224	5	14	r
2166	"UGC 6521"	14.38	0.29	37.7	0.8	242	4	22	a
2167	"UGC 6521"	15.67	0.47	41.1	1.2	245	7	22	a
2168	"UGC 6521"	18.04	1.47	47.3	3.9	221	8	20	a
2169	"UGC 6523"	0.43	0.01	1.1	0.0	55	10	2	a
2170	"UGC 6523"	0.46	0.19	1.2	0.5	64	15	4	r
2171	"UGC 6523"	1.06	0.21	2.7	0.5	68	11	12	a
2172	"UGC 6523"	1.13	0.21	2.9	0.5	89	11	11	r
2173	"UGC 6523"	1.74	0.18	4.5	0.5	80	9	16	a
2174	"UGC 6523"	1.83	0.19	4.7	0.5	100	12	15	r
2175	"UGC 6523"	2.45	0.2	6.3	0.5	87	10	19	r
2176	"UGC 6523"	2.53	0.21	6.5	0.5	108	6	25	a
2177	"UGC 6523"	2.72	0.12	7.0	0.3	106	9	17	a
2178	"UGC 6523"	2.84	0.2	7.3	0.5	97	12	17	r
2179	"UGC 6523"	3.13	0.13	8.1	0.3	105	9	17	a
2180	"UGC 6523"	3.48	0.21	9.0	0.5	83	14	11	r
2181	"UGC 6523"	3.67	0.21	9.5	0.5	126	10	17	a
2182	"UGC 6523"	4.89	0.77	12.6	2.0	111	10	14	a
2183	"UGC 6787"	0.26	0.0	2.8	0.0	125	9	1	a
2184	"UGC 6787"	0.52	0.0	5.7	0.0	94	9	1	a
2185	"UGC 6787"	1.02	0.0	11.1	0.0	163	9	1	a
2186	"UGC 6787"	1.67	0.05	18.2	0.5	204	0	2	a
2187	"UGC 6787"	1.86	0.0	20.3	0.0	190	9	1	a
2188	"UGC 6787"	3.35	0.56	36.6	6.1	214	6	23	a
2189	"UGC 6787"	4.39	0.17	47.9	1.9	223	3	23	a
2190	"UGC 6787"	4.84	0.11	52.8	1.2	217	3	23	a
2191	"UGC 6787"	5.2	0.08	56.8	0.9	221	4	23	a
2192	"UGC 6787"	5.59	0.12	61.0	1.3	221	6	23	a
2193	"UGC 6787"	6.02	0.15	65.7	1.6	228	5	23	a
2194	"UGC 6787"	6.55	0.18	71.5	2.0	231	5	23	a
2195	"UGC 6787"	7.38	0.26	80.5	2.8	230	3	23	a
2196	"UGC 6787"	8.39	0.45	91.6	4.9	232	4	23	a
2197	"UGC 6787"	15.92	5.87	173.7	64.1	209	9	21	a
2198	"UGC 7021"	0.05	0.0	0.4	0.0	14	23	1	r
2199	"UGC 7021"	0.16	0.11	1.2	0.8	30	0	2	a
2200	"UGC 7021"	0.4	0.1	3.1	0.8	48	11	3	r
2201	"UGC 7021"	0.43	0.07	3.3	0.5	107	11	6	a
2202	"UGC 7021"	0.69	0.05	5.3	0.4	79	15	3	r
2203	"UGC 7021"	0.74	0.05	5.7	0.4	127	17	4	a
2204	"UGC 7021"	0.98	0.03	7.5	0.2	122	16	2	a
2205	"UGC 7021"	1.29	0.03	9.9	0.2	153	2	2	a
2206	"UGC 7021"	1.55	0.11	11.9	0.8	176	10	5	a
2207	"UGC 7021"	1.61	0.03	12.4	0.2	162	23	2	r
2208	"UGC 7021"	1.83	0.06	14.1	0.5	169	13	5	a
2209	"UGC 7021"	1.93	0.02	14.9	0.2	178	4	2	r
2210	"UGC 7021"	2.1	0.02	16.2	0.2	160	21	3	r
2211	"UGC 7021"	2.12	0.08	16.3	0.6	210	6	7	a
2212	"UGC 7021"	2.31	0.16	17.8	1.2	203	4	23	a
2213	"UGC 7021"	2.54	0.24	19.5	1.8	199	6	23	r
2214	"UGC 7021"	2.79	0.16	21.5	1.2	202	4	23	a
2215	"UGC 7021"	3.39	0.21	26.1	1.6	211	5	23	a
2216	"UGC 7021"	3.59	0.64	27.6	4.9	204	5	20	r
2217	"UGC 7021"	4.72	0.5	36.3	3.8	211	7	23	a
2218	"UGC 7021"	6.13	0.52	47.2	4.0	218	6	21	a
2219	"UGC 7045"	0.05	0.0	0.9	0.0	39	17	1	r
2220	"UGC 7045"	0.15	0.0	2.7	0.0	34	17	1	a
2221	"UGC 7045"	0.2	0.0	3.6	0.0	66	17	1	a
2222	"UGC 7045"	0.21	0.0	3.8	0.0	30	17	1	r
2223	"UGC 7045"	0.4	0.02	7.2	0.4	59	15	2	r
2224	"UGC 7045"	0.51	0.01	9.2	0.2	95	8	2	r
2225	"UGC 7045"	0.53	0.0	9.6	0.0	53	17	1	a
2226	"UGC 7045"	0.57	0.0	10.3	0.0	80	17	1	a
2227	"UGC 7045"	0.62	0.02	11.2	0.4	95	17	2	r
2228	"UGC 7045"	0.63	0.0	11.4	0.0	61	17	1	a
2229	"UGC 7045"	0.69	0.01	12.5	0.2	87	4	2	a
2230	"UGC 7045"	0.74	0.01	13.4	0.2	78	8	2	r
2231	"UGC 7045"	0.78	0.0	14.1	0.0	90	17	1	r
2232	"UGC 7045"	0.79	0.0	14.3	0.0	78	7	2	a
2233	"UGC 7045"	0.86	0.01	15.6	0.2	98	6	3	r
2234	"UGC 7045"	0.87	0.0	15.7	0.0	86	17	1	a
2235	"UGC 7045"	0.92	0.02	16.6	0.4	89	13	4	a
2236	"UGC 7045"	0.93	0.01	16.8	0.2	101	0	2	r
2237	"UGC 7045"	0.98	0.02	17.7	0.4	83	4	3	a
2238	"UGC 7045"	1.0	0.01	18.1	0.2	92	2	3	r
2239	"UGC 7045"	1.04	0.0	18.8	0.0	87	17	1	a
2240	"UGC 7045"	1.06	0.0	19.2	0.0	97	4	2	r
2241	"UGC 7045"	1.1	0.01	19.9	0.2	90	6	4	a
2242	"UGC 7045"	1.1	0.03	19.9	0.5	108	5	2	r
2243	"UGC 7045"	1.16	0.01	21.0	0.2	90	4	4	a
2244	"UGC 7045"	1.16	0.02	21.0	0.4	104	3	6	r
2245	"UGC 7045"	1.22	0.01	22.1	0.2	119	16	2	r
2246	"UGC 7045"	1.23	0.02	22.3	0.4	107	2	6	a
2247	"UGC 7045"	1.28	0.02	23.2	0.4	111	5	5	a
2248	"UGC 7045"	1.3	0.01	23.5	0.2	121	3	6	r
2249	"UGC 7045"	1.34	0.02	24.2	0.4	112	5	6	a
2250	"UGC 7045"	1.35	0.02	24.4	0.4	122	1	5	r
2251	"UGC 7045"	1.39	0.02	25.1	0.4	115	5	9	a
2252	"UGC 7045"	1.41	0.0	25.5	0.0	96	17	1	r
2253	"UGC 7045"	1.43	0.04	25.9	0.7	116	2	20	a
2254	"UGC 7045"	1.54	0.07	27.9	1.3	126	3	20	r
2255	"UGC 7045"	1.59	0.05	28.8	0.9	122	2	20	a
2256	"UGC 7045"	1.77	0.05	32.0	0.9	122	2	20	a
2257	"UGC 7045"	1.82	0.08	32.9	1.4	120	3	20	r
2258	"UGC 7045"	1.97	0.05	35.6	0.9	117	3	20	a
2259	"UGC 7045"	2.11	0.07	38.2	1.3	128	4	20	r
2260	"UGC 7045"	2.16	0.05	39.1	0.9	111	3	20	a
2261	"UGC 7045"	2.34	0.07	42.3	1.3	125	3	20	r
2262	"UGC 7045"	2.35	0.05	42.5	0.9	119	2	20	a
2263	"UGC 7045"	2.49	0.03	45.1	0.5	129	2	20	r
2264	"UGC 7045"	2.5	0.03	45.2	0.5	124	3	20	a
2265	"UGC 7045"	2.58	0.03	46.7	0.5	129	2	20	r
2266	"UGC 7045"	2.62	0.03	47.4	0.5	125	2	20	a
2267	"UGC 7045"	2.68	0.03	48.5	0.5	134	2	20	r
2268	"UGC 7045"	2.71	0.03	49.0	0.5	134	2	20	a
2269	"UGC 7045"	2.76	0.03	49.9	0.5	134	1	20	r
2270	"UGC 7045"	2.78	0.02	50.3	0.4	134	1	20	a
2271	"UGC 7045"	2.83	0.02	51.2	0.4	139	2	20	r
2272	"UGC 7045"	2.87	0.01	51.9	0.2	136	2	20	a
2273	"UGC 7045"	2.9	0.02	52.5	0.4	139	3	20	r
2274	"UGC 7045"	2.93	0.03	53.0	0.5	135	1	20	a
2275	"UGC 7045"	2.99	0.03	54.1	0.5	140	2	20	r
2276	"UGC 7045"	3.03	0.02	54.8	0.4	139	2	20	a
2277	"UGC 7045"	3.07	0.02	55.5	0.4	141	2	20	r
2278	"UGC 7045"	3.11	0.03	56.3	0.5	141	2	20	a
2279	"UGC 7045"	3.16	0.03	57.2	0.5	143	2	20	r
2280	"UGC 7045"	3.21	0.02	58.1	0.4	143	2	20	a
2281	"UGC 7045"	3.27	0.03	59.2	0.5	150	2	20	r
2282	"UGC 7045"	3.33	0.03	60.3	0.5	141	3	20	a
2283	"UGC 7045"	3.43	0.05	62.1	0.9	138	3	20	r
2284	"UGC 7045"	3.48	0.05	63.0	0.9	141	2	20	a
2285	"UGC 7045"	3.58	0.03	64.8	0.5	144	2	20	r
2286	"UGC 7045"	3.63	0.05	65.7	0.9	142	2	20	a
2287	"UGC 7045"	3.71	0.04	67.1	0.7	143	2	20	r
2288	"UGC 7045"	3.75	0.03	67.9	0.5	149	1	20	a
2289	"UGC 7045"	3.89	0.05	70.4	0.9	151	2	20	a
2290	"UGC 7045"	3.89	0.05	70.4	0.9	146	2	20	r
2291	"UGC 7045"	4.03	0.05	72.9	0.9	153	3	20	a
2292	"UGC 7045"	4.03	0.03	72.9	0.5	142	2	20	r
2293	"UGC 7045"	4.15	0.05	75.1	0.9	139	3	20	r
2294	"UGC 7045"	4.25	0.07	76.9	1.3	159	2	20	a
2295	"UGC 7045"	4.29	0.05	77.6	0.9	151	2	20	r
2296	"UGC 7045"	4.41	0.04	79.8	0.7	158	2	20	a
2297	"UGC 7045"	4.44	0.03	80.3	0.5	151	3	20	r
2298	"UGC 7045"	4.54	0.05	82.1	0.9	162	2	20	a
2299	"UGC 7045"	4.55	0.04	82.3	0.7	152	2	20	r
2300	"UGC 7045"	4.69	0.04	84.9	0.7	148	2	20	r
2301	"UGC 7045"	4.79	0.09	86.7	1.6	162	2	20	a
2302	"UGC 7045"	4.85	0.04	87.8	0.7	156	3	20	r
2303	"UGC 7045"	4.97	0.04	89.9	0.7	148	2	20	r
2304	"UGC 7045"	5.08	0.03	91.9	0.5	150	1	20	r
2305	"UGC 7045"	5.2	0.04	94.1	0.7	151	2	20	r
2306	"UGC 7045"	5.32	0.21	96.3	3.8	154	3	20	a
2307	"UGC 7045"	5.33	0.05	96.4	0.9	154	2	20	r
2308	"UGC 7045"	5.5	0.05	99.5	0.9	156	2	20	r
2309	"UGC 7045"	5.71	0.06	103.3	1.1	160	1	20	r
2310	"UGC 7045"	5.86	0.04	106.0	0.7	161	1	20	r
2311	"UGC 7045"	6.01	0.44	108.7	8.0	152	3	9	a
2312	"UGC 7045"	6.02	0.06	108.9	1.1	160	2	20	r
2313	"UGC 7045"	6.52	0.32	118.0	5.8	157	3	20	r
2314	"UGC 7045"	7.23	0.16	130.8	2.9	162	3	11	r
2315	"UGC 7154"	0.16	0.0	2.0	0.0	4	11	1	a
2316	"UGC 7154"	0.24	0.04	3.1	0.5	28	11	2	a
2317	"UGC 7154"	0.27	0.02	3.4	0.3	10	5	2	r
2318	"UGC 7154"	0.43	0.02	5.5	0.3	51	5	5	a
2319	"UGC 7154"	0.44	0.03	5.6	0.4	47	5	3	r
2320	"UGC 7154"	0.53	0.02	6.7	0.3	33	15	2	r
2321	"UGC 7154"	0.61	0.04	7.8	0.5	36	8	5	a
2322	"UGC 7154"	0.74	0.04	9.4	0.5	58	7	5	r
2323	"UGC 7154"	0.77	0.06	9.8	0.8	64	3	2	a
2324	"UGC 7154"	0.92	0.04	11.7	0.5	38	4	3	a
2325	"UGC 7154"	0.92	0.06	11.7	0.8	49	5	5	r
2326	"UGC 7154"	1.08	0.05	13.8	0.6	66	5	10	r
2327	"UGC 7154"	1.12	0.05	14.3	0.6	57	4	3	a
2328	"UGC 7154"	1.24	0.04	15.8	0.5	46	6	5	a
2329	"UGC 7154"	1.24	0.05	15.8	0.6	67	3	9	r
2330	"UGC 7154"	1.4	0.05	17.8	0.6	63	5	8	r
2331	"UGC 7154"	1.44	0.04	18.3	0.5	34	8	4	a
2332	"UGC 7154"	1.55	0.04	19.7	0.5	67	3	9	r
2333	"UGC 7154"	1.58	0.06	20.1	0.8	46	11	4	a
2334	"UGC 7154"	1.72	0.05	21.9	0.6	65	2	9	r
2335	"UGC 7154"	1.75	0.05	22.3	0.6	62	5	9	a
2336	"UGC 7154"	1.9	0.05	24.2	0.6	66	3	18	r
2337	"UGC 7154"	1.91	0.03	24.3	0.4	57	6	9	a
2338	"UGC 7154"	2.06	0.05	26.2	0.6	74	7	10	a
2339	"UGC 7154"	2.06	0.05	26.2	0.6	85	5	7	r
2340	"UGC 7154"	2.24	0.06	28.5	0.8	73	4	13	a
2341	"UGC 7154"	2.24	0.05	28.5	0.6	80	4	16	r
2342	"UGC 7154"	2.33	0.09	29.7	1.1	82	3	25	r
2343	"UGC 7154"	2.4	0.13	30.6	1.7	78	3	25	a
2344	"UGC 7154"	2.71	0.14	34.5	1.8	81	3	25	r
2345	"UGC 7154"	2.75	0.11	35.0	1.4	78	4	25	a
2346	"UGC 7154"	3.09	0.09	39.3	1.1	86	3	25	a
2347	"UGC 7154"	3.19	0.14	40.6	1.8	91	3	25	r
2348	"UGC 7154"	3.39	0.1	43.2	1.3	83	3	25	a
2349	"UGC 7154"	3.78	0.16	48.1	2.0	82	3	25	a
2350	"UGC 7154"	3.84	0.26	48.9	3.3	89	3	25	r
2351	"UGC 7154"	4.49	0.15	57.2	1.9	96	4	25	r
2352	"UGC 7154"	4.53	0.23	57.7	2.9	95	4	25	a
2353	"UGC 7154"	4.94	0.14	62.9	1.8	87	3	25	r
2354	"UGC 7154"	5.15	0.16	65.6	2.0	98	3	25	a
2355	"UGC 7154"	5.26	0.07	67.0	0.9	90	4	25	r
2356	"UGC 7154"	5.45	0.05	69.4	0.6	85	2	25	r
2357	"UGC 7154"	5.62	0.04	71.6	0.5	91	2	25	r
2358	"UGC 7154"	5.65	0.12	71.9	1.5	96	3	25	a
2359	"UGC 7154"	5.78	0.05	73.6	0.6	86	2	25	r
2360	"UGC 7154"	5.93	0.07	75.5	0.9	97	2	25	a
2361	"UGC 7154"	5.93	0.04	75.5	0.5	96	2	25	r
