recno	Name	r	e_r	r2	e_r2	Vrot	e_Vrot	NBins	Side
2362	"UGC 7154"	6.12	0.07	77.9	0.9	96	3	25	r
2363	"UGC 7154"	6.15	0.06	78.3	0.8	97	2	25	a
2364	"UGC 7154"	6.33	0.05	80.6	0.6	101	3	25	a
2365	"UGC 7154"	6.35	0.07	80.9	0.9	99	3	25	r
2366	"UGC 7154"	6.53	0.06	83.1	0.8	106	2	25	a
2367	"UGC 7154"	6.64	0.09	84.5	1.1	107	4	25	r
2368	"UGC 7154"	6.78	0.09	86.3	1.1	98	3	25	a
2369	"UGC 7154"	7.08	0.09	90.1	1.1	108	2	25	a
2370	"UGC 7154"	7.08	0.15	90.1	1.9	108	3	25	r
2371	"UGC 7154"	7.35	0.08	93.6	1.0	107	3	25	a
2372	"UGC 7154"	7.43	0.11	94.6	1.4	103	2	25	r
2373	"UGC 7154"	7.62	0.06	97.0	0.8	104	3	25	a
2374	"UGC 7154"	7.79	0.07	99.2	0.9	111	3	25	r
2375	"UGC 7154"	7.84	0.08	99.8	1.0	98	2	25	a
2376	"UGC 7154"	8.05	0.08	102.5	1.0	101	2	25	r
2377	"UGC 7154"	8.11	0.09	103.3	1.1	112	3	25	a
2378	"UGC 7154"	8.36	0.08	106.4	1.0	111	3	25	a
2379	"UGC 7154"	8.36	0.09	106.4	1.1	103	3	25	r
2380	"UGC 7154"	8.53	0.03	108.6	0.4	113	2	25	a
2381	"UGC 7154"	8.66	0.04	110.3	0.5	114	2	25	a
2382	"UGC 7154"	8.69	0.1	110.6	1.3	118	4	25	r
2383	"UGC 7154"	8.76	0.02	111.5	0.3	112	2	25	a
2384	"UGC 7154"	8.86	0.03	112.8	0.4	119	1	25	a
2385	"UGC 7154"	8.95	0.03	114.0	0.4	120	2	25	a
2386	"UGC 7154"	8.99	0.09	114.5	1.1	118	2	25	r
2387	"UGC 7154"	9.03	0.02	115.0	0.3	119	2	25	a
2388	"UGC 7154"	9.11	0.02	116.0	0.3	126	1	25	a
2389	"UGC 7154"	9.19	0.02	117.0	0.3	123	2	25	a
2390	"UGC 7154"	9.27	0.03	118.0	0.4	125	1	25	a
2391	"UGC 7154"	9.31	0.07	118.5	0.9	116	2	25	r
2392	"UGC 7154"	9.39	0.03	119.6	0.4	127	2	25	a
2393	"UGC 7154"	9.51	0.04	121.1	0.5	128	2	25	a
2394	"UGC 7154"	9.51	0.06	121.1	0.8	111	3	25	r
2395	"UGC 7154"	9.66	0.04	123.0	0.5	129	3	25	a
2396	"UGC 7154"	9.67	0.04	123.1	0.5	117	2	25	r
2397	"UGC 7154"	9.82	0.05	125.0	0.6	115	3	25	r
2398	"UGC 7154"	9.84	0.06	125.3	0.8	134	2	25	a
2399	"UGC 7154"	9.97	0.04	126.9	0.5	113	3	25	r
2400	"UGC 7154"	10.11	0.08	128.7	1.0	126	3	25	a
2401	"UGC 7154"	10.18	0.07	129.6	0.9	120	2	25	r
2402	"UGC 7154"	10.38	0.07	132.2	0.9	130	4	25	a
2403	"UGC 7154"	10.44	0.09	132.9	1.1	115	3	25	r
2404	"UGC 7154"	10.62	0.06	135.2	0.8	121	4	25	a
2405	"UGC 7154"	10.73	0.07	136.6	0.9	123	3	25	r
2406	"UGC 7154"	10.84	0.05	138.0	0.6	113	2	25	a
2407	"UGC 7154"	10.99	0.04	139.9	0.5	125	4	25	a
2408	"UGC 7154"	11.0	0.07	140.1	0.9	124	4	25	r
2409	"UGC 7154"	11.17	0.05	142.2	0.6	117	2	25	a
2410	"UGC 7154"	11.29	0.1	143.7	1.3	121	3	25	r
2411	"UGC 7154"	11.34	0.04	144.4	0.5	126	3	25	a
2412	"UGC 7154"	11.48	0.04	146.2	0.5	116	2	25	a
2413	"UGC 7154"	11.61	0.1	147.8	1.3	133	2	25	r
2414	"UGC 7154"	11.65	0.07	148.3	0.9	124	3	25	a
2415	"UGC 7154"	11.93	0.1	151.9	1.3	131	3	25	a
2416	"UGC 7154"	11.98	0.1	152.5	1.3	140	3	25	r
2417	"UGC 7154"	12.33	0.1	157.0	1.3	138	3	25	r
2418	"UGC 7154"	12.41	0.18	158.0	2.3	142	5	25	a
2419	"UGC 7154"	12.76	0.12	162.5	1.5	149	2	25	r
2420	"UGC 7154"	13.27	0.16	169.0	2.0	150	2	25	r
2421	"UGC 7154"	13.33	0.57	169.7	7.3	145	5	25	a
2422	"UGC 7154"	13.89	0.18	176.9	2.3	149	3	25	r
2423	"UGC 7154"	14.49	0.17	184.5	2.2	140	4	25	r
2424	"UGC 7154"	14.98	0.11	190.7	1.4	132	2	25	r
2425	"UGC 7154"	15.33	0.08	195.2	1.0	127	2	25	r
2426	"UGC 7154"	15.56	0.07	198.1	0.9	120	2	25	r
2427	"UGC 7154"	15.77	0.43	200.8	5.5	160	6	22	a
2428	"UGC 7154"	15.83	0.1	201.6	1.3	116	2	25	r
2429	"UGC 7154"	16.35	0.35	208.2	4.5	116	5	18	r
2430	"UGC 7766"	0.05	0.0	0.8	0.0	29	21	1	r
2431	"UGC 7766"	0.09	0.0	1.4	0.0	44	21	1	r
2432	"UGC 7766"	0.15	0.0	2.4	0.0	65	21	1	r
2433	"UGC 7766"	0.23	0.01	3.6	0.2	34	0	2	r
2434	"UGC 7766"	0.36	0.0	5.7	0.0	39	6	2	r
2435	"UGC 7766"	0.46	0.01	7.3	0.2	28	15	2	a
2436	"UGC 7766"	0.47	0.0	7.5	0.0	40	21	1	r
2437	"UGC 7766"	0.5	0.0	7.9	0.0	32	21	1	a
2438	"UGC 7766"	0.51	0.0	8.1	0.0	61	21	1	r
2439	"UGC 7766"	0.59	0.0	9.4	0.0	65	21	1	a
2440	"UGC 7766"	0.59	0.02	9.4	0.3	69	5	3	r
2441	"UGC 7766"	0.63	0.01	10.0	0.2	47	5	2	a
2442	"UGC 7766"	0.67	0.0	10.6	0.0	90	21	1	r
2443	"UGC 7766"	0.71	0.01	11.3	0.2	85	7	4	r
2444	"UGC 7766"	0.73	0.0	11.6	0.0	39	21	1	a
2445	"UGC 7766"	0.76	0.02	12.1	0.3	58	5	4	a
2446	"UGC 7766"	0.79	0.0	12.5	0.0	74	17	2	r
2447	"UGC 7766"	0.83	0.0	13.2	0.0	73	3	2	r
2448	"UGC 7766"	0.85	0.0	13.5	0.0	34	21	1	a
2449	"UGC 7766"	0.91	0.0	14.4	0.0	58	6	2	r
2450	"UGC 7766"	0.92	0.0	14.6	0.0	54	21	1	a
2451	"UGC 7766"	0.95	0.02	15.1	0.3	72	6	6	r
2452	"UGC 7766"	0.96	0.01	15.2	0.2	69	4	3	a
2453	"UGC 7766"	1.03	0.01	16.3	0.2	77	4	4	a
2454	"UGC 7766"	1.03	0.0	16.3	0.0	89	21	1	r
2455	"UGC 7766"	1.06	0.0	16.8	0.0	60	3	2	a
2456	"UGC 7766"	1.07	0.01	17.0	0.2	96	3	3	r
2457	"UGC 7766"	1.12	0.01	17.8	0.2	69	3	3	a
2458	"UGC 7766"	1.13	0.02	17.9	0.3	72	6	6	r
2459	"UGC 7766"	1.2	0.02	19.0	0.3	74	6	6	a
2460	"UGC 7766"	1.21	0.01	19.2	0.2	85	8	3	r
2461	"UGC 7766"	1.25	0.01	19.8	0.2	79	7	2	r
2462	"UGC 7766"	1.27	0.02	20.2	0.3	72	12	4	a
2463	"UGC 7766"	1.32	0.02	20.9	0.3	69	15	4	a
2464	"UGC 7766"	1.32	0.02	20.9	0.3	90	2	3	r
2465	"UGC 7766"	1.38	0.02	21.9	0.3	74	7	7	r
2466	"UGC 7766"	1.39	0.02	22.1	0.3	82	5	7	a
2467	"UGC 7766"	1.44	0.02	22.8	0.3	81	4	5	r
2468	"UGC 7766"	1.45	0.02	23.0	0.3	84	3	6	a
2469	"UGC 7766"	1.51	0.02	24.0	0.3	88	2	5	a
2470	"UGC 7766"	1.51	0.02	24.0	0.3	101	6	4	r
2471	"UGC 7766"	1.57	0.02	24.9	0.3	89	4	10	a
2472	"UGC 7766"	1.58	0.02	25.1	0.3	97	8	4	r
2473	"UGC 7766"	1.62	0.02	25.7	0.3	74	9	4	r
2474	"UGC 7766"	1.63	0.02	25.9	0.3	85	2	6	a
2475	"UGC 7766"	1.69	0.01	26.8	0.2	88	4	9	a
2476	"UGC 7766"	1.69	0.02	26.8	0.3	81	8	7	r
2477	"UGC 7766"	1.75	0.0	27.8	0.0	96	8	2	a
2478	"UGC 7766"	1.75	0.02	27.8	0.3	76	8	5	r
2479	"UGC 7766"	1.81	0.02	28.7	0.3	68	7	10	a
2480	"UGC 7766"	1.82	0.02	28.9	0.3	89	10	4	r
2481	"UGC 7766"	1.87	0.02	29.7	0.3	82	5	6	a
2482	"UGC 7766"	1.87	0.01	29.7	0.2	90	9	2	r
2483	"UGC 7766"	1.93	0.01	30.6	0.2	84	7	4	r
2484	"UGC 7766"	1.94	0.0	30.8	0.0	73	10	2	a
2485	"UGC 7766"	2.0	0.01	31.7	0.2	78	21	2	a
2486	"UGC 7766"	2.01	0.01	31.9	0.2	82	5	3	r
2487	"UGC 7766"	2.05	0.02	32.5	0.3	82	1	3	a
2488	"UGC 7766"	2.07	0.01	32.8	0.2	87	11	3	r
2489	"UGC 7766"	2.11	0.0	33.5	0.0	55	21	1	a
2490	"UGC 7766"	2.11	0.01	33.5	0.2	62	2	7	r
2491	"UGC 7766"	2.18	0.01	34.6	0.2	70	4	6	r
2492	"UGC 7766"	2.2	0.02	34.9	0.3	67	13	2	a
2493	"UGC 7766"	2.24	0.02	35.5	0.3	81	10	8	a
2494	"UGC 7766"	2.24	0.01	35.5	0.2	71	4	10	r
2495	"UGC 7766"	2.29	0.0	36.3	0.0	97	21	1	a
2496	"UGC 7766"	2.31	0.01	36.7	0.2	64	2	9	r
2497	"UGC 7766"	2.36	0.01	37.4	0.2	87	7	8	r
2498	"UGC 7766"	2.37	0.02	37.6	0.3	73	1	2	a
2499	"UGC 7766"	2.42	0.01	38.4	0.2	68	6	4	r
2500	"UGC 7766"	2.43	0.03	38.6	0.5	49	6	4	a
2501	"UGC 7766"	2.49	0.02	39.5	0.3	67	5	7	r
2502	"UGC 7766"	2.54	0.01	40.3	0.2	75	10	4	a
2503	"UGC 7766"	2.55	0.02	40.5	0.3	74	4	10	r
2504	"UGC 7766"	2.61	0.02	41.4	0.3	72	9	4	a
2505	"UGC 7766"	2.62	0.01	41.6	0.2	70	8	3	r
2506	"UGC 7766"	2.68	0.02	42.5	0.3	70	8	6	a
2507	"UGC 7766"	2.69	0.01	42.7	0.2	86	8	5	r
2508	"UGC 7766"	2.74	0.02	43.5	0.3	84	6	7	r
2509	"UGC 7766"	2.75	0.0	43.6	0.0	96	5	2	a
2510	"UGC 7766"	2.79	0.02	44.3	0.3	74	4	2	a
2511	"UGC 7766"	2.8	0.02	44.4	0.3	63	5	3	r
2512	"UGC 7766"	2.86	0.02	45.4	0.3	81	8	3	a
2513	"UGC 7766"	2.87	0.01	45.5	0.2	91	2	3	r
2514	"UGC 7766"	2.92	0.02	46.3	0.3	88	7	7	r
2515	"UGC 7766"	2.93	0.02	46.5	0.3	81	9	6	a
2516	"UGC 7766"	2.98	0.0	47.3	0.0	71	11	3	a
2517	"UGC 7766"	2.99	0.02	47.4	0.3	97	9	7	r
2518	"UGC 7766"	3.05	0.0	48.4	0.0	85	0	2	a
2519	"UGC 7766"	3.06	0.0	48.6	0.0	71	21	1	r
2520	"UGC 7766"	3.11	0.02	49.3	0.3	96	9	3	r
2521	"UGC 7766"	3.12	0.02	49.5	0.3	71	6	6	a
2522	"UGC 7766"	3.17	0.02	50.3	0.3	74	7	4	r
2523	"UGC 7766"	3.18	0.01	50.5	0.2	87	3	6	a
2524	"UGC 7766"	3.23	0.02	51.2	0.3	85	6	4	a
2525	"UGC 7766"	3.23	0.02	51.2	0.3	73	3	4	r
2526	"UGC 7766"	3.29	0.0	52.2	0.0	84	5	3	r
2527	"UGC 7766"	3.3	0.02	52.4	0.3	86	4	5	a
2528	"UGC 7766"	3.35	0.02	53.2	0.3	88	7	3	a
2529	"UGC 7766"	3.35	0.02	53.2	0.3	99	10	3	r
2530	"UGC 7766"	3.41	0.02	54.1	0.3	83	10	6	r
2531	"UGC 7766"	3.42	0.02	54.3	0.3	78	4	4	a
2532	"UGC 7766"	3.48	0.02	55.2	0.3	92	7	5	a
2533	"UGC 7766"	3.48	0.02	55.2	0.3	87	8	8	r
2534	"UGC 7766"	3.52	0.01	55.9	0.2	85	5	5	r
2535	"UGC 7766"	3.53	0.01	56.0	0.2	80	4	6	a
2536	"UGC 7766"	3.58	0.0	56.8	0.0	75	2	4	a
2537	"UGC 7766"	3.6	0.02	57.1	0.3	75	3	3	r
2538	"UGC 7766"	3.63	0.0	57.6	0.0	91	5	3	a
2539	"UGC 7766"	3.66	0.02	58.1	0.3	84	4	7	r
2540	"UGC 7766"	3.71	0.01	58.9	0.2	81	6	9	a
2541	"UGC 7766"	3.71	0.01	58.9	0.2	103	9	5	r
2542	"UGC 7766"	3.77	0.01	59.8	0.2	80	4	6	a
2543	"UGC 7766"	3.79	0.01	60.1	0.2	94	3	3	r
2544	"UGC 7766"	3.84	0.01	60.9	0.2	99	7	4	r
2545	"UGC 7766"	3.85	0.02	61.1	0.3	95	6	6	a
2546	"UGC 7766"	3.9	0.02	61.9	0.3	87	7	6	a
2547	"UGC 7766"	3.91	0.02	62.0	0.3	91	8	8	r
2548	"UGC 7766"	3.96	0.02	62.8	0.3	77	6	7	r
2549	"UGC 7766"	3.97	0.02	63.0	0.3	85	6	9	a
2550	"UGC 7766"	4.08	0.05	64.7	0.8	94	3	23	r
2551	"UGC 7766"	4.14	0.06	65.7	1.0	93	3	23	a
2552	"UGC 7766"	4.25	0.04	67.4	0.6	97	1	23	r
2553	"UGC 7766"	4.36	0.07	69.2	1.1	93	4	23	a
2554	"UGC 7766"	4.37	0.03	69.3	0.5	93	2	23	r
2555	"UGC 7766"	4.51	0.05	71.6	0.8	100	2	23	r
2556	"UGC 7766"	4.62	0.05	73.3	0.8	96	2	23	a
2557	"UGC 7766"	4.68	0.04	74.3	0.6	97	2	23	r
2558	"UGC 7766"	4.8	0.04	76.2	0.6	105	2	23	a
2559	"UGC 7766"	4.81	0.03	76.3	0.5	97	3	23	r
2560	"UGC 7766"	4.94	0.04	78.4	0.6	102	2	23	a
2561	"UGC 7766"	4.94	0.03	78.4	0.5	102	3	23	r
2562	"UGC 7766"	5.11	0.06	81.1	1.0	99	3	23	r
2563	"UGC 7766"	5.16	0.07	81.9	1.1	98	3	23	a
2564	"UGC 7766"	5.29	0.06	83.9	1.0	106	4	23	r
2565	"UGC 7766"	5.44	0.1	86.3	1.6	110	3	23	a
2566	"UGC 7766"	5.52	0.07	87.6	1.1	109	4	23	r
2567	"UGC 7766"	5.73	0.08	90.9	1.3	106	4	23	r
2568	"UGC 7766"	5.74	0.06	91.1	1.0	110	2	23	a
2569	"UGC 7766"	5.88	0.03	93.3	0.5	113	2	23	a
2570	"UGC 7766"	5.92	0.04	93.9	0.6	101	2	23	r
2571	"UGC 7766"	5.98	0.03	94.9	0.5	116	1	23	a
2572	"UGC 7766"	6.04	0.04	95.8	0.6	101	4	23	r
2573	"UGC 7766"	6.09	0.03	96.6	0.5	117	2	23	a
2574	"UGC 7766"	6.18	0.04	98.1	0.6	109	4	23	r
2575	"UGC 7766"	6.22	0.04	98.7	0.6	117	2	23	a
2576	"UGC 7766"	6.34	0.04	100.6	0.6	101	3	23	r
2577	"UGC 7766"	6.35	0.03	100.8	0.5	110	2	23	a
2578	"UGC 7766"	6.46	0.03	102.5	0.5	113	1	23	a
2579	"UGC 7766"	6.49	0.03	103.0	0.5	101	3	23	r
2580	"UGC 7766"	6.55	0.04	103.9	0.6	111	3	23	a
2581	"UGC 7766"	6.6	0.03	104.7	0.5	102	2	23	r
2582	"UGC 7766"	6.67	0.03	105.8	0.5	113	2	23	a
2583	"UGC 7766"	6.72	0.05	106.6	0.8	107	3	23	r
2584	"UGC 7766"	6.81	0.04	108.1	0.6	114	4	23	a
2585	"UGC 7766"	7.01	0.07	111.2	1.1	111	3	23	a
2586	"UGC 7766"	7.03	0.15	111.5	2.4	115	3	23	r
2587	"UGC 7766"	7.28	0.08	115.5	1.3	117	4	23	a
2588	"UGC 7766"	7.6	0.13	120.6	2.1	120	4	23	a
2589	"UGC 7766"	8.0	0.54	126.9	8.6	120	6	23	r
2590	"UGC 7766"	8.08	0.17	128.2	2.7	132	4	23	a
2591	"UGC 7766"	9.17	0.1	145.5	1.6	110	4	23	r
2592	"UGC 7766"	9.51	0.07	150.9	1.1	104	3	23	r
2593	"UGC 7766"	9.74	0.63	154.5	10.0	121	5	23	a
2594	"UGC 7766"	9.75	0.05	154.7	0.8	120	3	23	r
2595	"UGC 7766"	9.94	0.04	157.7	0.6	116	2	23	r
2596	"UGC 7766"	10.1	0.04	160.3	0.6	111	2	23	r
2597	"UGC 7766"	10.24	0.05	162.5	0.8	107	1	23	r
2598	"UGC 7766"	10.37	0.04	164.5	0.6	117	3	23	r
2599	"UGC 7766"	10.54	0.06	167.2	1.0	114	3	23	r
2600	"UGC 7766"	10.83	0.09	171.8	1.4	107	3	23	r
2601	"UGC 7766"	11.15	0.08	176.9	1.3	106	1	23	r
2602	"UGC 7766"	11.58	0.24	183.7	3.8	107	2	23	r
2603	"UGC 7766"	13.04	1.44	206.9	22.8	125	4	23	a
2604	"UGC 7766"	13.45	0.59	213.4	9.4	116	7	11	r
2605	"UGC 7831"	0.02	0.0	0.8	0.0	9	4	1	a
2606	"UGC 7831"	0.03	0.0	1.2	0.0	21	4	1	a
2607	"UGC 7831"	0.04	0.01	1.6	0.4	-17	2	2	r
2608	"UGC 7831"	0.07	0.0	2.8	0.0	26	4	1	a
2609	"UGC 7831"	0.08	0.0	3.2	0.0	-9	2	2	r
2610	"UGC 7831"	0.09	0.01	3.6	0.4	28	4	6	a
2611	"UGC 7831"	0.11	0.0	4.4	0.0	-4	8	4	r
2612	"UGC 7831"	0.12	0.0	4.8	0.0	31	2	5	a
2613	"UGC 7831"	0.13	0.01	5.2	0.4	0	5	4	r
2614	"UGC 7831"	0.15	0.01	5.9	0.4	4	1	9	r
2615	"UGC 7831"	0.16	0.01	6.3	0.4	29	1	5	a
2616	"UGC 7831"	0.18	0.0	7.1	0.0	28	1	3	a
2617	"UGC 7831"	0.19	0.01	7.5	0.4	11	4	8	r
2618	"UGC 7831"	0.21	0.01	8.3	0.4	35	2	13	a
2619	"UGC 7831"	0.21	0.01	8.3	0.4	4	2	9	r
2620	"UGC 7831"	0.23	0.01	9.1	0.4	35	2	9	a
2621	"UGC 7831"	0.24	0.01	9.5	0.4	3	1	13	r
2622	"UGC 7831"	0.26	0.01	10.3	0.4	40	2	13	a
2623	"UGC 7831"	0.26	0.01	10.3	0.4	14	3	11	r
2625	"UGC 7831"	0.29	0.01	11.5	0.4	14	3	11	r
2624	"UGC 7831"	0.29	0.01	11.5	0.4	37	2	12	a
2626	"UGC 7831"	0.32	0.01	12.7	0.4	37	3	15	a
2627	"UGC 7831"	0.32	0.01	12.7	0.4	18	3	14	r
2628	"UGC 7831"	0.35	0.01	13.9	0.4	42	3	12	a
2629	"UGC 7831"	0.35	0.01	13.9	0.4	30	2	14	r
2630	"UGC 7831"	0.37	0.01	14.7	0.4	43	2	18	a
2631	"UGC 7831"	0.37	0.01	14.7	0.4	19	3	21	r
2633	"UGC 7831"	0.4	0.01	15.9	0.4	32	3	19	r
2632	"UGC 7831"	0.4	0.01	15.9	0.4	43	3	14	a
2634	"UGC 7831"	0.42	0.01	16.7	0.4	32	3	17	r
2635	"UGC 7831"	0.43	0.01	17.1	0.4	44	2	17	a
2636	"UGC 7831"	0.45	0.01	17.8	0.4	49	2	17	a
2637	"UGC 7831"	0.45	0.01	17.8	0.4	29	2	17	r
2638	"UGC 7831"	0.47	0.01	18.6	0.4	32	2	17	r
2639	"UGC 7831"	0.48	0.01	19.0	0.4	44	1	17	a
2640	"UGC 7831"	0.49	0.01	19.4	0.4	35	2	17	r
2641	"UGC 7831"	0.5	0.01	19.8	0.4	47	2	17	a
2642	"UGC 7831"	0.51	0.0	20.2	0.0	38	1	17	r
2644	"UGC 7831"	0.52	0.0	20.6	0.0	40	3	17	r
2643	"UGC 7831"	0.52	0.01	20.6	0.4	48	1	17	a
2646	"UGC 7831"	0.54	0.0	21.4	0.0	36	3	17	r
2645	"UGC 7831"	0.54	0.0	21.4	0.0	49	2	17	a
2647	"UGC 7831"	0.56	0.0	22.2	0.0	52	1	17	a
2648	"UGC 7831"	0.56	0.0	22.2	0.0	38	2	17	r
2649	"UGC 7831"	0.57	0.0	22.6	0.0	52	2	17	a
2650	"UGC 7831"	0.57	0.0	22.6	0.0	40	3	17	r
2651	"UGC 7831"	0.58	0.0	23.0	0.0	43	2	17	r
2652	"UGC 7831"	0.59	0.0	23.4	0.0	53	2	17	a
2653	"UGC 7831"	0.6	0.0	23.8	0.0	50	2	17	a
2654	"UGC 7831"	0.6	0.0	23.8	0.0	42	2	17	r
2655	"UGC 7831"	0.61	0.0	24.2	0.0	51	2	17	a
2656	"UGC 7831"	0.61	0.0	24.2	0.0	45	2	17	r
2657	"UGC 7831"	0.62	0.0	24.6	0.0	48	2	17	a
2658	"UGC 7831"	0.62	0.0	24.6	0.0	46	1	17	r
2659	"UGC 7831"	0.63	0.01	25.0	0.4	50	2	17	a
2660	"UGC 7831"	0.63	0.0	25.0	0.0	42	3	17	r
2661	"UGC 7831"	0.64	0.0	25.4	0.0	50	1	17	a
2662	"UGC 7831"	0.64	0.0	25.4	0.0	48	2	17	r
2663	"UGC 7831"	0.65	0.0	25.8	0.0	53	1	17	a
2664	"UGC 7831"	0.66	0.0	26.2	0.0	48	2	17	r
2666	"UGC 7831"	0.67	0.0	26.6	0.0	51	1	17	r
2665	"UGC 7831"	0.67	0.01	26.6	0.4	50	1	17	a
2667	"UGC 7831"	0.68	0.0	27.0	0.0	50	2	17	r
2668	"UGC 7831"	0.69	0.01	27.4	0.4	51	2	17	a
2669	"UGC 7831"	0.69	0.0	27.4	0.0	55	2	17	r
2671	"UGC 7831"	0.7	0.0	27.8	0.0	55	2	17	r
2670	"UGC 7831"	0.7	0.0	27.8	0.0	53	2	17	a
2672	"UGC 7831"	0.71	0.0	28.2	0.0	54	1	17	a
2673	"UGC 7831"	0.72	0.0	28.6	0.0	55	2	17	r
2674	"UGC 7831"	0.73	0.0	29.0	0.0	56	1	17	a
2675	"UGC 7831"	0.73	0.0	29.0	0.0	51	2	17	r
2677	"UGC 7831"	0.74	0.0	29.4	0.0	51	3	17	r
2676	"UGC 7831"	0.74	0.0	29.4	0.0	51	2	17	a
2678	"UGC 7831"	0.75	0.0	29.7	0.0	52	2	17	a
2679	"UGC 7831"	0.75	0.0	29.7	0.0	54	3	17	r
2680	"UGC 7831"	0.76	0.0	30.1	0.0	57	1	17	a
2681	"UGC 7831"	0.76	0.0	30.1	0.0	58	2	17	r
2683	"UGC 7831"	0.77	0.0	30.5	0.0	56	3	17	r
2682	"UGC 7831"	0.77	0.0	30.5	0.0	56	1	17	a
2685	"UGC 7831"	0.78	0.0	30.9	0.0	57	2	17	r
2684	"UGC 7831"	0.78	0.0	30.9	0.0	57	3	17	a
2686	"UGC 7831"	0.79	0.0	31.3	0.0	54	1	17	a
2687	"UGC 7831"	0.79	0.0	31.3	0.0	58	3	17	r
2688	"UGC 7831"	0.8	0.0	31.7	0.0	54	2	17	a
2690	"UGC 7831"	0.81	0.0	32.1	0.0	63	2	17	r
2689	"UGC 7831"	0.81	0.0	32.1	0.0	58	1	17	a
2692	"UGC 7831"	0.82	0.0	32.5	0.0	58	3	17	r
2691	"UGC 7831"	0.82	0.0	32.5	0.0	58	2	17	a
2694	"UGC 7831"	0.83	0.0	32.9	0.0	63	1	17	r
2693	"UGC 7831"	0.83	0.0	32.9	0.0	58	1	17	a
2696	"UGC 7831"	0.84	0.0	33.3	0.0	61	3	17	r
2695	"UGC 7831"	0.84	0.0	33.3	0.0	59	2	17	a
2698	"UGC 7831"	0.85	0.0	33.7	0.0	64	2	17	r
2697	"UGC 7831"	0.85	0.0	33.7	0.0	57	2	17	a
2700	"UGC 7831"	0.86	0.0	34.1	0.0	67	2	17	r
2699	"UGC 7831"	0.86	0.0	34.1	0.0	56	2	17	a
2702	"UGC 7831"	0.87	0.0	34.5	0.0	62	3	17	r
2701	"UGC 7831"	0.87	0.0	34.5	0.0	57	3	17	a
2703	"UGC 7831"	0.88	0.0	34.9	0.0	60	1	17	a
2704	"UGC 7831"	0.89	0.0	35.3	0.0	55	2	17	a
2705	"UGC 7831"	0.89	0.0	35.3	0.0	66	2	17	r
2708	"UGC 7831"	0.9	0.0	35.7	0.0	67	4	17	r
2707	"UGC 7831"	0.9	0.0	35.7	0.0	69	3	17	r
2706	"UGC 7831"	0.9	0.0	35.7	0.0	59	2	17	a
2709	"UGC 7831"	0.91	0.0	36.1	0.0	57	2	17	a
2710	"UGC 7831"	0.92	0.0	36.5	0.0	59	2	17	a
2711	"UGC 7831"	0.92	0.0	36.5	0.0	68	3	17	r
2714	"UGC 7831"	0.93	0.0	36.9	0.0	64	3	17	r
2713	"UGC 7831"	0.93	0.0	36.9	0.0	62	3	17	a
2715	"UGC 7831"	0.93	0.0	36.9	0.0	71	3	17	r
2712	"UGC 7831"	0.93	0.0	36.9	0.0	59	2	17	a
2716	"UGC 7831"	0.94	0.0	37.3	0.0	61	3	17	a
2718	"UGC 7831"	0.95	0.0	37.7	0.0	72	2	17	r
2717	"UGC 7831"	0.95	0.0	37.7	0.0	62	2	17	a
2719	"UGC 7831"	0.96	0.0	38.1	0.0	57	2	17	a
2720	"UGC 7831"	0.96	0.0	38.1	0.0	69	4	17	r
2721	"UGC 7831"	0.97	0.0	38.5	0.0	56	2	17	a
2722	"UGC 7831"	0.97	0.0	38.5	0.0	72	3	17	r
2725	"UGC 7831"	0.98	0.0	38.9	0.0	73	3	17	r
2724	"UGC 7831"	0.98	0.0	38.9	0.0	61	2	17	a
2723	"UGC 7831"	0.98	0.0	38.9	0.0	61	2	17	a
2726	"UGC 7831"	0.99	0.0	39.3	0.0	65	1	17	a
2727	"UGC 7831"	0.99	0.0	39.3	0.0	71	3	17	r
2728	"UGC 7831"	1.0	0.0	39.7	0.0	64	3	17	a
2729	"UGC 7831"	1.0	0.0	39.7	0.0	77	2	17	r
2730	"UGC 7831"	1.01	0.0	40.1	0.0	59	2	17	a
2731	"UGC 7831"	1.01	0.0	40.1	0.0	75	2	17	r
2732	"UGC 7831"	1.02	0.0	40.5	0.0	64	1	17	a
2733	"UGC 7831"	1.02	0.0	40.5	0.0	63	2	17	a
2734	"UGC 7831"	1.02	0.0	40.5	0.0	78	3	17	r
2735	"UGC 7831"	1.03	0.0	40.9	0.0	63	2	17	a
2736	"UGC 7831"	1.03	0.0	40.9	0.0	77	3	17	r
2738	"UGC 7831"	1.04	0.0	41.3	0.0	73	3	17	r
2737	"UGC 7831"	1.04	0.0	41.3	0.0	63	1	17	a
2739	"UGC 7831"	1.05	0.0	41.6	0.0	59	1	17	a
2740	"UGC 7831"	1.06	0.0	42.0	0.0	64	2	17	a
2741	"UGC 7831"	1.06	0.0	42.0	0.0	67	2	17	a
2742	"UGC 7831"	1.06	0.0	42.0	0.0	79	1	17	r
2744	"UGC 7831"	1.07	0.01	42.4	0.4	74	2	17	r
2743	"UGC 7831"	1.07	0.0	42.4	0.0	62	1	17	a
2745	"UGC 7831"	1.08	0.0	42.8	0.0	66	2	17	a
2748	"UGC 7831"	1.09	0.0	43.2	0.0	78	1	17	r
2746	"UGC 7831"	1.09	0.0	43.2	0.0	67	2	17	a
2747	"UGC 7831"	1.09	0.0	43.2	0.0	64	1	17	a
