recno	HRS	r	s_r	rang	s_rang	v	s_v	Nbins	side
648	84	1.94	0.05	23.5	0.5	191	4	18	a
649	84	2.13	0.06	25.8	0.7	193	3	18	a
650	84	2.41	0.14	29.2	1.7	197	3	17	a
651	86	0.08	0.0	1.0	0.0	0	7	1	r
652	86	0.13	0.01	1.6	0.1	-8	2	2	r
653	86	0.16	0.0	2.0	0.0	16	7	3	a
654	86	0.19	0.0	2.3	0.0	-3	7	1	a
655	86	0.24	0.02	2.9	0.2	-7	2	2	r
656	86	0.31	0.03	3.7	0.3	10	2	5	a
657	86	0.33	0.01	4.0	0.1	-4	1	2	r
658	86	0.4	0.02	4.8	0.3	13	3	10	a
659	86	0.41	0.01	5.0	0.1	1	4	2	r
660	86	0.46	0.03	5.5	0.4	2	3	3	r
661	86	0.47	0.02	5.7	0.3	14	2	8	a
662	86	0.54	0.01	6.5	0.2	8	2	3	r
663	86	0.55	0.03	6.7	0.3	16	1	13	a
664	86	0.64	0.02	7.7	0.3	0	3	4	r
665	86	0.65	0.02	7.9	0.3	18	2	15	a
666	86	0.72	0.01	8.8	0.1	7	1	4	r
667	86	0.73	0.03	8.9	0.3	18	2	14	a
668	86	0.81	0.02	9.8	0.3	15	2	11	a
669	86	0.81	0.03	9.8	0.4	8	1	4	r
670	86	0.89	0.02	10.8	0.3	17	1	19	a
671	86	0.9	0.02	11.0	0.2	12	3	9	r
672	86	0.99	0.02	12.0	0.3	18	2	13	a
673	86	1.0	0.02	12.1	0.3	21	2	5	r
674	86	1.08	0.02	13.0	0.2	25	3	5	r
675	86	1.08	0.03	13.1	0.3	20	1	17	a
676	86	1.15	0.02	13.9	0.3	23	2	10	a
677	86	1.16	0.02	14.1	0.3	15	4	7	r
678	86	1.24	0.02	15.0	0.3	24	2	18	a
679	86	1.24	0.03	15.0	0.3	20	4	9	r
680	86	1.33	0.02	16.1	0.3	23	2	14	a
681	86	1.33	0.02	16.2	0.3	25	2	10	r
682	86	1.41	0.03	17.2	0.3	25	3	9	r
683	86	1.42	0.03	17.3	0.3	25	3	11	a
684	86	1.48	0.03	18.0	0.3	21	2	8	a
685	86	1.5	0.02	18.2	0.2	24	2	11	r
686	86	1.58	0.02	19.2	0.2	33	3	11	a
687	86	1.6	0.02	19.4	0.2	34	5	5	r
688	86	1.66	0.05	20.2	0.6	32	1	18	a
689	86	1.71	0.07	20.8	0.8	33	1	18	r
690	86	1.85	0.06	22.4	0.7	39	1	18	a
691	86	1.9	0.06	23.1	0.7	43	2	18	r
692	86	2.03	0.06	24.6	0.7	38	2	18	a
693	86	2.1	0.05	25.5	0.6	39	2	18	r
694	86	2.2	0.03	26.7	0.4	44	2	18	a
695	86	2.28	0.06	27.6	0.7	50	3	18	r
696	86	2.33	0.04	28.3	0.5	46	3	18	a
697	86	2.48	0.03	30.1	0.3	48	2	18	a
698	86	2.53	0.06	30.6	0.7	54	2	18	r
699	86	2.58	0.03	31.4	0.4	50	2	18	a
700	86	2.7	0.03	32.8	0.4	54	2	18	a
701	86	2.73	0.05	33.1	0.7	58	3	18	r
702	86	2.83	0.05	34.3	0.6	54	2	18	a
703	86	2.88	0.05	35.0	0.6	62	3	18	r
704	86	2.93	0.02	35.5	0.3	60	1	18	a
705	86	3.04	0.03	36.9	0.4	66	2	18	r
706	86	3.05	0.04	37.0	0.5	62	3	18	a
707	86	3.17	0.04	38.5	0.4	67	2	18	r
708	86	3.19	0.04	38.7	0.5	64	2	18	a
709	86	3.29	0.03	39.9	0.4	74	2	18	r
710	86	3.34	0.03	40.6	0.3	64	2	18	a
711	86	3.37	0.03	40.9	0.3	71	1	18	r
712	86	3.47	0.04	42.1	0.5	62	2	18	a
713	86	3.48	0.04	42.2	0.4	76	1	18	r
714	86	3.57	0.02	43.3	0.2	75	2	18	r
715	86	3.59	0.04	43.6	0.4	79	2	18	a
716	86	3.65	0.02	44.2	0.3	79	2	18	r
717	86	3.73	0.02	45.2	0.3	77	2	18	r
718	86	3.73	0.04	45.3	0.5	71	2	18	a
719	86	3.79	0.01	46.0	0.2	86	2	18	r
720	86	3.86	0.02	46.9	0.3	76	2	18	r
721	86	3.88	0.04	47.0	0.4	78	2	18	a
722	86	3.92	0.01	47.6	0.2	82	3	18	r
723	86	3.99	0.02	48.4	0.2	85	1	18	r
724	86	4.04	0.05	49.0	0.6	86	2	18	a
725	86	4.05	0.02	49.2	0.2	82	2	18	r
726	86	4.11	0.02	49.9	0.3	89	2	18	r
727	86	4.17	0.04	50.6	0.5	84	1	18	a
728	86	4.18	0.02	50.7	0.2	87	2	18	r
729	86	4.24	0.02	51.4	0.2	85	2	18	r
730	86	4.28	0.01	51.9	0.1	89	2	18	r
731	86	4.31	0.04	52.3	0.5	94	1	18	a
732	86	4.32	0.01	52.4	0.1	81	2	18	r
733	86	4.38	0.02	53.1	0.2	92	2	18	r
734	86	4.43	0.02	53.8	0.2	92	1	18	r
735	86	4.48	0.01	54.4	0.2	95	1	18	r
736	86	4.49	0.07	54.5	0.9	95	3	18	a
737	86	4.52	0.01	54.9	0.2	93	1	18	r
738	86	4.58	0.02	55.5	0.2	97	1	18	r
739	86	4.63	0.01	56.2	0.2	96	1	18	r
740	86	4.67	0.01	56.6	0.1	92	2	18	r
741	86	4.71	0.06	57.1	0.7	98	3	18	a
742	86	4.71	0.01	57.1	0.1	101	2	18	r
743	86	4.77	0.02	57.8	0.2	100	1	18	r
744	86	4.81	0.01	58.4	0.2	104	2	18	r
745	86	4.86	0.02	58.9	0.2	101	2	18	r
746	86	4.9	0.05	59.5	0.6	107	3	18	a
747	86	4.91	0.01	59.5	0.2	101	2	18	r
748	86	4.96	0.01	60.1	0.1	97	2	18	r
749	86	5.0	0.02	60.7	0.3	103	2	18	r
750	86	5.06	0.01	61.3	0.1	101	2	18	r
751	86	5.08	0.07	61.7	0.8	104	4	18	a
752	86	5.1	0.01	61.8	0.2	101	1	18	r
753	86	5.16	0.02	62.7	0.3	104	2	18	r
754	86	5.22	0.02	63.3	0.2	104	1	18	r
755	86	5.28	0.02	64.1	0.2	106	2	18	r
756	86	5.28	0.06	64.1	0.7	110	4	18	a
757	86	5.34	0.01	64.7	0.2	105	2	18	r
758	86	5.4	0.03	65.5	0.3	109	2	18	r
759	86	5.48	0.03	66.5	0.3	107	1	18	r
760	86	5.5	0.06	66.8	0.7	112	3	18	a
761	86	5.56	0.02	67.4	0.3	107	3	18	r
762	86	5.65	0.02	68.5	0.3	110	2	18	r
763	86	5.73	0.02	69.6	0.3	108	2	18	r
764	86	5.75	0.06	69.7	0.7	107	4	18	a
765	86	5.85	0.04	70.9	0.5	114	2	18	r
766	86	5.94	0.04	72.1	0.4	111	2	18	r
767	86	5.94	0.06	72.1	0.7	113	3	18	a
768	86	6.07	0.04	73.7	0.4	122	3	18	r
769	86	6.2	0.04	75.2	0.5	117	3	18	r
770	86	6.22	0.1	75.4	1.2	108	3	18	a
771	86	6.35	0.06	77.0	0.7	126	3	18	r
772	86	6.49	0.03	78.8	0.4	125	2	18	r
773	86	6.59	0.15	80.0	1.8	105	2	18	a
774	86	6.63	0.04	80.4	0.5	126	2	18	r
775	86	6.79	0.04	82.4	0.5	128	3	18	r
776	86	6.95	0.06	84.3	0.7	129	3	18	r
777	86	7.18	0.09	87.1	1.0	135	4	18	r
778	86	7.4	0.39	89.8	4.7	121	3	18	a
779	86	7.47	0.12	90.6	1.4	139	3	18	r
780	86	8.37	0.59	101.5	7.2	133	5	16	r
781	86	8.79	0.41	106.7	5.0	131	3	18	a
782	86	10.79	0.91	131.0	11.0	133	6	15	a
783	88	0.14	0.02	1.7	0.2	58	14	2	a
784	88	0.21	0.02	2.6	0.2	73	6	10	a
785	88	0.3	0.03	3.7	0.3	67	5	12	a
786	88	0.39	0.02	4.7	0.2	79	6	14	a
787	88	0.45	0.02	5.5	0.2	72	4	9	a
788	88	0.47	0.0	5.7	0.0	9	27	1	r
789	88	0.55	0.0	6.6	0.0	8	27	1	r
790	88	0.55	0.02	6.7	0.2	81	10	8	a
791	88	0.65	0.03	7.9	0.4	73	14	2	a
792	88	0.74	0.0	9.0	0.0	63	10	2	a
793	88	0.87	0.0	10.6	0.0	106	27	1	a
794	88	1.01	0.0	12.3	0.0	39	27	1	a
795	88	1.19	0.0	14.5	0.0	130	27	1	r
796	88	1.22	0.0	14.8	0.0	108	27	1	r
797	88	1.25	0.04	15.1	0.4	37	11	2	a
798	88	1.35	0.0	16.4	0.0	79	27	1	r
799	88	1.41	0.0	17.1	0.0	164	27	1	r
800	88	1.47	0.0	17.8	0.0	145	27	1	a
801	88	1.48	0.0	18.0	0.0	164	27	1	r
802	88	1.56	0.01	18.9	0.1	123	27	2	r
803	88	1.68	0.02	20.4	0.2	101	27	3	r
804	88	1.73	0.01	21.0	0.1	131	24	2	r
805	88	1.75	0.01	21.3	0.1	70	6	2	a
806	88	2.35	0.34	28.5	4.1	132	7	20	r
807	88	2.48	0.29	30.1	3.5	114	7	20	a
808	88	3.02	0.08	36.6	1.0	147	6	20	r
809	88	3.09	0.13	37.5	1.6	134	7	20	a
810	88	3.27	0.06	39.7	0.7	146	5	20	r
811	88	3.42	0.08	41.5	1.0	144	6	20	a
812	88	3.49	0.07	42.4	0.9	144	5	20	r
813	88	3.6	0.03	43.6	0.4	147	6	20	a
814	88	3.67	0.04	44.5	0.5	162	6	20	r
815	88	3.74	0.04	45.4	0.5	140	6	20	a
816	88	3.84	0.04	46.6	0.5	140	6	20	r
817	88	3.89	0.05	47.2	0.6	145	3	20	a
818	88	3.98	0.04	48.2	0.5	146	6	20	r
819	88	4.05	0.05	49.1	0.7	141	4	20	a
820	88	4.13	0.05	50.1	0.6	155	6	20	r
821	88	4.25	0.04	51.5	0.5	142	6	20	a
822	88	4.3	0.06	52.1	0.7	158	7	20	r
823	88	4.42	0.06	53.6	0.7	151	4	20	a
824	88	4.45	0.05	54.0	0.6	160	6	20	r
825	88	4.59	0.04	55.6	0.5	153	4	20	a
826	88	4.63	0.05	56.1	0.6	169	6	20	r
827	88	4.73	0.05	57.4	0.6	159	4	20	a
828	88	4.76	0.04	57.8	0.5	175	6	20	r
829	88	4.88	0.03	59.2	0.4	170	4	20	a
830	88	4.93	0.04	59.9	0.5	178	3	20	r
831	88	5.01	0.04	60.8	0.5	168	4	20	a
832	88	5.09	0.05	61.8	0.6	171	6	20	r
833	88	5.13	0.04	62.3	0.5	167	4	20	a
834	88	5.27	0.05	63.9	0.7	174	5	20	r
835	88	5.28	0.04	64.0	0.5	172	4	20	a
836	88	5.41	0.04	65.6	0.5	180	3	20	a
837	88	5.42	0.03	65.8	0.4	173	6	20	r
838	88	5.53	0.04	67.0	0.4	177	3	20	a
839	88	5.56	0.04	67.5	0.5	182	4	20	r
840	88	5.68	0.05	68.9	0.7	174	4	20	a
841	88	5.69	0.02	69.0	0.3	174	4	20	r
842	88	5.82	0.04	70.7	0.4	181	5	20	r
843	88	5.85	0.04	70.9	0.5	176	5	20	a
844	88	5.93	0.03	71.9	0.4	179	5	20	r
845	88	6.02	0.06	73.0	0.8	181	5	20	a
846	88	6.05	0.04	73.4	0.5	194	4	20	r
847	88	6.18	0.04	75.0	0.5	183	4	20	r
848	88	6.2	0.06	75.2	0.7	175	4	20	a
849	88	6.33	0.05	76.8	0.6	188	5	20	r
850	88	6.35	0.05	77.1	0.7	173	3	20	a
851	88	6.51	0.05	79.0	0.6	186	4	20	r
852	88	6.56	0.07	79.5	0.8	190	4	20	a
853	88	6.71	0.05	81.4	0.7	187	4	20	r
854	88	6.86	0.11	83.2	1.3	198	4	20	a
855	88	6.99	0.09	84.8	1.1	188	4	20	r
856	88	7.17	0.1	87.0	1.2	198	3	20	a
857	88	7.32	0.11	88.8	1.3	190	5	20	r
858	88	7.65	0.32	92.8	3.8	203	5	20	a
859	88	7.66	0.1	93.0	1.2	188	5	20	r
860	88	7.94	0.08	96.4	1.0	184	6	20	r
861	88	8.22	0.08	99.8	1.0	193	5	20	r
862	88	8.5	0.07	103.2	0.9	194	4	20	r
863	88	8.8	0.1	106.8	1.2	197	3	20	r
864	88	9.16	0.16	111.1	2.0	213	5	14	r
865	88	9.6	0.38	116.5	4.6	194	7	20	a
866	92	0.26	0.0	3.1	0.0	66	10	1	a
867	92	0.36	0.0	4.3	0.0	30	10	1	a
868	92	0.46	0.0	5.5	0.0	8	10	1	r
869	92	0.5	0.0	6.1	0.0	53	10	1	a
870	92	0.58	0.0	7.0	0.0	93	10	1	r
871	92	0.58	0.0	7.0	0.0	59	10	1	a
872	92	0.62	0.0	7.6	0.0	15	10	1	r
873	92	0.72	0.01	8.7	0.1	61	6	3	a
874	92	0.88	0.03	10.7	0.4	88	10	4	r
875	92	0.9	0.03	10.9	0.3	84	4	3	a
876	92	1.0	0.0	12.1	0.0	66	10	1	a
877	92	1.45	0.28	17.6	3.4	100	4	24	a
878	92	1.73	0.45	21.0	5.5	126	5	13	r
879	92	2.65	0.46	32.1	5.6	119	4	24	a
880	95	0.08	0.0	1.0	0.0	-2	9	1	a
881	95	0.11	0.02	1.4	0.2	23	0	2	r
882	95	0.13	0.0	1.6	0.0	1	9	1	a
883	95	0.21	0.02	2.6	0.3	22	9	2	a
884	95	0.23	0.02	2.8	0.2	25	4	3	r
885	95	0.29	0.03	3.5	0.3	28	2	6	a
886	95	0.31	0.03	3.8	0.4	29	4	3	r
887	95	0.38	0.03	4.7	0.4	48	4	5	r
888	95	0.39	0.03	4.7	0.3	30	2	8	a
889	95	0.47	0.04	5.7	0.5	59	6	3	r
890	95	0.48	0.03	5.8	0.3	37	3	7	a
891	95	0.56	0.02	6.8	0.3	47	2	6	r
892	95	0.56	0.02	6.8	0.3	41	1	10	a
893	95	0.64	0.02	7.8	0.2	64	2	3	r
894	95	0.66	0.02	8.0	0.3	54	3	8	a
895	95	0.73	0.02	8.8	0.3	44	2	11	a
896	95	0.74	0.02	9.0	0.3	67	3	8	r
897	95	0.83	0.02	10.0	0.3	50	3	5	a
898	95	0.83	0.02	10.0	0.3	68	4	6	r
899	95	0.89	0.03	10.8	0.4	73	3	7	r
900	95	0.9	0.03	11.0	0.3	59	6	11	a
901	95	0.98	0.08	11.9	0.9	65	3	24	a
902	95	1.05	0.09	12.7	1.2	77	2	24	r
903	95	1.33	0.07	16.1	0.9	84	1	24	r
904	95	1.34	0.11	16.2	1.4	89	3	24	a
905	95	1.57	0.07	19.1	0.9	87	3	24	r
906	95	1.77	0.15	21.5	1.8	108	2	24	a
907	95	2.06	0.29	25.0	3.5	85	3	21	r
908	95	2.25	0.19	27.3	2.3	105	6	9	a
909	98	0.09	0.0	1.1	0.0	-24	12	1	a
910	98	0.21	0.0	2.6	0.0	-2	12	1	r
911	98	0.29	0.0	3.5	0.0	15	12	1	a
912	98	0.38	0.02	4.7	0.2	35	1	2	r
913	98	0.46	0.0	5.5	0.0	15	12	1	a
914	98	0.48	0.0	5.9	0.0	24	12	1	r
915	98	0.64	0.0	7.8	0.0	31	12	1	a
916	98	0.72	0.0	8.8	0.0	39	12	1	r
917	98	0.8	0.01	9.7	0.1	33	12	2	r
918	98	0.92	0.0	11.2	0.0	23	12	1	a
919	98	1.0	0.0	12.1	0.0	66	12	1	a
920	98	1.02	0.0	12.4	0.0	44	0	2	r
921	98	1.08	0.0	13.1	0.0	46	12	1	a
922	98	1.15	0.02	13.9	0.3	58	5	2	r
923	98	1.19	0.01	14.4	0.1	37	2	2	a
924	98	1.22	0.0	14.8	0.0	46	12	1	r
925	98	1.35	0.0	16.4	0.0	71	12	1	a
926	98	1.44	0.02	17.5	0.2	55	2	4	r
927	98	1.45	0.0	17.6	0.0	57	12	1	a
928	98	1.57	0.0	19.0	0.0	57	12	1	r
929	98	2.2	0.27	26.7	3.3	68	2	20	r
930	98	2.35	0.45	28.5	5.5	81	3	20	a
931	98	3.13	0.39	37.9	4.8	86	4	20	r
932	98	4.11	0.82	49.9	9.9	100	4	13	a
933	98	4.41	0.39	53.5	4.7	88	4	19	r
934	106	0.03	0.0	0.3	0.0	45	24	1	r
935	106	0.07	0.0	0.8	0.0	-3	24	1	a
936	106	0.15	0.0	1.8	0.0	-25	24	1	a
937	106	0.21	0.02	2.5	0.3	0	9	3	r
938	106	0.23	0.0	2.8	0.0	7	24	1	a
939	106	0.27	0.0	3.3	0.0	29	24	1	a
940	106	0.32	0.01	3.9	0.1	32	1	2	r
941	106	0.39	0.0	4.8	0.0	-9	24	1	r
942	106	0.42	0.0	5.2	0.0	-14	24	1	a
943	106	0.43	0.0	5.2	0.0	63	24	1	r
944	106	0.43	0.0	5.2	0.0	20	24	1	a
945	106	0.55	0.0	6.7	0.0	80	24	1	a
946	106	0.62	0.0	7.5	0.0	67	24	2	a
947	106	0.66	0.0	8.1	0.0	87	24	1	r
948	106	0.76	0.0	9.2	0.0	97	24	1	r
949	106	0.81	0.01	9.8	0.1	90	11	4	a
950	106	1.22	0.22	14.8	2.6	79	6	22	a
951	106	1.24	0.2	15.0	2.5	91	6	22	r
952	106	1.64	0.07	19.9	0.9	81	6	22	a
953	106	1.84	0.05	22.3	0.6	95	4	22	a
954	106	2.0	0.03	24.2	0.3	88	4	22	a
955	106	2.0	0.25	24.2	3.0	89	5	18	r
956	106	2.11	0.04	25.6	0.5	84	4	22	a
957	106	2.25	0.04	27.3	0.5	91	5	22	a
958	106	2.41	0.04	29.3	0.5	98	3	22	a
959	106	2.54	0.04	30.8	0.5	111	4	22	a
960	106	2.73	0.08	33.2	0.9	105	5	22	a
961	106	3.09	0.14	37.5	1.7	133	6	22	a
962	106	3.6	0.18	43.7	2.2	133	8	17	a
963	107	0.1	0.0	1.2	0.0	1	9	1	r
964	107	0.26	0.0	3.2	0.0	14	9	1	a
965	107	0.28	0.0	3.4	0.0	21	9	1	r
966	107	0.53	0.0	6.4	0.0	28	9	2	a
967	107	0.55	0.0	6.6	0.0	40	9	1	r
968	107	0.72	0.0	8.7	0.0	108	9	1	a
969	107	0.86	0.0	10.4	0.0	78	9	1	a
970	107	2.05	0.55	24.9	6.7	99	3	13	r
971	107	2.12	0.74	25.7	9.0	99	5	24	a
972	112	0.57	0.0	6.9	0.0	-12	9	1	r
973	112	0.85	0.0	10.4	0.0	-48	9	1	r
974	112	2.21	0.88	26.8	10.7	7	7	11	a
975	112	3.08	0.81	37.4	9.8	24	9	7	r
976	117	0.55	0.0	6.7	0.0	68	5	1	a
977	117	0.99	0.0	12.0	0.0	77	5	1	a
978	117	1.22	0.0	14.8	0.0	111	5	1	a
979	117	1.45	0.0	17.6	0.0	103	5	1	a
980	117	2.41	0.28	29.3	3.4	146	5	6	a
981	118	0.07	0.0	0.9	0.0	-11	6	1	a
982	118	0.12	0.0	1.5	0.0	-2	6	1	a
983	118	0.14	0.03	1.6	0.3	23	2	3	r
984	118	0.22	0.02	2.7	0.3	19	3	8	r
985	118	0.23	0.02	2.7	0.3	15	2	6	a
986	118	0.3	0.02	3.6	0.2	23	1	6	r
987	118	0.3	0.02	3.7	0.2	24	2	7	a
988	118	0.38	0.02	4.6	0.3	28	3	9	r
989	118	0.38	0.02	4.6	0.3	20	3	5	a
990	118	0.46	0.03	5.6	0.3	18	3	6	a
991	118	0.47	0.02	5.7	0.3	30	4	6	r
992	118	0.55	0.02	6.7	0.3	21	5	5	a
993	118	0.57	0.03	6.9	0.3	43	5	4	r
994	118	0.63	0.01	7.7	0.1	34	5	5	r
995	118	0.65	0.03	7.9	0.4	34	4	5	a
996	118	0.73	0.02	8.8	0.2	34	4	4	a
997	118	0.75	0.01	9.1	0.2	39	3	3	r
998	118	0.8	0.0	9.7	0.0	51	2	2	r
999	118	0.81	0.03	9.8	0.3	33	6	4	a
1000	118	1.03	0.15	12.5	1.8	41	1	23	a
1001	118	1.09	0.14	13.2	1.7	47	2	23	r
1002	118	1.4	0.06	17.0	0.8	59	2	23	r
1003	118	1.47	0.12	17.9	1.4	48	2	23	a
1004	118	1.59	0.06	19.2	0.7	61	2	23	r
1005	118	1.76	0.05	21.3	0.6	59	2	23	r
1006	118	1.83	0.11	22.2	1.3	56	2	23	a
1007	118	1.89	0.04	23.0	0.4	57	2	23	r
1008	118	2.01	0.03	24.4	0.4	61	1	23	r
1009	118	2.13	0.07	25.8	0.9	58	2	23	a
1010	118	2.15	0.03	26.1	0.4	65	2	23	r
1011	118	2.27	0.03	27.6	0.4	66	2	23	r
1012	118	2.41	0.04	29.2	0.5	66	2	23	r
1013	118	2.43	0.12	29.5	1.5	61	2	23	a
1014	118	2.54	0.05	30.8	0.6	68	2	23	r
1015	118	2.71	0.07	32.9	0.9	67	3	23	r
1016	118	2.84	0.11	34.5	1.3	72	2	23	a
1017	118	3.23	0.31	39.1	3.8	82	4	23	r
1018	118	3.26	0.13	39.6	1.5	69	2	23	a
1019	118	3.7	0.21	44.9	2.5	80	4	19	a
1020	118	5.01	0.64	60.8	7.8	97	3	23	r
1021	118	6.21	0.12	75.4	1.4	112	1	13	r
1022	121	0.21	0.0	2.6	0.0	17	10	1	r
1023	121	0.25	0.0	3.0	0.0	30	10	1	a
1024	121	0.33	0.0	4.1	0.0	20	10	1	a
1025	121	0.37	0.0	4.4	0.0	28	10	1	r
1026	121	0.47	0.0	5.7	0.0	35	10	1	a
1027	121	0.48	0.0	5.9	0.0	36	10	1	r
1028	121	0.52	0.0	6.3	0.0	57	10	1	r
1029	121	0.55	0.03	6.6	0.4	47	3	2	a
1030	121	0.62	0.0	7.5	0.0	49	10	1	a
1031	121	0.68	0.0	8.2	0.0	26	10	1	r
1032	121	0.69	0.0	8.4	0.0	59	10	1	r
1033	121	0.7	0.0	8.5	0.0	57	9	2	a
1034	121	0.83	0.0	10.1	0.0	83	10	1	r
1035	121	0.83	0.02	10.1	0.2	72	3	3	a
1036	121	0.88	0.01	10.7	0.2	68	0	2	r
1037	121	0.95	0.0	11.5	0.0	76	10	2	r
1038	121	0.99	0.02	12.0	0.3	64	4	4	a
1039	121	1.04	0.01	12.6	0.1	75	2	3	r
1040	121	1.08	0.02	13.1	0.2	72	2	6	a
1041	121	1.14	0.0	13.8	0.0	79	10	1	a
1042	121	1.16	0.02	14.0	0.2	74	1	2	r
1043	121	1.24	0.03	15.1	0.3	88	1	3	a
1044	121	1.51	0.12	18.3	1.4	101	2	25	a
1045	121	1.76	0.29	21.4	3.6	109	4	25	r
1046	121	1.9	0.1	23.1	1.3	114	2	25	a
1047	121	2.21	0.09	26.8	1.0	121	1	25	a
1048	121	2.5	0.08	30.4	0.9	124	2	25	a
1049	121	2.84	0.11	34.5	1.3	136	2	25	a
1050	121	3.26	0.13	39.6	1.6	145	1	25	a
1051	121	3.41	0.79	41.4	9.6	142	2	25	r
1052	121	3.72	0.16	45.1	2.0	148	2	25	a
1053	121	4.52	0.26	54.8	3.1	151	3	17	a
1054	132	0.07	0.01	0.9	0.1	-12	5	2	r
1055	132	0.08	0.0	1.0	0.0	17	10	1	a
1056	132	0.12	0.0	1.5	0.1	16	0	2	a
1057	132	0.14	0.02	1.7	0.3	-44	6	3	r
1058	132	0.22	0.03	2.6	0.3	45	7	8	a
1059	132	0.22	0.03	2.7	0.3	-24	8	7	r
1060	132	0.29	0.02	3.6	0.3	27	9	7	a
1061	132	0.3	0.03	3.6	0.3	-26	6	10	r
1062	132	0.38	0.02	4.6	0.3	27	10	7	a
1063	132	0.39	0.03	4.7	0.3	-23	10	14	r
1064	132	0.46	0.02	5.6	0.2	-26	10	9	r
1065	132	0.47	0.02	5.7	0.2	19	7	12	a
1066	132	0.56	0.03	6.8	0.4	22	3	10	a
1067	132	0.57	0.02	6.9	0.3	6	12	15	r
1068	132	0.66	0.04	8.0	0.5	32	4	24	a
1069	132	0.66	0.05	8.0	0.6	22	8	24	r
1070	132	0.79	0.04	9.6	0.4	37	4	24	a
1071	132	0.82	0.04	10.0	0.5	62	6	24	r
1072	132	0.9	0.03	10.9	0.4	47	4	24	a
1073	132	0.95	0.04	11.5	0.5	65	4	24	r
1074	132	1.0	0.03	12.1	0.3	53	2	24	a
1075	132	1.07	0.03	13.0	0.4	76	3	24	r
1076	132	1.08	0.03	13.1	0.3	59	2	24	a
1077	132	1.18	0.04	14.4	0.4	57	4	24	a
1078	132	1.2	0.04	14.5	0.5	94	4	24	r
1079	132	1.33	0.04	16.2	0.5	100	4	24	r
1080	132	1.33	0.05	16.2	0.6	67	5	24	a
1081	132	1.55	0.1	18.8	1.2	124	7	22	r
1082	132	1.63	0.12	19.7	1.4	110	7	12	a
1083	133	0.28	0.0	3.4	0.0	31	10	1	r
1084	133	0.31	0.0	3.7	0.0	8	10	1	a
1085	133	0.43	0.0	5.3	0.0	5	10	1	r
1086	133	0.44	0.0	5.4	0.0	23	10	1	r
1087	133	0.55	0.0	6.7	0.0	38	10	1	a
1088	133	0.57	0.04	6.9	0.4	10	3	2	r
1089	133	0.62	0.0	7.5	0.0	5	10	1	r
1090	133	0.69	0.0	8.3	0.0	35	10	1	a
1091	133	0.73	0.0	8.9	0.0	49	10	1	a
1092	133	0.74	0.0	8.9	0.0	9	10	1	r
1093	133	0.79	0.0	9.6	0.0	23	10	1	r
1094	133	0.79	0.0	9.6	0.0	22	10	1	a
1095	133	0.93	0.02	11.3	0.2	29	6	2	r
1096	133	0.94	0.0	11.4	0.0	26	10	1	a
1097	133	0.99	0.02	12.0	0.2	44	10	3	r
1098	133	1.0	0.01	12.2	0.1	34	6	2	a
1099	133	1.07	0.0	13.0	0.0	34	10	1	r
1100	133	1.11	0.0	13.5	0.0	6	10	1	a
1101	133	1.19	0.0	14.4	0.0	10	10	1	a
1102	133	1.19	0.03	14.4	0.3	45	1	2	r
1103	133	1.25	0.0	15.2	0.0	7	10	1	r
1104	133	1.76	0.24	21.3	2.9	43	3	19	a
1105	133	1.81	0.25	21.9	3.1	54	3	19	r
1106	133	2.38	0.15	28.9	1.8	56	2	19	a
1107	133	2.91	0.16	35.3	1.9	67	2	19	a
1108	133	3.47	0.93	42.1	11.3	74	4	14	r
1109	133	3.62	0.2	43.9	2.5	83	3	19	a
1110	133	4.35	0.31	52.8	3.8	88	3	15	a
1111	134	0.27	0.0	3.2	0.0	21	9	1	a
1112	134	0.51	0.0	6.1	0.0	15	9	1	a
1113	134	0.55	0.0	6.6	0.0	18	9	1	a
1114	134	0.61	0.0	7.4	0.0	13	4	2	a
1115	134	0.63	0.0	7.6	0.0	-21	9	1	r
1116	134	0.75	0.0	9.1	0.0	23	9	1	r
1117	134	0.91	0.0	11.1	0.0	-6	9	1	r
1118	134	0.92	0.0	11.2	0.0	16	9	1	a
1119	134	1.01	0.01	12.2	0.2	-1	4	2	r
1120	134	1.05	0.0	12.7	0.0	29	9	1	a
1121	134	1.06	0.02	12.9	0.3	7	8	3	r
1122	134	1.16	0.03	14.1	0.4	6	0	6	r
1123	134	1.25	0.02	15.2	0.2	4	9	5	r
1124	134	1.33	0.02	16.1	0.2	5	2	6	r
1125	134	1.41	0.02	17.2	0.2	7	3	6	r
1126	134	1.5	0.02	18.2	0.2	5	4	5	r
1127	134	1.58	0.02	19.2	0.3	13	2	2	r
1128	134	1.93	0.31	23.5	3.7	2	5	16	r
1129	139	0.06	0.0	0.7	0.0	6	0	2	a
1130	139	0.08	0.0	0.9	0.0	4	0	2	r
1131	139	0.14	0.02	1.7	0.3	13	5	5	a
1132	139	0.15	0.02	1.8	0.2	24	7	3	r
1133	139	0.21	0.03	2.6	0.4	20	4	7	r
1134	139	0.22	0.02	2.7	0.3	14	5	4	a
1135	139	0.29	0.02	3.5	0.3	38	4	4	r
1136	139	0.31	0.02	3.8	0.3	21	4	9	a
1137	139	0.38	0.02	4.6	0.3	28	5	9	a
1138	139	0.39	0.02	4.8	0.3	51	2	12	r
1139	139	0.47	0.03	5.7	0.3	57	2	8	r
