recno	HRS	r	s_r	rang	s_rang	v	s_v	Nbins	side
2651	252	1.68	0.04	20.4	0.5	64	2	23	a
2652	252	1.81	0.04	21.9	0.5	68	1	23	a
2653	252	1.95	0.04	23.6	0.5	68	2	23	a
2654	252	2.06	0.24	24.9	2.9	66	3	22	r
2655	252	2.09	0.03	25.4	0.4	71	1	23	a
2656	252	2.22	0.04	26.9	0.5	71	2	23	a
2657	252	2.35	0.03	28.5	0.4	73	1	23	a
2658	252	2.47	0.03	29.9	0.4	77	1	23	a
2659	252	2.58	0.04	31.3	0.4	76	1	23	a
2660	252	2.7	0.04	32.8	0.5	78	1	23	a
2661	252	2.85	0.04	34.6	0.5	82	1	23	a
2662	252	3.04	0.07	36.8	0.8	83	2	23	a
2663	252	3.29	0.1	39.9	1.2	86	2	23	a
2664	252	3.75	0.15	45.5	1.8	89	2	23	a
2665	252	4.24	0.15	51.5	1.8	85	2	21	a
2666	255	0.19	0.0	2.3	0.0	19	13	1	a
2667	255	0.28	0.0	3.4	0.0	-35	13	1	r
2668	255	0.29	0.0	3.6	0.0	-1	13	1	a
2669	255	0.42	0.0	5.1	0.0	35	13	1	a
2670	255	0.43	0.0	5.2	0.0	-64	13	1	a
2671	255	0.58	0.0	7.0	0.0	19	13	1	a
2672	255	0.76	0.0	9.3	0.0	23	13	1	a
2673	255	0.83	0.0	10.0	0.0	38	13	1	a
2674	255	0.92	0.0	11.2	0.0	-8	13	1	a
2675	255	0.97	0.02	11.8	0.2	23	12	3	a
2676	255	1.06	0.01	12.8	0.1	28	8	3	a
2677	255	1.22	0.08	14.8	1.0	24	3	15	a
2678	255	2.3	0.18	27.9	2.2	34	8	15	r
2679	255	2.65	0.05	32.2	0.6	36	6	15	r
2680	255	2.8	0.91	34.0	11.1	39	6	15	a
2681	255	2.92	0.07	35.5	0.9	36	8	15	r
2682	255	3.15	0.06	38.2	0.7	21	10	15	r
2683	255	3.31	0.04	40.2	0.5	27	6	15	r
2684	255	3.48	0.07	42.2	0.8	47	6	15	r
2685	255	3.75	0.11	45.5	1.3	46	7	15	r
2686	255	3.89	0.05	47.2	0.6	31	4	15	a
2687	255	4.07	0.07	49.4	0.9	43	3	15	a
2688	255	4.61	0.23	56.0	2.8	45	5	15	a
2689	255	4.77	0.53	57.8	6.5	41	6	15	r
2690	255	5.25	0.15	63.7	1.8	55	4	15	a
2691	255	5.66	0.11	68.7	1.4	68	5	15	r
2692	255	5.69	0.17	69.1	2.1	64	8	10	a
2693	255	6.07	0.14	73.7	1.8	73	5	15	r
2694	255	6.63	0.22	80.4	2.7	66	5	15	r
2695	255	8.89	0.64	107.9	7.8	111	13	15	r
2696	255	9.82	0.19	119.1	2.3	104	11	12	r
2697	256	0.05	0.03	0.6	0.3	-3	4	2	a
2698	256	0.05	0.02	0.6	0.2	1	3	2	r
2699	256	0.13	0.03	1.6	0.3	0	1	7	a
2700	256	0.13	0.02	1.6	0.3	3	1	7	r
2701	256	0.21	0.02	2.6	0.2	7	1	9	r
2702	256	0.21	0.02	2.6	0.2	2	1	10	a
2703	256	0.3	0.02	3.6	0.3	-1	1	15	a
2704	256	0.3	0.03	3.6	0.3	13	2	15	r
2705	256	0.38	0.02	4.7	0.2	-3	2	17	a
2706	256	0.39	0.02	4.7	0.3	20	2	19	r
2707	256	0.47	0.02	5.7	0.3	22	2	22	r
2708	256	0.47	0.03	5.7	0.3	4	2	24	a
2709	256	0.55	0.02	6.7	0.3	19	2	23	r
2710	256	0.57	0.02	6.9	0.3	11	2	23	a
2711	256	0.63	0.02	7.6	0.3	22	3	23	r
2712	256	0.67	0.03	8.1	0.4	10	3	23	a
2713	256	0.71	0.03	8.7	0.3	17	3	23	r
2714	256	0.77	0.03	9.4	0.4	14	3	23	a
2715	256	0.8	0.03	9.8	0.3	15	3	23	r
2716	256	0.89	0.03	10.8	0.4	17	2	23	a
2717	256	0.9	0.02	10.9	0.3	19	3	23	r
2718	256	0.96	0.02	11.7	0.3	19	3	23	r
2719	256	1.01	0.04	12.3	0.5	18	3	23	a
2720	256	1.06	0.03	12.8	0.3	22	2	23	r
2721	256	1.15	0.03	13.9	0.3	20	2	23	r
2722	256	1.15	0.05	13.9	0.6	18	3	23	a
2723	256	1.25	0.03	15.1	0.3	18	2	23	r
2724	256	1.32	0.06	16.0	0.8	25	3	23	a
2725	256	1.34	0.03	16.3	0.4	20	3	23	r
2726	256	1.44	0.03	17.5	0.3	14	3	23	r
2727	256	1.52	0.05	18.5	0.7	35	4	23	a
2728	256	1.54	0.03	18.7	0.4	13	2	23	r
2729	256	1.65	0.03	20.0	0.4	16	3	23	r
2730	256	1.73	0.03	21.0	0.4	10	3	23	r
2731	256	1.75	0.07	21.2	0.9	34	4	23	a
2732	256	1.85	0.03	22.4	0.4	14	2	23	r
2733	256	1.97	0.04	23.9	0.5	22	2	23	r
2734	256	2.03	0.13	24.6	1.6	28	4	20	a
2735	256	2.1	0.04	25.5	0.5	33	5	23	r
2736	256	2.22	0.04	27.0	0.5	32	3	23	r
2737	256	2.39	0.06	29.0	0.8	35	4	23	r
2738	256	2.72	0.13	33.0	1.5	13	6	22	r
2739	261	0.27	0.0	3.3	0.0	5	6	1	a
2740	261	0.31	0.0	3.7	0.0	6	6	1	r
2741	261	0.5	0.0	6.1	0.0	6	6	1	r
2742	261	0.5	0.0	6.1	0.0	23	6	1	a
2743	261	0.55	0.0	6.6	0.0	8	6	1	r
2744	261	0.78	0.0	9.4	0.0	33	6	1	a
2745	261	0.85	0.0	10.3	0.0	38	6	1	r
2746	261	0.88	0.0	10.7	0.0	36	6	1	a
2747	261	1.0	0.02	12.1	0.3	13	2	2	r
2748	261	1.02	0.0	12.4	0.0	34	6	1	a
2749	261	1.1	0.0	13.3	0.0	38	6	1	r
2750	261	1.14	0.01	13.8	0.1	36	6	3	a
2751	261	1.14	0.0	13.8	0.0	-2	6	1	r
2752	261	1.22	0.0	14.8	0.0	55	6	1	a
2753	261	1.29	0.0	15.7	0.0	26	6	1	r
2754	261	1.3	0.0	15.7	0.0	39	4	2	a
2755	261	1.4	0.0	16.9	0.0	47	6	1	r
2756	261	1.41	0.02	17.1	0.3	46	5	4	a
2757	261	1.48	0.01	18.0	0.1	55	1	2	r
2758	261	1.52	0.02	18.4	0.2	51	5	2	a
2759	261	2.07	0.28	25.1	3.4	60	2	24	a
2760	261	2.24	0.5	27.2	6.1	64	3	24	r
2761	261	3.0	0.28	36.4	3.3	73	2	24	a
2762	261	3.96	0.42	48.0	5.1	92	2	24	r
2763	261	4.0	0.41	48.5	4.9	86	3	24	a
2764	261	5.18	0.36	62.9	4.4	112	2	20	r
2765	264	0.19	0.0	2.3	0.0	22	4	1	a
2766	264	0.38	0.01	4.6	0.1	18	3	2	r
2767	264	0.4	0.0	4.9	0.0	33	4	1	a
2768	264	0.49	0.0	5.9	0.0	23	4	1	a
2769	264	0.51	0.0	6.1	0.0	23	4	1	r
2770	264	0.64	0.0	7.8	0.0	28	4	1	a
2771	264	0.7	0.0	8.5	0.0	34	4	1	a
2772	264	0.81	0.02	9.8	0.3	37	2	3	r
2773	264	0.83	0.0	10.1	0.0	41	4	1	a
2774	264	0.91	0.0	11.0	0.0	47	4	1	r
2775	264	0.91	0.01	11.0	0.1	43	0	2	a
2776	264	0.98	0.03	11.9	0.4	44	4	3	r
2777	264	1.63	0.4	19.8	4.9	62	2	18	r
2778	264	1.63	0.35	19.8	4.3	57	2	18	a
2779	264	2.47	0.38	30.0	4.6	77	3	9	a
2780	267	0.09	0.0	1.1	0.0	-8	7	1	a
2781	267	0.14	0.0	1.6	0.0	0	7	1	r
2782	267	0.18	0.0	2.2	0.0	-9	7	1	a
2783	267	0.25	0.0	3.0	0.0	11	7	1	r
2784	267	0.3	0.01	3.6	0.1	15	1	2	a
2785	267	0.32	0.0	3.9	0.0	4	7	1	r
2786	267	0.38	0.01	4.6	0.1	10	7	2	a
2787	267	0.41	0.02	4.9	0.3	11	0	3	r
2788	267	0.49	0.0	5.9	0.0	3	7	1	a
2789	267	0.5	0.0	6.1	0.0	12	7	1	r
2790	267	0.56	0.01	6.8	0.2	16	6	4	r
2791	267	0.58	0.01	7.1	0.1	16	4	5	a
2792	267	0.62	0.0	7.5	0.0	22	7	1	a
2793	267	0.64	0.03	7.8	0.3	27	4	4	r
2794	267	0.69	0.0	8.3	0.0	14	7	1	a
2795	267	0.73	0.02	8.9	0.3	35	3	9	r
2796	267	0.8	0.02	9.7	0.2	36	7	5	r
2797	267	0.81	0.04	9.9	0.4	10	5	2	a
2798	267	0.88	0.01	10.7	0.1	25	4	5	a
2799	267	0.89	0.03	10.9	0.3	43	2	8	r
2800	267	0.98	0.03	11.9	0.4	32	2	3	a
2801	267	0.98	0.03	11.9	0.4	40	1	5	r
2802	267	1.07	0.03	12.9	0.3	39	4	6	r
2803	267	1.08	0.02	13.1	0.2	23	3	5	a
2804	267	1.15	0.02	13.9	0.2	30	1	6	a
2805	267	1.16	0.02	14.1	0.2	37	7	6	r
2806	267	1.23	0.02	14.9	0.3	32	6	4	r
2807	267	1.23	0.02	14.9	0.3	29	5	5	a
2808	267	1.33	0.02	16.2	0.3	27	4	2	r
2809	267	1.34	0.02	16.3	0.2	32	2	10	a
2810	267	1.39	0.02	16.9	0.2	35	2	7	a
2811	267	1.41	0.02	17.1	0.3	27	5	6	r
2812	267	1.49	0.03	18.0	0.3	28	2	10	a
2813	267	1.49	0.02	18.0	0.2	32	3	4	r
2814	267	1.58	0.02	19.2	0.2	36	2	9	a
2815	267	1.6	0.03	19.4	0.3	22	1	5	r
2816	267	1.66	0.02	20.2	0.3	38	1	12	a
2817	267	1.66	0.04	20.2	0.4	18	7	3	r
2818	267	1.75	0.03	21.2	0.3	35	1	21	a
2819	267	1.77	0.0	21.5	0.0	5	3	2	r
2820	267	1.84	0.02	22.4	0.3	38	2	20	a
2821	267	1.87	0.01	22.6	0.1	43	5	2	r
2822	267	1.91	0.02	23.2	0.3	15	4	6	r
2823	267	1.93	0.03	23.4	0.3	33	1	22	a
2824	267	2.01	0.02	24.4	0.3	30	6	3	r
2825	267	2.01	0.03	24.4	0.3	31	2	17	a
2826	267	2.07	0.02	25.1	0.2	28	2	21	a
2827	267	2.14	0.02	26.0	0.3	26	2	21	a
2828	267	2.23	0.03	27.1	0.3	24	3	21	a
2829	267	2.32	0.02	28.2	0.3	28	2	21	a
2830	267	2.4	0.03	29.1	0.3	28	2	21	a
2831	267	2.45	0.27	29.8	3.3	27	2	21	r
2832	267	2.49	0.03	30.3	0.3	35	3	21	a
2833	267	2.57	0.03	31.2	0.3	37	3	21	a
2834	267	2.66	0.02	32.3	0.3	39	3	21	a
2835	267	2.78	0.04	33.8	0.5	40	3	21	a
2836	267	2.91	0.05	35.3	0.6	52	3	21	a
2837	267	3.06	0.04	37.2	0.5	49	3	21	a
2838	267	3.24	0.07	39.3	0.8	54	4	21	a
2839	267	3.3	0.24	40.0	2.9	50	4	11	r
2840	267	3.62	0.13	44.0	1.6	64	3	21	a
2841	267	4.49	0.46	54.5	5.6	68	5	18	a
2842	268	0.14	0.01	1.7	0.1	19	6	2	r
2843	268	0.16	0.0	2.0	0.0	9	9	1	a
2844	268	0.18	0.0	2.2	0.0	39	9	1	r
2845	268	0.21	0.0	2.5	0.0	3	9	1	a
2846	268	0.29	0.03	3.5	0.3	19	4	4	a
2847	268	0.3	0.03	3.7	0.4	45	3	4	r
2848	268	0.37	0.01	4.5	0.2	52	5	3	r
2849	268	0.38	0.03	4.6	0.3	24	3	3	a
2850	268	0.47	0.02	5.6	0.3	26	6	5	a
2851	268	0.48	0.03	5.8	0.4	72	4	4	r
2852	268	0.55	0.02	6.7	0.3	30	5	6	a
2853	268	0.55	0.03	6.7	0.3	66	5	5	r
2854	268	0.63	0.02	7.7	0.2	82	4	7	r
2855	268	0.66	0.02	8.0	0.2	43	5	4	a
2856	268	0.73	0.02	8.8	0.3	62	7	5	a
2857	268	0.73	0.03	8.9	0.3	88	3	4	r
2858	268	0.8	0.02	9.7	0.3	68	9	4	a
2859	268	0.82	0.02	10.0	0.3	90	4	8	r
2860	268	0.89	0.03	10.8	0.3	69	8	4	a
2861	268	0.9	0.02	10.9	0.2	100	4	7	r
2862	268	0.98	0.02	11.8	0.3	83	9	5	a
2863	268	1.0	0.02	12.1	0.3	107	4	4	r
2864	268	1.1	0.07	13.3	0.9	105	1	24	r
2865	268	1.14	0.09	13.8	1.1	91	4	24	a
2866	268	1.34	0.06	16.2	0.7	117	2	24	r
2867	268	1.41	0.06	17.1	0.7	110	3	24	a
2868	268	1.55	0.07	18.9	0.9	117	2	24	r
2869	268	1.61	0.06	19.5	0.8	113	2	24	a
2870	268	1.77	0.07	21.5	0.8	121	4	24	r
2871	268	1.78	0.04	21.6	0.5	126	1	24	a
2872	268	1.93	0.04	23.4	0.5	127	3	24	a
2873	268	2.04	0.07	24.7	0.9	123	3	24	r
2874	268	2.08	0.05	25.3	0.6	130	2	24	a
2875	268	2.23	0.05	27.1	0.6	133	2	24	a
2876	268	2.32	0.08	28.2	1.0	114	2	24	r
2877	268	2.38	0.05	28.8	0.6	140	3	24	a
2878	268	2.53	0.05	30.7	0.6	145	1	24	a
2879	268	2.65	0.09	32.1	1.1	124	2	24	r
2880	268	2.71	0.05	32.9	0.6	148	2	24	a
2881	268	2.85	0.05	34.5	0.6	154	2	24	a
2882	268	2.97	0.09	36.1	1.1	138	1	24	r
2883	268	3.02	0.05	36.7	0.6	158	1	24	a
2884	268	3.2	0.06	38.8	0.7	162	1	24	a
2885	268	3.31	0.1	40.2	1.2	147	3	24	r
2886	268	3.43	0.08	41.6	0.9	172	2	24	a
2887	268	3.69	0.08	44.8	1.0	174	3	24	a
2888	268	3.8	0.21	46.1	2.6	164	2	20	r
2889	268	4.13	0.26	50.1	3.2	177	3	24	a
2890	268	5.4	0.39	65.5	4.7	177	3	24	a
2891	268	6.57	0.28	79.7	3.4	195	3	20	a
2892	271	0.18	0.0	2.2	0.0	-23	8	1	r
2893	271	0.2	0.0	2.4	0.0	21	8	1	a
2894	271	0.37	0.02	4.5	0.3	-5	3	3	r
2895	271	0.41	0.0	4.9	0.0	24	8	1	a
2896	271	0.45	0.03	5.5	0.3	23	6	2	a
2897	271	0.54	0.03	6.6	0.3	27	2	3	a
2898	271	0.63	0.01	7.6	0.2	6	1	2	r
2899	271	0.65	0.0	7.9	0.0	34	3	2	a
2900	271	0.7	0.0	8.5	0.0	-12	8	1	r
2901	271	0.79	0.01	9.6	0.1	8	8	2	r
2902	271	0.81	0.02	9.9	0.2	38	1	2	a
2903	271	0.88	0.0	10.7	0.0	15	8	1	r
2904	271	0.91	0.0	11.0	0.0	42	8	1	a
2905	271	0.93	0.01	11.2	0.1	30	0	2	a
2906	271	0.98	0.0	11.9	0.0	25	8	1	r
2907	271	1.04	0.02	12.6	0.2	29	0	2	a
2908	271	1.04	0.03	12.6	0.3	20	1	2	r
2909	271	1.13	0.02	13.8	0.3	36	7	3	r
2910	271	1.22	0.02	14.8	0.3	45	3	8	a
2911	271	1.24	0.01	15.0	0.2	31	2	4	r
2912	271	1.31	0.02	15.9	0.3	35	4	4	a
2913	271	1.39	0.02	16.8	0.2	36	2	2	a
2914	271	1.39	0.03	16.9	0.3	31	5	2	r
2915	271	1.43	0.0	17.3	0.0	37	8	1	r
2916	271	1.48	0.02	17.9	0.2	41	3	6	a
2917	271	1.54	0.01	18.6	0.2	39	2	3	r
2918	271	1.55	0.02	18.7	0.3	45	0	6	a
2919	271	1.62	0.02	19.7	0.3	45	2	7	a
2920	271	1.63	0.02	19.8	0.2	45	2	4	r
2921	271	1.7	0.0	20.6	0.0	49	8	1	r
2922	271	1.73	0.03	21.0	0.3	49	2	6	a
2923	271	1.8	0.01	21.8	0.2	46	3	6	a
2924	271	1.82	0.0	22.1	0.0	58	6	2	r
2925	271	1.9	0.07	23.0	0.9	51	1	25	a
2926	271	2.12	0.18	25.8	2.2	56	2	25	r
2927	271	2.2	0.11	26.7	1.3	54	1	25	a
2928	271	2.48	0.07	30.1	0.8	61	1	25	a
2929	271	2.73	0.13	33.1	1.6	69	1	25	r
2930	271	2.74	0.09	33.2	1.1	63	2	25	a
2931	271	3.06	0.09	37.2	1.2	70	1	25	r
2932	271	3.12	0.13	37.9	1.5	65	1	25	a
2933	271	3.54	0.18	42.9	2.2	82	2	25	r
2934	271	3.68	0.2	44.6	2.4	74	2	25	a
2935	271	4.45	0.4	54.0	4.9	94	3	19	r
2936	271	4.8	0.57	58.3	6.9	85	2	24	a
2937	273	0.26	0.0	3.1	0.0	24	13	1	r
2938	273	0.49	0.0	5.9	0.0	43	13	1	r
2939	273	0.56	0.02	6.8	0.3	14	5	2	a
2940	273	0.74	0.0	9.0	0.0	31	13	1	a
2941	273	0.78	0.0	9.4	0.0	87	13	1	r
2942	273	0.88	0.0	10.7	0.0	54	13	1	r
2943	273	0.9	0.03	10.9	0.3	63	0	2	a
2944	273	0.98	0.0	11.9	0.0	65	13	1	a
2945	273	1.17	0.03	14.2	0.3	79	7	3	a
2946	273	1.2	0.01	14.6	0.1	77	11	2	r
2947	273	1.25	0.0	15.2	0.0	98	13	1	r
2948	273	1.31	0.0	15.8	0.1	84	2	2	a
2949	273	1.36	0.01	16.5	0.2	87	2	3	r
2950	273	1.42	0.02	17.2	0.2	99	5	6	a
2951	273	1.52	0.01	18.4	0.1	93	4	7	a
2952	273	1.53	0.01	18.5	0.1	103	7	2	r
2953	273	1.58	0.0	19.1	0.0	98	13	1	r
2954	273	1.61	0.02	19.5	0.2	88	2	5	a
2955	273	1.68	0.02	20.4	0.2	102	2	5	a
2956	273	1.75	0.01	21.2	0.1	114	13	2	r
2957	273	1.76	0.01	21.3	0.2	97	9	4	a
2958	273	2.01	0.11	24.3	1.3	107	2	24	a
2959	273	2.23	0.28	27.1	3.3	113	3	24	r
2960	273	2.36	0.07	28.6	0.8	118	2	24	a
2961	273	2.76	0.12	33.5	1.5	124	4	24	a
2962	273	3.23	0.18	39.2	2.1	131	4	24	a
2963	273	3.24	0.28	39.3	3.4	120	4	24	r
2964	273	3.9	0.2	47.3	2.4	134	3	24	a
2965	273	4.09	0.28	49.6	3.4	138	4	24	r
2966	273	4.71	0.28	57.1	3.4	128	3	24	a
2967	273	5.45	0.79	66.1	9.6	140	3	24	r
2968	273	5.76	0.36	69.9	4.3	139	4	24	a
2969	273	6.69	0.24	81.2	2.9	136	2	24	a
2970	273	7.7	0.45	93.4	5.4	154	3	13	a
2971	275	0.05	0.0	0.7	0.0	25	12	1	a
2972	275	0.07	0.01	0.9	0.1	-5	5	2	r
2973	275	0.12	0.01	1.4	0.1	17	2	2	a
2974	275	0.14	0.02	1.7	0.3	-11	5	2	r
2975	275	0.2	0.02	2.5	0.3	12	10	4	r
2976	275	0.23	0.02	2.8	0.3	27	5	8	a
2977	275	0.3	0.02	3.6	0.2	10	9	5	r
2978	275	0.32	0.01	3.9	0.1	33	6	2	a
2979	275	0.38	0.03	4.6	0.4	27	6	11	a
2980	275	0.38	0.03	4.7	0.4	13	8	7	r
2981	275	0.46	0.02	5.6	0.3	20	6	10	r
2982	275	0.46	0.02	5.6	0.2	29	9	9	a
2983	275	0.55	0.02	6.7	0.3	20	3	15	r
2984	275	0.55	0.02	6.7	0.3	34	6	12	a
2985	275	0.63	0.02	7.7	0.2	22	3	17	r
2986	275	0.65	0.02	7.8	0.2	19	4	8	a
2987	275	0.72	0.03	8.8	0.3	31	7	10	a
2988	275	0.73	0.03	8.9	0.3	15	4	16	r
2989	275	0.8	0.02	9.7	0.3	30	11	7	a
2990	275	0.81	0.02	9.8	0.2	17	4	17	r
2991	275	0.88	0.02	10.7	0.3	37	7	11	a
2992	275	0.9	0.03	10.9	0.3	31	4	16	r
2993	275	0.98	0.02	11.9	0.3	31	6	15	r
2994	275	0.98	0.02	11.9	0.2	50	12	9	a
2995	275	1.07	0.02	12.9	0.3	43	4	9	a
2996	275	1.07	0.02	12.9	0.3	30	4	18	r
2997	275	1.11	0.03	13.5	0.4	29	3	23	r
2998	275	1.17	0.07	14.2	0.8	48	4	23	a
2999	275	1.24	0.04	15.1	0.5	45	3	23	r
3000	275	1.39	0.06	16.8	0.7	49	6	23	a
3001	275	1.41	0.04	17.1	0.5	45	4	23	r
3002	275	1.54	0.04	18.7	0.5	60	5	23	r
3003	275	1.55	0.03	18.8	0.4	46	5	23	a
3004	275	1.66	0.04	20.2	0.5	54	5	23	r
3005	275	1.68	0.04	20.4	0.4	43	3	23	a
3006	275	1.78	0.04	21.6	0.5	60	7	23	r
3007	275	1.8	0.04	21.9	0.5	42	6	23	a
3008	275	1.91	0.03	23.1	0.4	51	7	23	r
3009	275	1.95	0.04	23.6	0.5	54	4	23	a
3010	275	2.02	0.04	24.5	0.5	59	5	23	r
3011	275	2.1	0.04	25.5	0.5	50	5	23	a
3012	275	2.12	0.03	25.8	0.3	63	5	23	r
3013	275	2.23	0.02	27.0	0.3	61	5	23	r
3014	275	2.25	0.04	27.3	0.5	45	5	23	a
3015	275	2.32	0.03	28.2	0.3	66	5	23	r
3016	275	2.38	0.03	28.9	0.4	53	5	23	a
3017	275	2.4	0.03	29.2	0.3	69	6	23	r
3018	275	2.47	0.03	30.0	0.3	66	4	23	a
3019	275	2.5	0.03	30.3	0.3	70	5	23	r
3020	275	2.56	0.03	31.0	0.3	65	5	23	a
3021	275	2.6	0.03	31.6	0.4	76	6	23	r
3022	275	2.63	0.02	31.9	0.3	67	4	23	a
3023	275	2.7	0.02	32.7	0.2	71	5	23	a
3024	275	2.72	0.03	33.0	0.3	70	5	23	r
3025	275	2.78	0.02	33.7	0.3	78	3	23	a
3026	275	2.84	0.02	34.5	0.2	67	4	23	a
3027	275	2.84	0.04	34.5	0.5	74	5	23	r
3028	275	2.9	0.02	35.2	0.2	60	4	23	a
3029	275	2.97	0.02	36.0	0.2	76	5	23	a
3030	275	3.01	0.06	36.5	0.8	74	7	23	r
3031	275	3.03	0.02	36.8	0.2	73	5	23	a
3032	275	3.08	0.02	37.4	0.2	75	5	23	a
3033	275	3.15	0.01	38.2	0.2	86	4	23	a
3034	275	3.19	0.01	38.7	0.2	80	3	23	a
3035	275	3.22	0.06	39.1	0.7	74	5	23	r
3036	275	3.24	0.02	39.4	0.2	92	3	23	a
3037	275	3.29	0.02	40.0	0.2	86	6	23	a
3038	275	3.34	0.01	40.5	0.2	94	4	23	a
3039	275	3.37	0.04	40.9	0.5	82	4	23	r
3040	275	3.4	0.02	41.3	0.3	90	4	23	a
3041	275	3.46	0.02	42.0	0.2	93	5	23	a
3042	275	3.49	0.02	42.3	0.3	84	3	23	r
3043	275	3.52	0.02	42.7	0.2	85	5	23	a
3044	275	3.58	0.01	43.4	0.2	83	6	23	a
3045	275	3.59	0.04	43.6	0.4	82	5	23	r
3046	275	3.63	0.02	44.0	0.2	82	6	23	a
3047	275	3.7	0.02	44.9	0.3	81	4	23	a
3048	275	3.7	0.03	44.9	0.4	93	4	23	r
3049	275	3.76	0.01	45.6	0.2	78	4	23	a
3050	275	3.81	0.02	46.2	0.2	90	4	23	a
3051	275	3.82	0.03	46.4	0.4	98	4	23	r
3052	275	3.89	0.02	47.1	0.3	85	4	23	a
3053	275	3.95	0.02	47.9	0.3	77	4	23	a
3054	275	3.96	0.04	48.1	0.5	88	4	23	r
3055	275	4.02	0.02	48.8	0.2	77	4	23	a
3056	275	4.08	0.02	49.5	0.2	77	3	23	a
3057	275	4.15	0.08	50.4	1.0	88	4	23	r
3058	275	4.15	0.03	50.4	0.3	86	4	23	a
3059	275	4.25	0.04	51.6	0.5	92	5	23	a
3060	275	4.39	0.04	53.3	0.5	101	4	23	a
3061	275	4.48	0.11	54.3	1.3	102	5	10	r
3062	275	4.54	0.05	55.1	0.6	96	5	23	a
3063	275	4.7	0.05	57.0	0.6	99	5	23	a
3064	275	4.87	0.05	59.0	0.6	101	10	10	a
3065	276	0.05	0.0	0.6	0.0	52	21	1	a
3066	276	0.08	0.01	0.9	0.1	-17	4	2	r
3067	276	0.13	0.0	1.6	0.0	-41	21	1	r
3068	276	0.14	0.0	1.7	0.0	52	21	1	a
3069	276	0.19	0.0	2.4	0.0	37	21	1	r
3070	276	0.22	0.01	2.7	0.1	77	7	4	a
3071	276	0.28	0.01	3.4	0.2	20	21	2	r
3072	276	0.28	0.02	3.5	0.2	106	3	3	a
3073	276	0.38	0.02	4.6	0.3	111	15	3	a
3074	276	0.6	0.0	7.2	0.0	129	21	1	a
3075	276	0.77	0.0	9.4	0.0	121	21	1	a
3076	276	0.9	0.0	10.9	0.0	124	21	1	r
3077	276	1.69	0.23	20.5	2.8	149	6	24	a
3078	276	2.03	0.3	24.7	3.6	171	5	24	r
3079	276	2.14	0.09	26.0	1.1	151	5	24	a
3080	276	2.48	0.12	30.1	1.5	159	5	24	a
3081	276	2.9	0.35	35.2	4.2	185	6	23	r
3082	276	2.92	0.12	35.4	1.5	162	7	24	a
3083	276	3.32	0.12	40.3	1.5	164	4	24	a
3084	276	3.75	0.14	45.5	1.7	170	8	13	a
3085	278	0.32	0.0	3.9	0.0	41	10	1	a
3086	278	0.51	0.0	6.2	0.0	35	10	1	r
3087	278	0.74	0.0	8.9	0.0	36	10	1	r
3088	278	0.74	0.0	9.0	0.0	23	10	1	a
3089	278	0.78	0.0	9.4	0.0	41	10	1	a
3090	278	0.94	0.0	11.4	0.0	59	10	1	a
3091	278	0.99	0.0	12.1	0.0	60	10	1	r
3092	278	1.13	0.01	13.7	0.1	65	6	2	r
3093	278	1.16	0.0	14.1	0.0	78	10	1	a
3094	278	1.2	0.0	14.6	0.0	81	10	1	a
3095	278	1.76	0.28	21.4	3.4	85	10	6	r
3096	278	1.98	0.65	24.0	7.9	95	9	9	a
3097	279	0.02	0.0	0.2	0.0	16	12	1	r
3098	279	0.12	0.0	1.5	0.1	24	12	2	r
3099	279	0.17	0.0	2.0	0.0	14	12	1	a
3100	279	0.18	0.0	2.2	0.0	16	12	1	a
3101	279	0.2	0.0	2.4	0.0	59	12	1	r
3102	279	0.29	0.01	3.5	0.1	17	3	3	r
3103	279	0.35	0.0	4.2	0.0	17	8	2	a
3104	279	0.39	0.0	4.8	0.0	34	12	1	r
3105	279	0.46	0.01	5.6	0.2	53	2	2	a
3106	279	0.5	0.01	6.0	0.2	43	5	3	r
3107	279	0.54	0.02	6.5	0.2	29	2	2	r
3108	279	0.55	0.03	6.7	0.4	35	7	4	a
3109	279	0.64	0.0	7.7	0.0	30	12	1	a
3110	279	0.66	0.0	8.0	0.1	51	11	2	r
3111	279	0.7	0.0	8.5	0.0	57	12	1	r
3112	279	0.73	0.01	8.8	0.1	42	8	4	a
3113	279	0.82	0.03	9.9	0.3	51	9	3	r
3114	279	0.9	0.0	10.9	0.0	19	12	1	r
3115	279	0.91	0.01	11.1	0.2	62	10	3	a
3116	279	0.94	0.0	11.5	0.0	61	7	2	r
3117	279	0.97	0.03	11.7	0.3	49	5	3	a
3118	279	1.08	0.0	13.1	0.0	63	2	2	r
3119	279	1.09	0.01	13.2	0.1	74	12	2	a
3120	279	1.13	0.0	13.7	0.0	24	12	1	a
3121	279	1.14	0.03	13.9	0.3	46	5	4	r
3122	279	1.21	0.0	14.6	0.1	37	5	2	r
3123	279	1.24	0.02	15.1	0.2	58	4	5	a
3124	279	1.33	0.03	16.1	0.3	44	5	3	a
3125	279	1.38	0.0	16.8	0.0	39	12	1	a
3126	279	1.41	0.03	17.2	0.3	44	4	7	r
3127	279	1.48	0.02	18.0	0.3	62	3	7	a
3128	279	1.48	0.0	18.0	0.1	43	2	3	r
3129	279	1.69	0.08	20.4	1.0	65	2	23	a
3130	279	1.86	0.15	22.6	1.9	66	3	23	r
3131	279	1.95	0.07	23.7	0.8	69	2	23	a
