dm_threshold,min_pts,rmin_kpc,tng_gal,sparc_gal,massmatch_pairs,massmatch_mean_abs_dlogM,un_n_tng,un_n_sparc,un_mw_p,un_cliffs_delta,un_median_tng,un_median_sparc,un_median_diff,un_median_ratio,mm_n_tng,mm_n_sparc,mm_mw_p,mm_cliffs_delta,mm_median_tng,mm_median_sparc,mm_median_diff,mm_median_ratio,mm_score,caliper
-10.6,15,0.5,2953,32,20,0.0515910155649394,2953,32,0.0033479199837092,0.3011132746359635,0.079001728392258,0.0484436411212046,0.0305580872710533,1.6307966652340993,20,20,0.0017823755375054,0.5800000000000001,0.0904218471131627,0.0426416216972557,0.0477802254159069,2.120506761096797,1.5944204564650275,0.3
-10.6,15,1.0,2952,30,19,0.0444622399174808,2952,30,0.0002135754663616,0.3923215898825656,0.0789577008300205,0.044052415481432,0.0349052853485884,1.7923580345622798,19,19,0.0014614700049838,0.6066481994459834,0.0938255009031911,0.0404164979389704,0.0534090029642206,2.32146538388529,1.719975098344015,0.3
-10.6,15,2.0,1323,25,18,0.0426511679766049,1323,25,2.264835452843528e-07,0.6035676492819351,0.0847588505097293,0.0394613458431417,0.0452975046665875,2.1478955848754975,18,18,9.33073406637396e-05,0.7654320987654322,0.1059187868595651,0.03222923260392,0.0736895542556451,3.286419759392047,3.0847557983346383,0.3
-10.6,20,0.0,0,20,0,,0,20,,,,0.0460732705842301,,,0,0,,,,,,,,0.3
-10.6,20,0.5,0,19,0,,0,19,,,,0.0452739423792032,,,0,0,,,,,,,,0.3
-10.6,20,1.0,0,19,0,,0,19,,,,0.0428308885836608,,,0,0,,,,,,,,0.3
-10.6,20,2.0,0,15,0,,0,15,,,,0.0394613458431417,,,0,0,,,,,,,,0.3
-10.7,10,0.0,6540,53,34,0.0366530111173768,6540,53,0.635663996919781,0.0377300790491028,0.0605272404144669,0.0612495722854679,-0.0007223318710009,0.988206744242484,34,34,0.0294704371080561,0.3079584775086506,0.0691948043310142,0.0386604867418653,0.0305343175891488,1.7898068586933575,0.4713653792810406,0.3
-10.7,10,0.5,6540,50,34,0.0366530111173768,6540,50,0.1200188829953405,0.1274373088685014,0.0605272404144669,0.0477505123352961,0.0127767280791707,1.2675725862259806,34,34,0.0214600448008896,0.3252595155709343,0.0691948043310142,0.0386604867418653,0.0305343175891488,1.7898068586933575,0.5426530149393359,0.3
-10.7,10,1.0,6539,48,33,0.0377601755073752,6539,48,0.0332459939984519,0.178091706173217,0.060516845835383,0.0445639007006844,0.0159529451346985,1.3579791015568234,33,33,0.0153580455068067,0.3480257116620753,0.0705493088439291,0.0378299983115514,0.0327193105323777,1.864903832744473,0.6312017216839834,0.3
-10.7,10,2.0,6538,41,31,0.0380307080695228,6538,41,0.0407294156984174,0.185101731714778,0.0605451331985263,0.0394613458431417,0.0210837873553845,1.534289616963198,31,31,0.0180203189696869,0.3506763787721123,0.0720220327950235,0.0373369902584763,0.0346850425365472,1.9289726433874248,0.6116628993482403,0.3
-10.7,15,0.0,1898,33,20,0.0647759283629897,1898,33,0.0013099955968251,0.3258932847973943,0.0860314772158849,0.0475254479616517,0.0385060292542332,1.8102191753206347,20,20,0.0001159011414677,0.7150000000000001,0.1143820106276812,0.0419951968186566,0.0723868138090245,2.723692690895218,2.8141772850682205,0.3
-10.7,15,0.5,1898,31,19,0.0681792562756768,1898,31,0.0001227371167981,0.4016112036439037,0.0860314772158849,0.0461603953257618,0.039871081890123,1.8637508758048096,19,19,8.104427748479148e-05,0.7506925207756232,0.1198651890089653,0.0378299983115514,0.0820351906974139,3.1685221876513925,3.071291528632492,0.3
-10.7,15,1.0,1898,29,18,0.0615760064650671,1898,29,4.781971797371829e-06,0.4942770974891901,0.0860314772158849,0.0415790148174875,0.0444524623983973,2.0691081208518987,18,18,9.33073406637396e-05,0.7654320987654322,0.1245638058551034,0.0346771475635549,0.0898866582915485,3.592100694753161,3.0847557983346383,0.3
-10.7,15,2.0,985,25,17,0.0606562166724248,985,25,1.6982283257009404e-08,0.6598578680203047,0.091112932432363,0.0370410791718402,0.0540718532605227,2.4597807210117613,17,17,1.6665302916648478e-05,0.8685121107266436,0.1180120728159391,0.0315242968155583,0.0864877760003807,3.74352752438544,4.149913092678189,0.3
-10.7,20,0.0,0,20,0,,0,20,,,,0.0428256852489705,,,0,0,,,,,,,,0.3
-10.7,20,0.5,0,19,0,,0,19,,,,0.044866745455541,,,0,0,,,,,,,,0.3
-10.7,20,1.0,0,19,0,,0,19,,,,0.0415790148174875,,,0,0,,,,,,,,0.3
-10.7,20,2.0,0,15,0,,0,15,,,,0.0378299983115514,,,0,0,,,,,,,,0.3
-10.8,10,0.0,4806,48,30,0.0422192619034781,4806,48,0.3259713571964948,0.0822756276876126,0.0679388070958839,0.065564835523587,0.0023739715722969,1.0362080001168146,30,30,0.0138316198029754,0.3711111111111111,0.073312809255185,0.0412193387380428,0.0320934705171422,1.7786022653372162,0.6899426708021945,0.3
-10.8,10,0.5,4806,46,30,0.0422192619034781,4806,46,0.0569350653818004,0.1628580216758037,0.0679388070958839,0.0504072970626844,0.0175315100331995,1.3477970661945646,30,30,0.0117106837928731,0.3799999999999999,0.073312809255185,0.0412193387380428,0.0320934705171422,1.7786022653372162,0.733938743293124,0.3
-10.8,10,1.0,4806,45,30,0.0422192619034781,4806,45,0.012227700133237,0.2166736024413926,0.0679388070958839,0.0462338458166073,0.0217049612792766,1.4694604330639556,30,30,0.0060971423451739,0.4133333333333333,0.073312809255185,0.0411539170711783,0.0321588921840067,1.7814296784528658,0.9154811151679666,0.3
-10.8,10,2.0,4806,39,28,0.0428372862684346,4806,39,0.0117731061084763,0.2338423124939979,0.0677808460245666,0.040728819324869,0.0270520266996976,1.6641986472507349,28,28,0.008536288888245,0.4107142857142858,0.0779668427257094,0.0386387325457862,0.0393281101799231,2.0178416213140538,0.8496573321955364,0.3
-10.8,15,0.0,1154,30,15,0.070638648234917,1154,30,0.0004943233785161,0.3721548238012708,0.0947182169594133,0.0493877436905785,0.0453304732688348,1.917848637768044,15,15,0.0744956919139866,0.3866666666666667,0.07276696191046,0.0423412341112659,0.0304257277991941,1.7185838683690762,0.4361092854868325,0.3
-10.8,15,0.5,1154,28,14,0.0756630417143263,1154,28,4.696087405197276e-05,0.4496781381530081,0.0947182169594133,0.0436039897834034,0.0511142271760098,2.172237389970789,14,14,0.040887229270741,0.4591836734693877,0.0787778706689331,0.0420255461312412,0.0367523245376918,1.874523424940589,0.637536268689621,0.3
-10.8,15,1.0,1154,26,13,0.0670825222399803,1154,26,2.191288113188875e-06,0.5423943474203439,0.0947182169594133,0.0416444364843521,0.0530737804750612,2.2744506819057015,13,13,0.0065688018312437,0.6331360946745561,0.0847887794274062,0.0415790148174875,0.0432097646099186,2.039220501004877,1.3818282891079985,0.3
-10.8,15,2.0,661,22,12,0.0661875085565369,661,22,1.9236003206623813e-08,0.7036171090634025,0.0994353015299033,0.0344770519285198,0.0649582496013835,2.884101045996027,12,12,0.0007314819918142,0.8194444444444444,0.1014004261216726,0.0320131136809894,0.0693873124406831,3.1674652810135053,2.569610907096368,0.3
-10.8,20,0.0,0,17,0,,0,17,,,,0.0423412341112659,,,0,0,,,,,,,,0.3
-10.8,20,0.5,0,16,0,,0,16,,,,0.0436039897834034,,,0,0,,,,,,,,0.3
-10.8,20,1.0,0,16,0,,0,16,,,,0.0420255461312412,,,0,0,,,,,,,,0.3
-10.8,20,2.0,0,12,0,,0,12,,,,0.0377406406539499,,,0,0,,,,,,,,0.3
