dm_threshold,rmin_kpc,min_pts_per_gal,tng_lowres0_only,style,tng_n_points,sparc_n_points,tng_n_gal,sparc_n_gal,n_tng,n_sparc,mw_p,u_stat,cliffs_delta,median_tng,median_sparc,median_diff,median_ratio,median_diff_ci95,score
-10.8,0.0,15,False,pooled_points,17310,650,1154,30,17310,650,7.343079935332758e-66,7850161.0,0.3953981246944851,0.08453390701652541,-0.020845705501912448,0.10537961251843786,-4.055219287673905,,25.75390959124797
-10.6,0.5,15,False,pooled_points,44295,717,2953,32,44295,717,2.5048325402403146e-66,21817606.0,0.37392564086699687,0.07561251952531833,-0.017242608608292187,0.09285512813361052,-4.385213469901261,,24.529978717547117
-10.6,0.0,15,False,pooled_points,44295,760,2953,34,44295,760,1.9310597487831197e-67,23000888.0,0.3664895051716661,0.07561251952531833,-0.018068152896937306,0.09368067242225564,-4.18485054651797,,24.45005571762769
-10.8,1.0,5,False,pooled_points,114257,1044,12781,85,114257,1044,1.3096803898528512e-74,79206984.0,0.32803694514453663,0.05060776361769648,-0.026674093459657655,0.07728185707735413,-1.8972627390031644,,24.236299385480862
-10.6,2.0,8,False,pooled_points,128488,933,11288,61,128488,933,1.3928476318359892e-71,80282581.0,0.3393901753049884,0.061797744828728796,-0.012335914927053437,0.07413365975578223,-5.009579361900628,,24.047862975186263
-10.7,1.0,10,False,pooled_points,82164,843,6539,48,82164,843,5.916614339281084e-69,46780230.0,0.3507755775663324,0.06363517904017169,-0.0215350667744314,0.08517024581460308,-2.954956198033515,,23.932690407771556
-10.8,1.0,10,False,pooled_points,59239,773,4806,45,59239,773,1.1203366792359038e-65,31086885.0,0.3577505571036632,0.06018053828583625,-0.027393534875603365,0.08757407316143961,-2.196888373812353,,23.236131738773718
-10.9,0.5,8,False,pooled_points,61392,835,5846,54,61392,835,1.0961787053053377e-66,34525639.0,0.34701819972252523,0.05090600413341839,-0.03522723058106614,0.08613323471448453,-1.4450753946232506,,22.88936162356084
-10.3,2.0,10,False,pooled_points,163269,1114,12878,63,163269,1114,2.186112688827388e-73,119543708.0,0.3145218056227834,0.06821986566527904,0.004798569090122662,0.06342129657515638,14.216710103372753,,22.853257388282394
-10.5,2.0,10,False,pooled_points,125394,929,10028,55,125394,929,8.364717766178659e-69,77658659.0,0.3332985667067607,0.06542971484856519,-0.0038928420670441,0.06932255691560929,-16.807698263044887,,22.69014940927883
-10.7,1.0,15,False,pooled_points,28470,627,1898,29,28470,627,7.888905346592192e-60,12319413.0,0.38027303146264924,0.08043688902599921,-0.016135180782930192,0.0965720698089294,-4.98518672385099,,22.475270610751487
-10.5,1.0,15,False,pooled_points,63765,754,4251,34,63765,754,1.198253534297749e-61,32462831.0,0.35040076907061546,0.07389670280805305,-0.013643758828001395,0.08754046163605445,-5.416154282674154,,21.346923381888317
-10.9,0.5,10,False,pooled_points,40023,743,3316,43,40023,743,3.248818151795355e-61,20115292.0,0.3528756631155121,0.057872675176925625,-0.03418456506541112,0.09205724024233675,-1.6929475354209722,,21.344840009137076
-10.9,0.0,10,False,pooled_points,40023,786,3316,45,40023,786,7.468604353362806e-62,21157268.0,0.34510875076347647,0.057872675176925625,-0.03411102215226247,0.0919836973291881,-1.6965975079432536,,21.09537997043677
-10.9,1.0,2,False,pooled_points,108032,1020,16173,105,108032,1020,1.7838855977076144e-67,72464264.0,0.3152287484899172,0.041310060634750734,-0.032909591102077584,0.07421965173682832,-1.2552590066104719,,21.041088044251204
-10.7,2.0,5,False,pooled_points,134556,1027,14310,86,134556,1027,4.495547543226974e-67,90714819.0,0.3129092926722712,0.05508537804888647,-0.01567676694356024,0.07076214499244671,-3.5138226043166796,,20.760660868984033
-10.4,2.0,10,False,pooled_points,145206,1011,11522,59,145206,1011,1.3537791786688065e-66,96457928.0,0.314111472152125,0.06696143431559598,0.0009894418317415443,0.06597199248385444,67.67596857890602,,20.690036479407265
-10.8,1.0,8,False,pooled_points,83892,887,7717,59,83892,887,5.660465691486073e-63,49350992.0,0.3264219938976676,0.0555925091716718,-0.022918337844041403,0.0785108470157132,-2.4256780552750876,,20.318838111577023
-10.7,2.0,8,False,pooled_points,106170,853,9582,57,106170,853,1.2472020693279099e-61,60168862.0,0.32877345839101424,0.05854697927639574,-0.01425618410220153,0.07280316337859727,-4.106777722332763,,20.02363948084851
-10.8,2.0,2,False,pooled_points,127413,1006,17314,108,127413,1006,8.807441588839979e-65,83994356.0,0.310594611636843,0.04841113967134625,-0.02147323800137446,0.06988437767272071,-2.2544871746053174,,19.89518450852593
-10.9,1.0,3,False,pooled_points,104906,1006,14610,98,104906,1006,2.12383174332101e-64,69120980.0,0.30991035087020435,0.04153969197803686,-0.031898977786321225,0.07343866976435809,-1.3022264304610327,,19.732884548373924
-10.8,1.0,15,False,pooled_points,17310,555,1154,26,17310,555,1.760448283401413e-52,6626847.0,0.3795799959404813,0.08453390701652541,-0.01567676694356024,0.10021067396008565,-5.392304887918907,,19.64492610856426
-10.6,2.0,10,False,pooled_points,103160,839,8310,50,103160,839,9.663449427629258e-59,57271584.0,0.32341452300394535,0.06323644086480051,-0.005189222621948986,0.0684256634867495,-12.186110612662434,,18.762850803732995
-10.9,0.5,15,False,pooled_points,9045,517,603,24,9045,517,3.2627621823098876e-49,3238317.0,0.38500149157500707,0.08409496009062778,-0.015945743437690396,0.10004070352831818,-5.273818710255645,,18.667341934467196
-10.9,0.0,15,False,pooled_points,9045,560,603,26,9045,560,2.600160198666189e-50,3482388.0,0.3750248756218906,0.08409496009062778,-0.016192345864191715,0.1002873059548195,-5.193500731515261,,18.595608417904344
-10.6,1.0,15,False,pooled_points,44280,664,2952,30,44280,664,8.06131363419272e-54,19826579.0,0.34865879507188646,0.0756658586959853,-0.013643758828001395,0.0893096175239867,-5.545822060464345,,18.5115485734685
-10.8,2.0,3,False,pooled_points,124797,990,16006,100,124797,990,1.5858481987234266e-60,80450930.0,0.30233203773433104,0.04857892605045144,-0.019635885119615004,0.06821481117006645,-2.473987077971045,,18.0793767624494
-10.9,1.0,5,False,pooled_points,92412,935,11048,78,92412,935,3.1340536643265225e-57,56274258.0,0.302566164405345,0.04370363281863465,-0.02828598636084756,0.07198961917948221,-1.5450630662513378,,17.0961663518632
-10.9,1.0,8,False,pooled_points,61392,775,5846,51,61392,775,3.2177980273516776e-53,31413420.0,0.3204797094504275,0.05090600413341839,-0.027393534875603365,0.07829953900902176,-1.858321839973825,,16.822762310174912
-10.9,1.0,10,False,pooled_points,40023,700,3316,42,40023,700,1.5034117373621694e-50,18618550.0,0.3291321775693261,0.057872675176925625,-0.026674093459657655,0.08454676863658328,-2.1696210693890396,,16.39832683161808
-10.8,2.0,8,False,pooled_points,83092,742,7717,49,83092,742,3.3768422184712023e-49,40503460.0,0.3138899849651924,0.054552950411950185,-0.018757096781221172,0.07331004719317136,-2.908389877615087,,15.214715025995824
-10.8,2.0,5,False,pooled_points,113457,905,12781,76,113457,905,1.7341502834851876e-52,66421513.0,0.293775386561862,0.04981603780406374,-0.01658774514400463,0.06640378294806837,-3.003183215777157,,15.206082304325806
-10.3,0.5,3,False,equal_weight_galaxy_median,224059,1715,20113,126,20113,126,1.6169301077479532e-26,1963865.0,0.5498662714393834,0.07496596761614072,-0.043385432789669665,0.11835140040581038,-1.7279064145694214,"[0.07646925731243019, 0.14543311866811548]",14.18177077910713
-10.3,0.0,3,False,equal_weight_galaxy_median,224059,1779,20113,128,20113,128,3.364645253523506e-26,1985014.0,0.542079438671506,0.07496596761614072,-0.0465514865103005,0.12151745412644122,-1.610388265465012,"[0.07616298110638778, 0.14527004474896194]",13.808422455384978
-10.3,0.0,2,False,equal_weight_galaxy_median,224867,1779,20517,128,20517,128,4.192968313844149e-26,2023455.0,0.540989636642784,0.07518874828173772,-0.0465514865103005,0.12174023479203822,-1.6151739486364334,"[0.07488998924381544, 0.1451223254984236]",13.728952829095135
-10.3,2.0,15,False,pooled_points,37890,747,2526,33,37890,747,3.332663097964928e-45,18411254.0,0.3009726245529316,0.052877265741182455,-0.01425618410220153,0.06713344984338399,-3.7090756798670137,,13.386422201324901
-10.3,1.0,2,False,equal_weight_galaxy_median,224762,1620,20517,125,20517,125,2.588213480974345e-25,1972823.0,0.5384884729736317,0.07518874828173772,-0.0410500497225037,0.11623879800424142,-1.8316359855836941,"[0.06943240091840604, 0.14588898728214578]",13.239816033876902
-10.9,2.0,2,False,pooled_points,107735,907,16173,101,107735,907,6.003343461768658e-48,62541382.0,0.28006895927463815,0.04104546470105319,-0.02345233533112001,0.0644978000321732,-1.7501653511916158,,13.225306274325229
-10.3,0.5,2,False,equal_weight_galaxy_median,224867,1719,20517,128,20517,128,2.096192857163182e-25,2013236.0,0.5332072184042502,0.07518874828173772,-0.03986671182375945,0.11505546010549716,-1.886003255400846,"[0.07424195508057349, 0.14618397618865486]",13.15879100443478
-10.9,1.0,15,False,pooled_points,9045,466,603,22,9045,466,6.403113225543355e-38,2851559.0,0.353062536625409,0.08409496009062778,-0.010833736980501385,0.09492869707112916,-7.762322478566936,,13.131669875722189
-10.3,1.0,3,False,equal_weight_galaxy_median,223954,1618,20113,124,20113,124,6.667430442902746e-25,1915356.0,0.5359637403508883,0.07496596761614072,-0.03986671182375945,0.11483267943990016,-1.880415117944668,"[0.06882110279921361, 0.1430831549488367]",12.957481632613584
-10.3,0.0,5,False,equal_weight_galaxy_median,218810,1745,18640,119,18640,119,3.124535257240938e-24,1707125.0,0.5392262055036607,0.07461024303738917,-0.04572081585683563,0.1203310588942248,-1.6318659595011216,"[0.07357453419109065, 0.1435529717213027]",12.674627662341871
-10.4,0.0,2,False,equal_weight_galaxy_median,207769,1677,20219,128,20219,128,1.0664444267239222e-24,1973697.0,0.5252493013996735,0.07148368060400667,-0.04715821084711447,0.11864189145112114,-1.5158268161562503,"[0.0721751053753585, 0.1406078443320873]",12.591308698358747
-10.3,0.5,5,False,equal_weight_galaxy_median,218810,1689,18640,119,18640,119,4.08891051658537e-24,1705578.0,0.537831355718253,0.07461024303738917,-0.0410500497225037,0.11566029275989287,-1.8175433048620089,"[0.07357453419109065, 0.14500683010451768]",12.57901078913238
-10.4,0.5,3,False,equal_weight_galaxy_median,206521,1609,19595,123,19595,123,2.511876472195229e-24,1845560.0,0.5314675014573571,0.07125653691505285,-0.04358877113713433,0.11484530805218718,-1.63474525792143,"[0.07843966721123259, 0.14061100141365293]",12.542633949541608
-10.4,0.0,3,False,equal_weight_galaxy_median,206521,1671,19595,125,19595,125,4.829658504319047e-24,1866324.0,0.5239185506506763,0.07125653691505285,-0.046934264530463565,0.11819080144551641,-1.5182199535438008,"[0.07168391480108123, 0.13594992914992837]",12.215728714131492
-10.4,1.0,2,False,equal_weight_galaxy_median,207738,1528,20219,125,20219,125,6.065700304442992e-24,1924229.0,0.5227095306394975,0.07148368060400667,-0.04358877113713433,0.115072451741141,-1.6399563176285095,"[0.08231583739303452, 0.1425453890582267]",12.135809402064481
-10.4,0.5,2,False,equal_weight_galaxy_median,207769,1619,20219,128,20219,128,5.6916639043207415e-24,1962900.0,0.5169055096691231,0.07148368060400667,-0.042319410429819015,0.11380309103382569,-1.689146419526629,"[0.07152632335831681, 0.1430113420514287]",12.01534490424021
-10.7,2.0,10,False,pooled_points,80365,718,6538,41,80365,718,1.254392707943892e-41,37290760.0,0.29252763375733304,0.061439601860802995,-0.008601660380354481,0.07004126224115748,-7.142760716422406,,11.964838459157894
-10.3,2.0,2,False,equal_weight_galaxy_median,210530,1450,20517,121,20517,121,2.5068327144865906e-23,1891487.0,0.5238216081242042,0.07272234534461042,-0.038683373925015196,0.11140571926962561,-1.879938018994341,"[0.07383573082754777, 0.12770038247937507]",11.838826502257653
-10.9,2.0,3,False,pooled_points,104609,889,14610,92,104609,889,5.610652128455883e-44,59075057.0,0.2704668381001314,0.04126545819317684,-0.0215350667744314,0.06280052496760824,-1.9161982930171988,,11.697957605986586
-10.4,0.0,5,False,equal_weight_galaxy_median,200094,1644,17787,118,17787,118,7.297041635935475e-23,1600317.0,0.524934893413872,0.07112002070051915,-0.04715821084711447,0.11827823154763362,-1.5081153297161372,"[0.07389852705891546, 0.13972320065984936]",11.620406662312236
-10.4,1.0,3,False,equal_weight_galaxy_median,206490,1520,19595,121,19595,121,8.655708882666031e-23,1798829.0,0.5173621201225647,0.07125653691505285,-0.0410500497225037,0.11230658663755655,-1.7358453253222226,"[0.07398900987956022, 0.13501827358205823]",11.414403881074024
-10.4,0.5,5,False,equal_weight_galaxy_median,200094,1586,17787,117,17787,117,3.0261334184304085e-22,1581040.0,0.5194425584035973,0.07112002070051915,-0.04358877113713433,0.11470879183765348,-1.6316133454822332,"[0.07104027871636695, 0.13949384994162045]",11.177942554656907
-10.4,2.0,2,False,equal_weight_galaxy_median,197419,1367,20219,121,20219,121,3.248517810154137e-22,1847414.0,0.5102511793383115,0.06940654467074747,-0.04037926485906329,0.10978580952981076,-1.7188659801756865,"[0.07908682657399586, 0.12345631834537252]",10.964437942084231
-10.5,0.5,5,False,equal_weight_galaxy_median,179851,1482,16812,115,16812,115,8.058087180736328e-22,1467999.0,0.5185829997206963,0.06709655763747868,-0.04343131810389167,0.11052787574137035,-1.5448888167975376,"[0.07501586178900674, 0.1354559870264104]",10.938869504700955
-10.3,2.0,3,False,equal_weight_galaxy_median,209704,1444,20104,118,20104,118,5.80355144072579e-22,1795216.0,0.5134992951904336,0.07253474634287471,-0.02913732978932826,0.10167207613220297,-2.489409526106989,"[0.06762370814540339, 0.12176806310672066]",10.904828246515084
-10.9,2.0,8,False,pooled_points,61095,658,5846,44,61095,658,4.707636001546448e-38,25966105.0,0.2918296310171189,0.05036974648400694,-0.019635885119615004,0.07000563160362194,-2.5651884891957715,,10.893182163761361
-10.5,0.0,3,False,equal_weight_galaxy_median,187344,1561,18937,124,18937,124,2.854074449638591e-22,1766859.0,0.5048701381661094,0.06654891425297471,-0.04530936927153828,0.11185828352451299,-1.4687671738299468,"[0.0723310540090036, 0.13025774978857071]",10.877192211891737
-10.5,0.0,2,False,equal_weight_galaxy_median,188960,1565,19745,126,19745,126,2.2658280438412453e-22,1868413.0,0.5020181922688887,0.06674567430637879,-0.04530936927153828,0.11205504357791707,-1.473109764701713,"[0.0737572126889758, 0.12891243739099945]",10.866069839787711
-10.8,2.0,10,False,pooled_points,58439,660,4806,39,58439,660,5.247982880623121e-38,24902039.0,0.29127336611550914,0.05844452159861291,-0.01165428717562822,0.07009880877424113,-5.014851678001703,,10.858673299649038
-10.5,0.0,5,False,equal_weight_galaxy_median,179851,1535,16812,117,16812,117,8.594832626949032e-22,1488831.0,0.5138057675530909,0.06709655763747868,-0.04718742043918489,0.11428397807666357,-1.4219162016697369,"[0.07444712344898544, 0.13171006104338892]",10.82371030955968
-10.5,0.5,3,False,equal_weight_galaxy_median,187344,1504,18937,121,18937,121,5.75408031293478e-22,1726864.0,0.50727182825,0.06654891425297471,-0.043384133775982825,0.10993304802895754,-1.5339459028179505,"[0.07360459847632775, 0.1299591278414783]",10.774465847496332
-10.5,1.0,2,False,equal_weight_galaxy_median,188954,1436,19745,123,19745,123,1.485078282642393e-21,1819022.0,0.49797890584628823,0.06674567430637879,-0.043384133775982825,0.11012980808236161,-1.5384812026217927,"[0.07094669818825525, 0.13006034830609173]",10.372029470804906
-10.9,2.0,5,False,pooled_points,92115,816,11048,71,92115,816,3.4111050934397304e-39,47575660.0,0.26588514144191033,0.04337814069182855,-0.01945182745920082,0.06282996815102937,-2.2300290696497234,,10.227831627228754
-10.5,1.0,3,False,equal_weight_galaxy_median,187338,1430,18937,120,18937,120,5.63534258816248e-21,1700722.0,0.49682455862421016,0.06654891425297471,-0.04221709174924326,0.10876600600221797,-1.5763500396534915,"[0.07390952036870495, 0.12710501742116323]",10.060240072994912
-10.3,1.0,5,False,equal_weight_galaxy_median,218705,1577,18640,113,18640,113,1.5737834171711305e-20,1586048.0,0.5059895932242016,0.07462035330449002,-0.02633745288508571,0.10095780618957573,-2.833241074224979,"[0.06133278028317479, 0.13253290030573128]",10.020139761820795
-10.5,0.5,2,False,equal_weight_galaxy_median,188960,1512,19745,125,19745,125,4.426974864049266e-21,1836407.0,0.48809886047100526,0.06674567430637879,-0.0410500497225037,0.10779572402888249,-1.625958427762603,"[0.06690758766935474, 0.12676123774322712]",9.934711952065324
-10.4,2.0,3,False,equal_weight_galaxy_median,196171,1355,19595,115,19595,115,4.1192492620652257e-20,1685517.0,0.49596014955012935,0.06905016297384758,-0.03206635775460143,0.10111652072844901,-2.153352229844036,"[0.06875211111270534, 0.11826387152639928]",9.614277727782627
-10.5,2.0,2,False,equal_weight_galaxy_median,182347,1284,19745,119,19745,119,3.576578653746896e-20,1748611.0,0.4883980839740303,0.06506049756047538,-0.04037926485906329,0.10543976241953867,-1.6112353156392913,"[0.0735749334503876, 0.12148299859503837]",9.497649076088674
-10.6,0.5,3,False,equal_weight_galaxy_median,167093,1411,18095,120,18095,120,4.120281892284802e-20,1613026.0,0.48570139080777386,0.06130362664881872,-0.04104978529538972,0.10235341194420844,-1.4933970106709353,"[0.07444246205706787, 0.12236170012451947]",9.415356951182345
-10.4,2.0,15,False,pooled_points,31590,652,2106,29,31590,652,2.240916686729051e-34,13174625.0,0.2792959836245452,0.05322397293184622,-0.014966475522880884,0.0681904484547271,-3.556212873931269,,9.39819094972088
-10.6,0.0,2,False,equal_weight_galaxy_median,169117,1464,19107,124,19107,124,6.214737525624771e-20,1747883.0,0.4754624635119371,0.06134506164972198,-0.04104978529538972,0.1023948469451117,-1.494406394778674,"[0.06905988206926875, 0.1217962754319758]",9.132006515284802
-10.4,1.0,5,False,equal_weight_galaxy_median,200063,1486,17787,112,17787,112,2.9209301238567634e-19,1485140.0,0.4909966347814214,0.07112002070051915,-0.030582783565107796,0.10170280426562694,-2.3254920713515657,"[0.06655705833626367, 0.13220451813489176]",9.100366734106688
-10.6,0.0,3,False,equal_weight_galaxy_median,167093,1460,18095,122,18095,122,1.0715941267312062e-19,1629538.0,0.4763049298103361,0.06130362664881872,-0.04104978529538972,0.10235341194420844,-1.4933970106709353,"[0.06868402838251988, 0.12153699570557358]",9.035490074730923
-10.5,1.0,5,False,equal_weight_galaxy_median,179845,1393,16812,110,16812,110,7.250714775352875e-19,1377689.0,0.48994116756429396,0.06709655763747868,-0.03924793156726469,0.10634448920474338,-1.7095565284118448,"[0.07045779933246131, 0.126664777499425]",8.887346199522778
-10.6,1.0,2,False,equal_weight_galaxy_median,169115,1343,19107,121,19107,121,2.0538036846097476e-19,1704401.0,0.47442912834939555,0.06134506164972198,-0.041049520868275735,0.10239458251799771,-1.4944160212386601,"[0.0723440850942934, 0.12189399087909045]",8.865866378554305
-10.6,1.0,3,False,equal_weight_galaxy_median,167091,1339,18095,119,18095,119,3.39704686040263e-19,1588621.0,0.4755187955259472,0.06130362664881872,-0.041049520868275735,0.10235314751709446,-1.4934066306288107,"[0.07468919891942871, 0.12205483193823578]",8.782308351452489
-10.5,2.0,3,False,equal_weight_galaxy_median,180731,1274,18937,114,18937,114,1.1834483077019388e-18,1595555.0,0.4781746307470107,0.06479482223659083,-0.03481805473042732,0.09961287696701815,-1.8609546896934186,"[0.06915864593527665, 0.1152398504685765]",8.57216521729463
-10.3,0.0,8,False,equal_weight_galaxy_median,200171,1619,15555,99,15555,99,1.1639191564949967e-17,1153488.0,0.49808986684589374,0.07555620101631177,-0.019382136968387087,0.09493833798469886,-3.898238937200086,"[0.06209787120535597, 0.1324947216236964]",8.434692249670784
-10.6,0.5,2,False,equal_weight_galaxy_median,169117,1417,19107,123,19107,123,6.746398974909518e-19,1719989.0,0.46372014513048265,0.06134506164972198,-0.0333800511916067,0.09472511284132867,-1.837776140533511,"[0.06799086252355782, 0.12210940991979329]",8.426225359424583
-10.7,0.5,2,False,equal_weight_galaxy_median,148657,1313,18275,118,18275,118,1.3520249230643287e-18,1584243.0,0.46930649910732924,0.05464073548509685,-0.04253633498142184,0.09717707046651869,-1.2845661364328103,"[0.07101158202329075, 0.12391000301465711]",8.386045014153105
-10.6,2.0,2,False,equal_weight_galaxy_median,165416,1203,19107,117,19107,117,1.812113300454937e-18,1642510.0,0.46946637447501005,0.06007649601062237,-0.04037926485906329,0.10045576086968566,-1.4878055908226362,"[0.07091319931262693, 0.11511489340041248]",8.32918540128682
-10.7,1.0,2,False,equal_weight_galaxy_median,148656,1246,18275,118,18275,118,3.366033205889796e-18,1578325.0,0.4638178487792437,0.05464073548509685,-0.04253633498142184,0.09717707046651869,-1.2845661364328103,"[0.0726826839611269, 0.12162409887998377]",8.104234357554496
-10.6,0.0,5,False,equal_weight_galaxy_median,158723,1400,15715,106,15715,106,1.5680621121324117e-17,1232281.0,0.4795154251136098,0.0626045129207391,-0.037214786029941216,0.09981929895068031,-1.6822483641413533,"[0.0697464156496344, 0.12437008932272503]",8.05808252957818
-10.6,0.5,5,False,equal_weight_galaxy_median,158723,1359,15715,106,15715,106,2.0145852227096037e-17,1230919.0,0.47788016496677255,0.0626045129207391,-0.03317610501035961,0.09578061793109871,-1.8870362539903383,"[0.0697464156496344, 0.12771329486562014]",7.978598518695039
-10.7,0.0,3,False,equal_weight_galaxy_median,146389,1347,17141,115,17141,115,7.927526705948441e-18,1443528.0,0.4646073614496642,0.05471257765509563,-0.04738215716376537,0.102094734818861,-1.1547084584180998,"[0.06904586020013018, 0.12131815669484801]",7.94518650533509
-10.7,0.0,2,False,equal_weight_galaxy_median,148657,1355,18275,119,18275,119,5.8827645162132845e-18,1585919.0,0.45850072997735336,0.05464073548509685,-0.04402262024033998,0.09866335572543683,-1.2411968026161921,"[0.0680621700431604, 0.12128446815750442]",7.900159476493747
-10.7,0.5,3,False,equal_weight_galaxy_median,146389,1307,17141,115,17141,115,1.0159239155590663e-17,1442010.0,0.4630671945982554,0.05471257765509563,-0.04402262024033998,0.09873519789543561,-1.242828740233866,"[0.06904586020013018, 0.12493286650928617]",7.868965118925193
-10.7,2.0,2,False,equal_weight_galaxy_median,146866,1115,18275,114,18275,114,1.8047481892921193e-17,1522285.0,0.4613819089447284,0.05408195169339258,-0.04122926062858934,0.09531121232198192,-1.311737122345844,"[0.07447365775375114, 0.11403039087347513]",7.725186464858664
-10.3,2.0,5,False,equal_weight_galaxy_median,204417,1385,18620,102,18620,102,8.491991958601398e-17,1402756.0,0.47717613361133937,0.0720832650178842,-0.019839477731015354,0.09192274274889956,-3.633324727353853,"[0.05794658659620182, 0.11803769163817814]",7.668693074667215
-10.6,2.0,3,False,equal_weight_galaxy_median,163392,1195,18095,113,18095,113,2.5156137407593965e-17,1494003.0,0.46131699217747046,0.05992979601350257,-0.0333800511916067,0.09330984720510926,-1.7953775945248316,"[0.06901643755821893, 0.11479978037286138]",7.657565001257577
-10.7,2.0,15,False,pooled_points,14775,530,985,25,14775,530,6.384932855779264e-28,5010086.0,0.27959288701593077,0.059671710370404085,-0.013803462826289525,0.07347517319669361,-4.322952227375563,,7.603484852366001
-10.4,0.0,8,False,equal_weight_galaxy_median,178374,1500,14214,95,14214,95,3.7057797332571074e-16,1002122.0,0.4842623654958418,0.07303653391048393,-0.013046982454159917,0.08608351636464384,-5.597963679884988,"[0.06179829052786272, 0.12470907179544186]",7.472710866259706
-10.7,1.0,3,False,equal_weight_galaxy_median,146388,1238,17141,114,17141,114,6.861264235885989e-17,1419631.0,0.4529961506063742,0.05471257765509563,-0.04253633498142184,0.09724891263651747,-1.286255096472037,"[0.0701884035975473, 0.12216380826061575]",7.322046702329524
-10.3,0.5,8,False,equal_weight_galaxy_median,200171,1541,15555,95,15555,95,1.0417441316213581e-15,1091032.0,0.47663739870408905,0.07555620101631177,-0.006845929680427076,0.08240213069673885,-11.036660401629817,"[0.06079246384625512, 0.1269260846242295]",7.141095393857873
-10.6,2.0,15,False,pooled_points,19845,550,1323,25,19845,550,6.046142829135031e-27,6921313.0,0.2682494789161456,0.054880624651449494,-0.013803462826289525,0.06868408747773902,-3.975859198673397,,7.033104756513072
-10.5,2.0,15,False,pooled_points,25545,618,1703,28,25545,618,5.363818949575412e-28,9928529.0,0.2578258685573589,0.05352516701999299,-0.012083575926686407,0.0656087429466794,-4.429580063446568,,7.031047023542139
-10.5,0.0,8,False,equal_weight_galaxy_median,155523,1355,12795,87,12795,87,4.2903606649049774e-15,827823.0,0.4873320666747518,0.06989472486029591,-0.03219029604882895,0.10208502090912486,-2.1712979822948415,"[0.05978693860115123, 0.13343991265771415]",7.0017464883102045
-10.5,2.0,5,False,equal_weight_galaxy_median,173238,1219,16812,99,16812,99,1.0726134469646891e-15,1220536.0,0.46664840169479715,0.06514850398668326,-0.02845776105309472,0.09360626503977798,-2.2893053274687785,"[0.06311601388396086, 0.11377128666931863]",6.985519737415359
-10.4,2.0,5,False,equal_weight_galaxy_median,189738,1303,17785,101,17785,101,8.927731046129416e-16,1314210.0,0.46325332561369725,0.06882592206075078,-0.022713328968247737,0.09153925102899851,-3.0301996751320104,"[0.06515399881019024, 0.11780967543015226]",6.971619234197578
-10.8,2.0,15,False,pooled_points,9915,460,661,22,9915,460,4.200561143295144e-25,2930393.0,0.2850064680216624,0.06421371899725159,-0.012083575926686407,0.076297294923938,-5.31413212337554,,6.9475150854343815
-10.8,0.0,2,False,equal_weight_galaxy_median,128213,1237,17314,113,17314,113,1.1315513829432623e-15,1405307.0,0.43656522268030074,0.047023680238665655,-0.04738215716376537,0.09440583740243103,-0.9924343477258597,"[0.06091558603819554, 0.1190071517831018]",6.525046016316755
-10.8,0.5,2,False,equal_weight_galaxy_median,128213,1198,17314,113,17314,113,1.4488296816855025e-15,1403684.0,0.4349061223154622,0.047023680238665655,-0.04355113970084368,0.09057481993950933,-1.0797347798857881,"[0.06091558603819554, 0.1203719155313167]",6.453564410097273
-10.7,2.0,3,False,equal_weight_galaxy_median,144598,1103,17141,108,17141,108,2.8124681875487016e-15,1333092.0,0.44022454284399326,0.0541623607187649,-0.03782756078656435,0.09198992150532925,-1.431822713189648,"[0.06585778873424926, 0.1102382516174905]",6.405668751000536
-10.7,0.0,5,False,equal_weight_galaxy_median,136347,1296,14310,100,14310,100,7.21645650145335e-15,1038046.0,0.4507980433263452,0.05630047519294701,-0.04253633498142184,0.09883681017436885,-1.323585476217845,"[0.06239455824854898, 0.1262630984865421]",6.375039870978026
-10.7,0.5,5,False,equal_weight_galaxy_median,136347,1256,14310,100,14310,100,9.113206072544582e-15,1036820.0,0.4490845562543675,0.05630047519294701,-0.03816295321828456,0.09446342841123156,-1.4752651575709932,"[0.06239455824854898, 0.12893749809707863]",6.305294832910544
-10.6,1.0,5,False,equal_weight_galaxy_median,158721,1272,15715,101,15715,101,1.1015618240607118e-14,1147033.0,0.44534042332009216,0.0626045129207391,-0.029099209375614166,0.09170372229635326,-2.1514162846363507,"[0.06843734118139898, 0.12267616169458735]",6.216057675630347
-10.6,0.0,8,False,equal_weight_galaxy_median,132189,1253,11288,82,11288,82,9.330554423115379e-14,683448.0,0.4767419750738968,0.06669828964255498,-0.03164398877508212,0.0983422784176371,-2.1077712458005977,"[0.06392311145137355, 0.13301587144508628]",6.211992057508902
-10.9,2.0,10,False,pooled_points,39726,581,3316,35,39726,581,5.836176986088886e-25,14413370.0,0.24894858524438002,0.05695175469605651,-0.005189222621948986,0.0621409773180055,-10.975007018424348,,6.032988036445282
-10.8,1.0,2,False,equal_weight_galaxy_median,128213,1132,17314,112,17314,112,7.745100870684143e-15,1382008.0,0.42536180465024165,0.047023680238665655,-0.043496141261554655,0.09051982150022031,-1.0811000441602143,"[0.061313248143996434, 0.11559145750260909]",6.00226890734554
