recno	WALLABY	Group	DL	r/R200	dv/sigma	log(M*)	log(MHI)	dHI	dopt	dNUV	SFR	f_SFR	SimbadName	_RA	_DE
11	"J100746-281451"	"field  "	70.1973364374401	4.59387775434199	1.36376992437974	9.87400226467259	8.7741324325066	38.3261325240794	33.7356334822822	42.1978610398282	0.005547169043109	0	"                      "	151.942	-28.2475
12	"J100808-260942"	"field  "	45.8001476402172	4.65190609899137	1.03356564259075	8.71184594263712	9.04658122928733	88.3778258859561	28.8455642321602	36.0371900361747	-1.13366938121551	1	"WALLABY J100808-260942"	152.033	-26.1617
13	"J100830-262140"	"field  "	62.603356680203	4.56379122002451	0.61962386060335	8.54848850613459	8.97967974405707	61.4512019489544	28.777560954017	26.211121786301	-1.1550293083933	1	"WALLABY J100830-262140"	152.125	-26.3611
14	"J100903-290239"	"field  "	16.4586522652486	4.47193045270065	3.94268329887828	9.30009321217186	10.0346491354107	627.775423820742	153.020890296831	264.591222980031	-0.306222697999631	0	"                      "	152.262	-29.0442
15	"J100938-255850"	"field  "	45.8799767754748	4.45303923710187	1.02568986253074	9.20255677405103	9.39206443719206	112.991008383596	44.1893712813866	61.7523202283461	-0.287010895883364	0	"                      "	152.408	-25.9806
16	"J101018-285748"	"field  "	61.8654649514533	4.27615286362476	0.54721811040546	8.34942162314391	9.01027116254609	64.7987723662872	24.9773917081618	25.1537473005663	-0.449508544780425	0	"                      "	152.575	-28.9633
17	"J101025-275214"	"field  "	35.9822970627557	4.16119376709856	2.00377644591758	7.80428798304559	8.71346271193429	85.0064383017831	28.5509051983532	25.1863422540123	-1.40519118872495	1	"WALLABY J101025-275214"	152.604	-27.8706
18	"J101035-254920"	"field  "	37.3333436410424	4.33976363177223	1.87007532386105	9.04514225537443	9.45054669954819	165.884918625664	66.3913302055742	101.496937033232	-0.522543640326116	0	"                      "	152.646	-25.8222
19	"J101049-302538"	"field  "	40.3508210348543	4.53853022366559	1.57168082791232	8.83265127379147	9.4756666275452	184.597326290298	64.9522790862182	53.9653433479701	-1.04377206511497	0	"                      "	152.704	-30.4272
20	"J101314-271308"	"field  "	67.942628330072	3.72635258702141	1.14302006005252	9.22654739275386	9.15237804068623	70.2250423816231	19.8969615904663	27.9380258035554	-0.322538105865977	0	"                      "	153.308	-27.2189
21	"J101334-273518"	"field  "	37.8731636981773	3.65950692332771	1.81667105009898	8.36615858576536	8.93435146195605	95.335585409018	24.0223883358107	38.5336451920089	-1.04206233008087	0	"                      "	153.392	-27.5883
22	"J101348-273147"	"field  "	38.6172075751674	3.62448376078793	1.74307879638478	8.36533108700867	8.78562575991309	88.3925274825956	24.9788664161631	31.8016678269545	-1.41085173478461	1	"WALLABY J101348-273147"	153.45	-27.5297
23	"J101359-253824"	"field  "	47.449501630778	3.86802239576379	0.870886198579869	8.73371398355612	9.52331768592894	161.465490089027	39.9957183693162	46.667301878776	-1.06822414419984	1	"WALLABY J101359-253824"	153.496	-25.64
