galaxy,log_gbar,log_gobs,log_res,sigma_log_gobs,gas_dominated,R_kpc,env_dense
WALLABY J131712-171511,-11.806822,-10.204864,0.634432,0.019651,1,9.133,field
WALLABY J131712-171511,-11.900025,-10.319915,0.568456,0.035614,1,11.742,field
WALLABY J131712-171511,-12.007746,-10.427073,0.517710,0.043193,1,14.351,field
WALLABY J130818-143213,-11.714289,-10.207058,0.583243,0.035989,1,4.163,field
WALLABY J130818-143213,-11.736464,-10.376761,0.425308,0.025655,1,6.935,field
WALLABY J130818-143213,-11.818240,-10.511043,0.334279,0.009038,1,9.708,field
WALLABY J130818-143213,-11.928369,-10.596111,0.307134,0.011429,1,12.482,field
WALLABY J131400-164707,-11.827989,-10.546915,0.303549,0.033510,1,4.794,field
WALLABY J131400-164707,-11.813977,-10.606380,0.236693,0.024467,1,7.986,field
WALLABY J131400-164707,-11.862451,-10.691305,0.177313,0.032132,1,11.180,field
WALLABY J131400-164707,-11.952283,-10.824613,0.091164,0.030907,1,14.374,field
WALLABY J131237-142630,-12.025138,-10.230728,0.723135,0.084565,1,9.678,field
WALLABY J131237-142630,-12.028171,-10.448039,0.507407,0.011738,1,16.132,field
WALLABY J131237-142630,-12.070114,-10.562722,0.414588,0.031448,1,22.582,field
WALLABY J131237-142630,-12.128153,-10.677508,0.329986,0.013295,1,29.031,field
WALLABY J131237-142630,-12.196725,-10.801545,0.241518,0.025100,1,35.485,field
WALLABY J131237-142630,-12.272557,-10.893441,0.188844,0.035122,1,41.934,field
WALLABY J131237-142630,-12.352508,-10.944831,0.178690,0.002668,1,48.384,field
WALLABY J130516-172641,-12.075645,-9.986191,0.993998,0.384032,1,16.708,field
WALLABY J130516-172641,-12.073022,-10.069569,0.909255,0.005459,1,27.832,field
WALLABY J130516-172641,-12.113203,-10.175828,0.823898,0.000307,1,38.964,field
WALLABY J130516-172641,-12.178568,-10.301686,0.731969,0.006253,1,50.095,field
WALLABY J131430-173154,-11.803287,-10.068799,0.768629,0.012913,1,3.866,field
WALLABY J131430-173154,-11.859987,-10.173035,0.694286,0.035345,1,6.439,field
WALLABY J131430-173154,-11.970312,-10.354447,0.570768,0.007832,1,9.015,field
WALLABY J131430-173154,-12.100853,-10.489014,0.504292,0.027421,1,11.590,field
WALLABY J131840-150339,-12.173486,-10.418317,0.612703,0.088446,1,4.982,field
WALLABY J131840-150339,-12.182192,-10.526633,0.508899,0.025869,1,8.304,field
WALLABY J131840-150339,-12.240641,-10.650108,0.415683,0.003878,1,11.624,field
WALLABY J131840-150339,-12.319654,-10.786792,0.319798,0.033022,1,14.944,field
WALLABY J130314-172514,-11.284521,-10.833124,-0.274846,0.341367,1,1.157,field
WALLABY J130314-172514,-11.272047,-10.864722,-0.313312,0.283434,1,1.928,field
WALLABY J130314-172514,-11.285559,-10.907513,-0.348664,0.189412,1,2.699,field
WALLABY J130314-172514,-11.305243,-10.959070,-0.389403,0.146875,1,3.470,field
WALLABY J130314-172514,-11.328266,-11.009036,-0.426743,0.121311,1,4.241,field
WALLABY J130314-172514,-11.354321,-11.048219,-0.451669,0.095732,1,5.011,field
WALLABY J130314-172514,-11.381754,-11.078281,-0.466760,0.074258,1,5.782,field
WALLABY J130314-172514,-11.409796,-11.097363,-0.470577,0.056177,1,6.553,field
WALLABY J130314-172514,-11.438194,-11.105527,-0.463321,0.043326,1,7.324,field
WALLABY J130314-172514,-11.466073,-11.106717,-0.449410,0.033407,1,8.095,field
WALLABY J130314-172514,-11.492960,-11.100302,-0.428465,0.026095,1,8.866,field
WALLABY J130314-172514,-11.517600,-11.089358,-0.404234,0.022951,1,9.637,field
WALLABY J130314-172514,-11.540327,-11.076359,-0.379003,0.020083,1,10.407,field
WALLABY J130314-172514,-11.562138,-11.066534,-0.357459,0.012773,1,11.178,field
WALLABY J130314-172514,-11.584731,-11.062601,-0.341408,0.009224,1,11.949,field
WALLABY J130314-172514,-11.609833,-11.068496,-0.333864,0.012001,1,12.720,field
WALLABY J130314-172514,-11.637398,-11.079163,-0.329800,0.016222,1,13.491,field
WALLABY J130314-172514,-11.667114,-11.085781,-0.320571,0.013007,1,14.262,field
WALLABY J130314-172514,-11.698209,-11.091475,-0.309717,0.005668,1,15.033,field
WALLABY J130314-172514,-11.729978,-11.106127,-0.307498,0.004216,1,15.803,field
WALLABY J130314-172514,-11.761981,-11.126814,-0.311225,0.005622,1,16.574,field
WALLABY J130314-172514,-11.793759,-11.147968,-0.315571,0.004223,1,17.345,field
WALLABY J130314-172514,-11.825155,-11.159845,-0.310875,0.009775,1,18.116,field
WALLABY J130314-172514,-11.855895,-11.264498,-0.399331,0.066340,1,18.887,field
WALLABY J132947-175747,-11.836752,-10.638982,0.216102,0.029659,1,2.372,field
WALLABY J132947-175747,-11.801927,-10.419060,0.417650,0.137548,1,3.956,field
WALLABY J132947-175747,-11.791454,-10.273759,0.557418,0.201214,1,5.540,field
WALLABY J132947-175747,-11.781457,-10.167203,0.658691,0.197439,1,7.124,field
WALLABY J132947-175747,-11.771971,-10.088717,0.732159,0.174305,1,8.707,field
WALLABY J132947-175747,-11.763665,-10.032781,0.783699,0.149320,1,10.291,field
WALLABY J132947-175747,-11.755575,-9.968460,0.843737,0.094079,1,11.875,field
WALLABY J132947-175747,-11.750499,-9.920964,0.888544,0.043974,1,13.459,field
WALLABY J132947-175747,-11.747094,-9.920108,0.887596,0.030890,1,15.042,field
WALLABY J132947-175747,-11.745975,-9.942153,0.864958,0.029778,1,16.626,field
WALLABY J132947-175747,-11.750046,-9.969909,0.839359,0.027962,1,18.210,field
WALLABY J132947-175747,-11.757077,-10.002242,0.810750,0.027485,1,19.793,field
WALLABY J132947-175747,-11.767221,-10.039202,0.779160,0.027951,1,21.377,field
WALLABY J132947-175747,-11.779027,-10.081278,0.743330,0.030100,1,22.961,field
WALLABY J132947-175747,-11.791939,-10.104176,0.727259,0.014589,1,24.545,field
WALLABY J132947-175747,-11.808215,-10.118965,0.721066,0.000702,1,26.128,field
WALLABY J132947-175747,-11.826757,-10.141721,0.708094,0.004196,1,27.712,field
WALLABY J132947-175747,-11.848314,-10.167623,0.693552,0.002803,1,29.297,field
WALLABY J132947-175747,-11.871535,-10.188737,0.684660,0.004895,1,30.881,field
WALLABY J132947-175747,-11.896077,-10.196582,0.689715,0.018239,1,32.464,field
WALLABY J132947-175747,-11.922943,-10.222446,0.677954,0.013155,1,34.048,field
WALLABY J132947-175747,-11.950767,-10.251589,0.663394,0.003500,1,35.632,field
WALLABY J130415-102023,-12.249133,-9.786971,1.283210,0.019294,1,11.297,field
WALLABY J130415-102023,-12.032219,-9.889560,1.067998,0.004697,1,14.524,field
WALLABY J130415-102023,-11.937547,-9.967654,0.940403,0.011801,1,17.748,field
WALLABY J130415-102023,-11.895344,-10.043021,0.842891,0.015427,1,20.973,field
WALLABY J130415-102023,-11.883404,-10.123298,0.756340,0.003297,1,24.200,field
WALLABY J130415-102023,-11.884008,-10.192775,0.687180,0.005965,1,27.424,field
WALLABY J130415-102023,-11.887734,-10.242921,0.638993,0.002615,1,30.649,field
WALLABY J130415-102023,-11.893966,-10.283755,0.601433,0.003725,1,33.873,field
WALLABY J130415-102023,-11.907412,-10.316963,0.575286,0.012572,1,37.100,field
WALLABY J130415-102023,-11.928475,-10.346162,0.557139,0.021275,1,40.325,field
WALLABY J130415-102023,-11.952675,-10.375181,0.540801,0.026277,1,43.549,field
WALLABY J130415-102023,-11.978508,-10.403673,0.525830,0.028383,1,46.776,field
WALLABY J130415-102023,-12.006547,-10.430807,0.513350,0.029050,1,50.001,field
WALLABY J130415-102023,-12.038241,-10.457223,0.503475,0.027211,1,53.225,field
WALLABY J130053-132655,-11.750493,-9.674921,1.134583,0.012940,1,3.979,field
WALLABY J130053-132655,-11.650888,-9.870784,0.885777,0.000523,1,6.632,field
WALLABY J130053-132655,-11.598760,-10.002317,0.726391,0.005146,1,9.283,field
WALLABY J130053-132655,-11.579013,-10.092088,0.626040,0.015097,1,11.935,field
WALLABY J130053-132655,-11.582572,-10.170256,0.549780,0.013945,1,14.588,field
WALLABY J130053-132655,-11.608750,-10.258360,0.475693,0.012676,1,17.239,field
WALLABY J130053-132655,-11.649915,-10.323538,0.432504,0.016792,1,19.891,field
WALLABY J130053-132655,-11.694323,-10.364752,0.414939,0.014034,1,22.542,field
WALLABY J130053-132655,-11.740935,-10.421133,0.383306,0.041988,1,25.195,field
WALLABY J130053-132655,-11.792486,-10.493912,0.337812,0.069592,1,27.847,field
WALLABY J130053-132655,-11.845491,-10.560515,0.299174,0.070718,1,30.498,field
WALLABY J130053-132655,-11.897159,-10.573834,0.313032,0.052578,1,33.151,field
WALLABY J130059-143042,-11.752012,-9.446898,1.363412,0.173554,1,4.084,field
WALLABY J130059-143042,-11.674943,-9.790283,0.979097,0.070617,1,6.806,field
WALLABY J130059-143042,-11.632275,-10.108086,0.638541,0.067123,1,9.528,field
WALLABY J130059-143042,-11.618724,-10.160563,0.578824,0.101049,1,12.249,field
WALLABY J130059-143042,-11.636189,-10.075252,0.673466,0.059052,1,14.972,field
WALLABY J130059-143042,-11.683488,-10.135091,0.638837,0.079042,1,17.693,field
WALLABY J130059-143042,-11.748506,-10.216988,0.591464,0.063089,1,20.414,field
WALLABY J130059-143042,-11.816285,-10.746700,0.097590,0.529140,1,23.135,field
WALLABY J130017-122041,-11.545036,-10.237612,0.462276,0.073365,1,2.462,field
WALLABY J130017-122041,-11.516928,-10.406148,0.278614,0.019713,1,4.104,field
WALLABY J130017-122041,-11.532423,-10.373552,0.319552,0.026078,1,5.744,field
WALLABY J130017-122041,-11.580352,-10.363797,0.355049,0.001749,1,7.385,field
WALLABY J130017-122041,-11.649981,-10.417516,0.338562,0.013466,1,9.027,field
WALLABY J130017-122041,-11.723737,-10.532294,0.263023,0.060086,1,10.667,field
WALLABY J131920-145037,-11.946289,-9.895250,1.017387,0.382018,1,4.277,field
WALLABY J131920-145037,-11.895664,-10.016622,0.869459,0.256696,1,7.128,field
WALLABY J131920-145037,-11.879738,-9.943334,0.934377,0.000464,1,9.978,field
WALLABY J131920-145037,-11.882462,-10.049664,0.829479,0.006472,1,12.828,field
WALLABY J131920-145037,-11.902487,-10.154589,0.735075,0.010380,1,15.680,field
WALLABY J131920-145037,-11.936625,-10.233746,0.673827,0.015213,1,18.530,field
WALLABY J131920-145037,-11.981631,-10.303996,0.627140,0.023034,1,21.380,field
WALLABY J131920-145037,-12.035967,-10.369448,0.590065,0.033538,1,24.229,field
WALLABY J131920-145037,-12.095796,-10.430503,0.560173,0.046857,1,27.081,field
WALLABY J131920-145037,-12.157014,-10.489886,0.532591,0.063298,1,29.931,field
WALLABY J125907-121329,-11.335829,-10.488120,0.098316,0.059571,1,2.037,field
WALLABY J125907-121329,-11.367765,-10.687248,-0.083357,0.013104,1,3.396,field
WALLABY J125907-121329,-11.461553,-10.879440,-0.224579,0.011844,1,4.753,field
WALLABY J125907-121329,-11.575864,-11.084461,-0.368021,0.112432,1,6.111,field
WALLABY J132148-131222,-11.496437,-9.962272,0.711442,0.081716,1,4.517,field
WALLABY J132148-131222,-11.473844,-10.178542,0.482968,0.016098,1,7.529,field
WALLABY J132148-131222,-11.492553,-10.314168,0.357449,0.004149,1,10.539,field
WALLABY J132148-131222,-11.543606,-10.408193,0.290926,0.023108,1,13.549,field
WALLABY J132148-131222,-11.626992,-10.489277,0.254528,0.028346,1,16.561,field
WALLABY J130221-154600,-11.918765,-9.846548,1.051660,0.223706,1,7.548,field
WALLABY J130221-154600,-11.899724,-10.171365,0.716848,0.009669,1,12.573,field
WALLABY J130221-154600,-11.925690,-10.346978,0.554862,0.012782,1,17.601,field
WALLABY J130221-154600,-11.966438,-10.395483,0.527704,0.000518,1,22.630,field
WALLABY J130221-154600,-12.012100,-10.408650,0.538407,0.001904,1,27.658,field
WALLABY J130221-154600,-12.061084,-10.420496,0.552110,0.015534,1,32.683,field
WALLABY J130221-154600,-12.111656,-10.461167,0.537756,0.023815,1,37.712,field
WALLABY J130221-154600,-12.163708,-10.839801,0.186148,0.330831,1,42.740,field
WALLABY J131035-214450,-11.422355,-10.303904,0.329706,0.006212,1,4.593,field
WALLABY J131035-214450,-11.414005,-10.377399,0.251676,0.029680,1,7.651,field
WALLABY J131035-214450,-11.462896,-10.372453,0.283135,0.023475,1,10.710,field
WALLABY J131035-214450,-11.550590,-10.403081,0.299792,0.040212,1,13.770,field
WALLABY J131035-214450,-11.657500,-10.447719,0.312367,0.055523,1,16.830,field
WALLABY J130213-145817,-11.714595,-9.595121,1.195343,0.209389,1,7.564,field
WALLABY J130213-145817,-11.687309,-10.032042,0.743919,0.011423,1,12.608,field
WALLABY J130213-145817,-11.710442,-10.225523,0.562735,0.045842,1,17.649,field
WALLABY J130213-145817,-11.770734,-10.330299,0.489923,0.007682,1,22.689,field
WALLABY J130213-145817,-11.846654,-10.504789,0.355512,0.009026,1,27.733,field
WALLABY J130213-145817,-11.916330,-10.673800,0.223131,0.014832,1,32.774,field
WALLABY J130213-145817,-11.976395,-10.746675,0.181722,0.002403,1,37.814,field
WALLABY J130213-145817,-12.037053,-10.833454,0.126626,0.074201,1,42.855,field
WALLABY J133314-160715,-12.053075,-9.548240,1.420192,0.021339,1,9.565,field
WALLABY J133314-160715,-11.946052,-9.621550,1.290963,0.055727,1,15.942,field
WALLABY J133314-160715,-11.897430,-9.688017,1.198992,0.021033,1,22.314,field
WALLABY J133314-160715,-11.894047,-9.839020,1.046211,0.015524,1,28.686,field
WALLABY J133314-160715,-11.923694,-9.927597,0.973196,0.013606,1,35.059,field
WALLABY J133314-160715,-11.978763,-10.015615,0.914020,0.007420,1,41.435,field
WALLABY J133314-160715,-12.044575,-10.122139,0.841863,0.045551,1,47.808,field
WALLABY J130947-101916,-11.877220,-10.219814,0.656572,0.436499,1,1.878,field
WALLABY J130947-101916,-11.875229,-9.978818,0.896522,0.021564,1,3.130,field
WALLABY J130947-101916,-11.888630,-10.013328,0.869057,0.011379,1,4.381,field
WALLABY J130947-101916,-11.889745,-10.083858,0.799113,0.002903,1,5.632,field
WALLABY J130947-101916,-11.893062,-10.181991,0.702723,0.030129,1,6.884,field
WALLABY J130947-101916,-11.916485,-10.305202,0.591809,0.088027,1,8.136,field
WALLABY J130225-174046,-11.982086,-9.660972,1.270401,0.423865,1,7.231,field
WALLABY J130225-174046,-11.960917,-9.924515,0.995783,0.024368,1,12.046,field
WALLABY J130225-174046,-11.968049,-10.069389,0.854642,0.032582,1,16.864,field
WALLABY J130225-174046,-11.993227,-10.138230,0.798969,0.000787,1,21.681,field
WALLABY J130225-174046,-12.029605,-10.217144,0.739050,0.002340,1,26.499,field
WALLABY J130225-174046,-12.079658,-10.290817,0.691461,0.005077,1,31.314,field
WALLABY J130225-174046,-12.135414,-10.346354,0.664912,0.013953,1,36.131,field
WALLABY J130225-174046,-12.196119,-10.398778,0.643971,0.012375,1,40.949,field
WALLABY J131702-104612,-11.568965,-9.939498,0.773241,0.182605,1,4.412,field
WALLABY J131702-104612,-11.563402,-10.130690,0.579063,0.044234,1,7.354,field
WALLABY J131702-104612,-11.607740,-10.264771,0.468742,0.002644,1,10.295,field
WALLABY J131702-104612,-11.685396,-10.373879,0.401064,0.014543,1,13.235,field
WALLABY J131702-104612,-11.785935,-10.445337,0.382924,0.020773,1,16.177,field
WALLABY J130203-145302,-11.690953,-9.964575,0.813325,0.056038,1,2.093,field
WALLABY J130203-145302,-11.704652,-10.090290,0.694892,0.031585,1,3.488,field
WALLABY J130203-145302,-11.765213,-10.182329,0.634971,0.011348,1,4.882,field
WALLABY J130203-145302,-11.843348,-10.269882,0.588677,0.012773,1,6.277,field
WALLABY J130203-145302,-11.929380,-10.370795,0.532980,0.014707,1,7.672,field
WALLABY J130203-145302,-12.014401,-10.496845,0.451414,0.071769,1,9.066,field
WALLABY J133103-150604,-11.607022,-10.253741,0.479388,0.017976,1,6.568,field
WALLABY J133103-150604,-11.616099,-10.278996,0.458988,0.008471,1,10.947,field
WALLABY J133103-150604,-11.682991,-10.323678,0.449986,0.035950,1,15.323,field
WALLABY J133103-150604,-11.779223,-10.351996,0.472716,0.094573,1,19.699,field
WALLABY J133103-150604,-11.888824,-10.366672,0.515815,0.168663,1,24.075,field
WALLABY J125939-145813,-11.967082,-9.882086,1.041439,0.258509,1,7.687,field
WALLABY J125939-145813,-11.955065,-10.183319,0.733915,0.029672,1,12.812,field
WALLABY J125939-145813,-11.976259,-10.307538,0.620788,0.021044,1,17.934,field
WALLABY J125939-145813,-12.016257,-10.346434,0.602794,0.027174,1,23.056,field
WALLABY J125939-145813,-12.071178,-10.432159,0.545704,0.021315,1,28.182,field
WALLABY J125939-145813,-12.134461,-10.584279,0.426491,0.026546,1,33.304,field
WALLABY J132529-201001,-12.142776,-10.942064,0.073024,0.055912,1,12.655,field
WALLABY J132529-201001,-12.059315,-10.809365,0.162319,0.146925,1,21.103,field
WALLABY J132529-201001,-12.041712,-10.703772,0.258737,0.070496,1,29.551,field
WALLABY J132529-201001,-12.079661,-10.739823,0.242457,0.058857,1,37.999,field
WALLABY J130235-113803,-11.798710,-10.422047,0.412965,0.006547,1,5.426,field
WALLABY J130235-113803,-11.827009,-10.484845,0.365102,0.014537,1,9.045,field
WALLABY J130235-113803,-11.894364,-10.566148,0.319249,0.008433,1,12.661,field
WALLABY J130235-113803,-11.971591,-10.643788,0.282096,0.008133,1,16.277,field
WALLABY J130235-113803,-12.054689,-10.726101,0.243173,0.008896,1,19.896,field
WALLABY J130235-113803,-12.142727,-10.775485,0.239578,0.038586,1,23.512,field
WALLABY J125956-192430,-11.992994,-11.083872,-0.146795,0.316723,1,1.288,field
WALLABY J125956-192430,-11.996957,-11.160018,-0.220871,0.288177,1,2.145,field
WALLABY J125956-192430,-12.023624,-11.282112,-0.329038,0.193458,1,3.003,field
WALLABY J125956-192430,-12.062918,-11.367876,-0.394314,0.115299,1,3.861,field
WALLABY J125956-192430,-12.124998,-11.410083,-0.404227,0.076640,1,4.719,field
WALLABY J125956-192430,-12.198989,-11.422658,-0.378423,0.071531,1,5.577,field
WALLABY J125956-192430,-12.274800,-11.431951,-0.348508,0.125000,1,6.435,field
WALLABY J130223-122031,-11.716710,-9.852960,0.938627,0.011208,1,7.992,field
WALLABY J130223-122031,-11.682775,-10.029361,0.744188,0.013295,1,13.320,field
WALLABY J130223-122031,-11.730500,-10.191977,0.606929,0.004065,1,18.646,field
WALLABY J130223-122031,-11.838796,-10.327685,0.528476,0.027944,1,23.971,field
WALLABY J130148-114530,-11.704738,-10.295942,0.489286,0.018804,1,9.240,field
WALLABY J130148-114530,-11.729145,-10.406650,0.391537,0.017181,1,15.401,field
WALLABY J130148-114530,-11.801576,-10.564242,0.272284,0.005803,1,21.559,field
WALLABY J130148-114530,-11.900685,-10.677875,0.210842,0.014260,1,27.716,field
WALLABY J130815-210002,-12.074852,-10.431710,0.548067,0.155736,1,2.563,field
WALLABY J130815-210002,-12.064471,-10.415982,0.558388,0.138046,1,4.269,field
WALLABY J130815-210002,-12.093302,-10.481643,0.507735,0.074610,1,5.977,field
WALLABY J130815-210002,-12.141403,-10.586336,0.428040,0.005539,1,7.684,field
WALLABY J130815-210002,-12.205177,-10.661378,0.386062,0.034962,1,9.392,field
WALLABY J130815-210002,-12.287654,-10.712299,0.377781,0.009592,1,11.098,field
WALLABY J133138-232047,-11.620793,-10.619021,0.121472,0.030722,1,11.734,field
WALLABY J133138-232047,-11.663891,-10.709204,0.054289,0.027193,1,19.566,field
WALLABY J133138-232047,-11.780744,-10.784063,0.041453,0.057464,1,27.399,field
WALLABY J133138-232047,-11.930757,-10.851551,0.052946,0.037917,1,35.232,field
WALLABY J131739-213708,-11.849814,-10.526732,0.335233,0.010740,1,4.562,field
WALLABY J131739-213708,-11.866064,-10.610819,0.259700,0.019480,1,7.600,field
WALLABY J131739-213708,-11.940282,-10.719916,0.189574,0.025256,1,10.639,field
WALLABY J131739-213708,-12.035437,-10.843445,0.115792,0.034610,1,13.679,field
WALLABY J133103-160750,-12.134693,-9.840129,1.170763,0.148716,1,9.106,field
WALLABY J133103-160750,-12.105249,-10.186937,0.808655,0.001493,1,15.177,field
WALLABY J133103-160750,-12.125527,-10.304581,0.701549,0.001445,1,21.243,field
WALLABY J133103-160750,-12.176127,-10.334537,0.697852,0.028147,1,27.310,field
WALLABY J133103-160750,-12.249595,-10.389284,0.681135,0.023727,1,33.376,field
WALLABY J133103-160750,-12.335914,-10.500412,0.614559,0.021261,1,39.447,field
WALLABY J132017-144841,-12.014658,-10.101142,0.847251,0.193203,1,4.527,field
WALLABY J132017-144841,-12.031858,-10.423582,0.533788,0.038934,1,7.546,field
WALLABY J132017-144841,-12.085211,-10.531557,0.453611,0.077188,1,10.563,field
WALLABY J132017-144841,-12.157665,-10.519925,0.502889,0.016214,1,13.579,field
WALLABY J132017-144841,-12.244007,-10.447457,0.620075,0.138769,1,16.598,field
WALLABY J132017-144841,-12.341117,-10.342244,0.775408,0.260210,1,19.615,field
WALLABY J132202-201335,-11.848088,-10.599059,0.261997,0.016354,1,2.941,field
WALLABY J132202-201335,-11.872332,-10.609335,0.264481,0.019935,1,4.905,field
WALLABY J132202-201335,-11.958513,-10.610351,0.308688,0.055416,1,6.869,field
WALLABY J132202-201335,-12.077838,-10.704029,0.277302,0.168038,1,8.832,field
WALLABY J104311-261500,-11.860015,-9.731074,1.136262,0.040148,1,7.063,field
WALLABY J104311-261500,-11.813157,-9.965533,0.877106,0.005256,1,11.771,field
WALLABY J104311-261500,-11.817763,-10.128021,0.717049,0.002678,1,16.480,field
WALLABY J104311-261500,-11.860508,-10.242538,0.625057,0.008533,1,21.188,field
WALLABY J104311-261500,-11.931339,-10.332387,0.572415,0.009911,1,25.897,field
WALLABY J104311-261500,-12.018296,-10.409908,0.540385,0.002265,1,30.605,field
WALLABY J104339-285157,-12.131410,-9.888588,1.120599,0.171354,1,5.418,field
WALLABY J104339-285157,-12.125495,-10.265261,0.740853,0.032484,1,9.031,field
WALLABY J104339-285157,-12.158450,-10.400860,0.622362,0.017442,1,12.643,field
WALLABY J104339-285157,-12.222605,-10.442899,0.613562,0.031644,1,16.255,field
WALLABY J104339-285157,-12.282775,-10.540444,0.547117,0.035293,1,19.867,field
WALLABY J104339-285157,-12.339547,-10.686613,0.430230,0.024898,1,23.480,field
WALLABY J104309-300301,-11.678808,-10.265777,0.505660,0.010465,1,4.982,field
WALLABY J104309-300301,-11.661225,-10.365362,0.396710,0.006612,1,8.303,field
WALLABY J104309-300301,-11.686696,-10.502447,0.273188,0.007361,1,11.624,field
WALLABY J104309-300301,-11.745832,-10.623118,0.183917,0.039783,1,14.945,field
WALLABY J104309-300301,-11.836727,-10.812159,0.042912,0.031687,1,18.266,field
WALLABY J104059-270456,-11.779363,-9.985050,0.839737,0.009613,1,7.387,field
WALLABY J104059-270456,-11.750200,-10.088655,0.720694,0.016286,1,12.312,field
WALLABY J104059-270456,-11.769038,-10.171508,0.647816,0.002753,1,17.237,field
WALLABY J104059-270456,-11.822373,-10.248228,0.599274,0.027406,1,22.162,field
WALLABY J104059-270456,-11.906343,-10.321347,0.570341,0.050019,1,27.086,field
WALLABY J104016-274630,-11.695299,-9.666838,1.113373,0.058249,1,6.189,field
WALLABY J104016-274630,-11.598973,-9.878044,0.850777,0.009731,1,10.315,field
WALLABY J104016-274630,-11.572838,-10.038678,0.676139,0.000860,1,14.441,field
WALLABY J104016-274630,-11.596523,-10.166521,0.560989,0.005714,1,18.567,field
WALLABY J104016-274630,-11.655070,-10.291862,0.466929,0.001837,1,22.693,field
WALLABY J104016-274630,-11.734285,-10.390997,0.409916,0.008525,1,26.819,field
WALLABY J104016-274630,-11.821852,-10.552908,0.294319,0.049406,1,30.945,field
WALLABY J104000-292445,-11.867409,-10.496694,0.374532,0.028572,1,5.874,field
WALLABY J104000-292445,-11.881512,-10.599137,0.279506,0.037851,1,9.791,field
WALLABY J104000-292445,-11.951574,-10.689332,0.226074,0.026151,1,13.707,field
WALLABY J104000-292445,-12.053248,-10.789187,0.179336,0.003696,1,17.623,field
WALLABY J103918-265030,-12.057691,-9.724185,1.246653,0.048920,1,4.783,field
WALLABY J103918-265030,-12.019414,-9.970309,0.980567,0.019266,1,7.972,field
WALLABY J103918-265030,-12.036249,-10.093724,0.865936,0.019290,1,11.161,field
WALLABY J103918-265030,-12.098431,-10.200266,0.791780,0.002599,1,14.350,field
WALLABY J104004-301606,-11.588496,-10.053023,0.670188,0.007232,1,5.281,field
WALLABY J104004-301606,-11.635926,-10.171362,0.577215,0.039802,1,8.802,field
WALLABY J104004-301606,-11.739041,-10.279187,0.524248,0.050985,1,12.323,field
WALLABY J104004-301606,-11.867096,-10.870118,0.000944,0.704926,1,15.844,field
WALLABY J103915-301757,-11.940412,-9.428258,1.481300,0.197391,1,5.895,field
WALLABY J103915-301757,-11.897470,-9.867586,1.019443,0.012849,1,9.826,field
WALLABY J103915-301757,-11.891149,-10.041567,0.842141,0.018132,1,13.756,field
WALLABY J103915-301757,-11.904594,-10.111793,0.778977,0.015646,1,17.686,field
WALLABY J103915-301757,-11.934280,-10.202333,0.704011,0.013160,1,21.617,field
WALLABY J103915-301757,-11.967549,-10.286423,0.637346,0.001291,1,25.547,field
WALLABY J103915-301757,-12.005921,-10.343851,0.599980,0.013692,1,29.477,field
WALLABY J103915-301757,-12.054866,-10.388000,0.581366,0.013109,1,33.408,field
WALLABY J103818-285307,-11.689320,-10.033767,0.743263,0.070308,1,6.826,field
WALLABY J103818-285307,-11.695284,-10.245718,0.534485,0.007382,1,11.377,field
WALLABY J103818-285307,-11.752894,-10.342814,0.467963,0.012790,1,15.928,field
WALLABY J103818-285307,-11.840291,-10.460136,0.396812,0.000587,1,20.479,field
WALLABY J103651-260227,-11.840658,-10.421883,0.435259,0.033051,1,3.695,field
WALLABY J103651-260227,-11.873649,-10.480317,0.394193,0.050385,1,6.159,field
WALLABY J103651-260227,-11.947026,-10.554985,0.358039,0.049432,1,8.623,field
WALLABY J103651-260227,-12.039103,-10.653102,0.308046,0.015937,1,11.086,field
WALLABY J103702-273359,-11.924957,-9.485944,1.415511,0.153449,1,4.447,field
WALLABY J103702-273359,-11.897406,-9.468338,1.418658,0.023358,1,7.411,field
WALLABY J103702-273359,-11.914943,-9.592631,1.303571,0.005163,1,10.375,field
WALLABY J103702-273359,-11.966746,-9.673980,1.249368,0.021766,1,13.340,field
WALLABY J103702-273359,-12.044276,-9.719214,1.244632,0.063904,1,16.304,field
WALLABY J103523-281855,-12.029417,-9.712664,1.243432,0.059458,1,5.139,field
WALLABY J103523-281855,-11.976083,-9.906720,1.021514,0.027833,1,8.565,field
WALLABY J103523-281855,-11.976289,-10.101197,0.827144,0.009132,1,11.991,field
WALLABY J103523-281855,-12.001836,-10.243962,0.697735,0.007383,1,15.417,field
WALLABY J103523-281855,-12.036912,-10.336402,0.623604,0.004245,1,18.843,field
WALLABY J103523-281855,-12.080339,-10.404190,0.578442,0.000000,1,22.269,field
WALLABY J103523-281855,-12.138709,-10.469510,0.543466,0.012181,1,25.695,field
WALLABY J103244-283639,-12.262273,-9.526823,1.550149,0.271195,1,5.637,field
WALLABY J103244-283639,-12.235830,-9.646452,1.416851,0.023090,1,9.395,field
WALLABY J103244-283639,-12.254929,-9.782788,1.290389,0.008058,1,13.153,field
WALLABY J103244-283639,-12.293698,-9.908200,1.185000,0.011289,1,16.911,field
WALLABY J100342-270137,-11.648276,-9.976327,0.778841,0.240169,1,1.495,field
WALLABY J100342-270137,-11.602162,-10.014057,0.716471,0.145939,1,2.493,field
WALLABY J100342-270137,-11.582464,-10.104714,0.615264,0.073641,1,3.491,field
WALLABY J100342-270137,-11.582095,-10.227223,0.492557,0.041224,1,4.489,field
