PlateIFU	MaNGAId	RAJ2000	DEJ2000	NSAz	NSAzdist	NSAsth50	NSAeth50r	NSAsMass	NSAeMass	NSAsn	z	zmin	zmax	MnGtarg1
"8549-3703  "	"1-134239"	241.416442	46.846561	0.057109	0.057607	4.8975	5.29078	4.2046001E10	2.27980001E10	5.64896	0.057109	0.026492	0.036798	2080
"8548-1901  "	"1-92638"	242.28393	47.636082	0.038085	0.038599	1.32693	1.55545	2.8630999E9	2.66449997E9	2.92113	0.038085	0.017119	0.025016	2336
"8548-3701  "	"1-92635"	242.422202	47.736516	0.094097	0.094613	3.34726	3.40658	9.9965002E10	7.1065002E10	4.78379	0.094097	0.033786	0.060369	2080
"8548-9101  "	"1-92615"	242.580425	47.913201	0.097554	0.098073	4.8975	4.27725	1.16520002E11	7.9056003E10	6.0	0.097554	0.036235	0.06677	2208
"8548-3703  "	"1-92537"	243.043998	47.906433	0.093673	0.094195	6.61373	5.76375	1.41089997E11	1.28999997E11	6.0	0.093673	0.06004	0.104775	1040
"8548-1902  "	"1-92519"	243.339963	48.155024	0.020067	0.020613	3.16034	3.48195	1.31219994E9	1.14339994E9	1.94327	0.020067	0.015231	0.023942	1168
"8548-3702  "	"1-92526"	243.326814	48.391806	0.0199	0.020441	3.60608	4.25658	5.4489997E8	5.4806003E8	1.24671	0.0199	0.014911	0.023769	1168
"8548-6103  "	"1-92502"	243.472258	48.296701	0.020258	0.020809	6.03505	6.53904	2.47870003E9	2.1545001E9	1.11461	0.020258	0.018296	0.02575	1040
"8482-9101  "	"1-92626"	241.799551	48.572563	0.043419	0.043939	7.56699	7.62083	7.6033999E10	4.4395999E10	5.08628	0.043419	0.029232	0.045686	1040
"8482-1902  "	"1-92547"	243.102565	48.529886	0.057811	0.058341	3.49368	4.1617	3.14499994E10	2.59569992E10	3.38877	0.057811	0.026256	0.036161	2080
"8482-6101  "	"1-92771"	243.425165	48.899223	0.085279	0.085814	3.29029	3.37071	9.0310001E10	7.1990002E10	5.58511	0.085279	0.03315	0.058541	2080
"8482-3701  "	"1-92774"	243.407715	49.069409	0.055171	0.055708	2.58604	2.48447	2.84529992E10	2.31890002E10	6.0	0.055171	0.025473	0.034251	2080
"8482-6103  "	"1-542414"	243.491999	49.189613	0.060054	0.060594	7.28949	6.13713	1.11200002E11	8.1298997E10	6.0	0.060054	0.035708	0.06547	1040
"8482-9102  "	"1-92744"	242.95588	49.228713	0.058043	0.058579	3.64729	4.35633	3.07129999E10	2.70699991E10	3.25685	0.058043	0.026354	0.036422	2080
"8486-3703  "	"1-133945"	238.881358	47.67731	0.018325	0.018835	4.15835	4.45846	9.124E8	9.0555002E8	2.01397	0.018325	0.011847	0.022174	1168
"8486-1901  "	"1-134004"	238.448582	47.404958	0.01856	0.019089	2.32317	2.74306	1.72729997E9	1.68430003E9	1.388	0.01856	0.015065	0.023852	1168
"8486-9101  "	"1-133976"	238.718473	47.880892	0.018294	0.018792	6.06968	7.11674	1.9644E9	1.7296E9	1.29717	0.018294	0.015543	0.024113	1168
"8486-9102  "	"1-133941"	239.03059	48.030876	0.018905	0.019422	6.10452	6.9901	2.4446999E9	2.53070003E9	2.13754	0.018905	0.017003	0.024947	1040
"8486-6104  "	"1-133922"	239.19569	47.995521	0.017472	0.017913	4.42421	5.85332	3.78339994E9	3.5536E9	1.43933	0.017472	0.017546	0.025275	1600
"8486-1902  "	"1-133987"	239.334163	48.207262	0.019543	0.02008	2.77124	2.80256	8.6185001E9	6.64E9	6.0	0.019543	0.019997	0.02696	1040
"8486-6103  "	"1-133948"	238.891299	48.022392	0.019519	0.020056	5.11217	5.78962	3.35619994E9	2.7657001E9	2.07747	0.019519	0.016906	0.02489	1552
"8486-6102  "	"1-134020"	238.046894	48.043916	0.019327	0.019862	5.00199	6.70244	2.08099994E9	2.0572E9	0.756162	0.019327	0.015677	0.024188	1168
"8967-1901  "	"7-12864603"	242.0766	50.671104					-9999.0	-9999.0					0
"8551-1902  "	"1-247373"	234.591708	45.801944	0.021351	0.021787	1.73157	2.02146	2.7128E8	6.1927002E8	3.04405	0.021351	0.012427	0.022469	1040
"8551-3703  "	"1-247628"	235.018758	46.105943	0.036558	0.037001	4.36996	4.71366	3.8701998E10	2.98580009E10	6.0	0.036558	0.026588	0.037064	1168
"8551-3702  "	"1-576431"	234.614074	46.308353	0.075443	0.075885	10.2759	6.43845	1.16620001E11	9.1642003E10	6.0	0.075443	0.041679	0.078334	1040
"8485-12702 "	"1-209151"	234.604593	48.055914	0.018525	0.019045	9.82938	9.12059	9.4956E8	8.2308998E8	1.47161	0.018525	0.012835	0.022678	1168
"8486-12703 "	"1-633225"	236.02959	47.29463	0.019862	0.020392	9.03344	12.3487	1.42649997E9	1.4912E9	0.613535	0.019862	0.015483	0.02408	1168
"8486-3704  "	"1-209607"	236.2993	47.049722	0.115634	0.116097	2.7697	3.09907	1.12690004E11	8.8477E10	6.0	0.115634	0.038968	0.072948	2048
"8486-12702 "	"1-209533"	235.915586	47.667443	0.037886	0.038353	6.54693	6.59585	1.88889997E9	1.64540006E9	1.44461	0.037886	0.017434	0.025206	2080
"8486-12701 "	"1-209537"	235.798401	47.753648	0.038175	0.038643	10.3648	11.2525	1.49900001E11	5.2680999E10	6.0	0.038175	0.030282	0.049354	1040
"8486-3701  "	"1-209049"	236.092836	47.853581	0.128998	0.129469	3.1437	2.98779	1.56049998E11	1.14619998E11	6.0	0.128998	0.048596	0.089848	2080
"8485-3704  "	"1-209108"	235.580605	47.943528	0.03719	0.037659	3.69298	4.92781	2.5265001E9	2.3704E9	0.590427	0.03719	0.017157	0.025039	2336
"8485-3703  "	"1-209109"	235.574805	48.215661	0.034513	0.034985	7.07054	6.85604	5.4229E10	3.8968001E10	5.74246	0.034513	0.028077	0.041689	1040
"8486-3702  "	"1-209078"	235.774935	48.378798	0.038103	0.038579	1.96197	2.347	2.64289997E9	2.6592E9	2.66461	0.038103	0.016724	0.024783	2336
"8485-12705 "	"1-209111"	235.410126	48.274017	0.037963	0.038434	3.88261	5.12538	2.9345001E9	2.29820006E9	1.37641	0.037963	0.017733	0.025391	2336
"8485-1902  "	"1-209113"	235.579767	48.465725	0.037888	0.038363	1.97579	1.98254	2.1702999E9	3.48099994E9	5.99644	0.037888	0.017712	0.025378	2080
"8485-12703 "	"1-633196"	235.491277	48.556938	0.038086	0.038562	10.1122	10.0444	8.4211999E10	6.0345E10	3.70381	0.038086	0.03141	0.053147	1040
"8485-3701  "	"1-247348"	232.872447	47.84567	0.037299	0.037748	2.21904	2.29226	2.0672E9	2.14919987E9	6.0	0.037299	0.016901	0.024887	2080
"8485-3702  "	"1-209198"	233.725461	47.761799	0.022968	0.023421	4.43022	4.9212	2.1726999E9	2.3870999E9	0.63866	0.022968	0.018718	0.02603	1168
"8485-6102  "	"1-209175"	233.86539	47.991713	0.03757	0.038028	3.01374	3.95791	1.43070003E9	1.20750003E9	1.37479	0.03757	0.016529	0.02467	2336
"8485-9102  "	"1-209199"	234.111534	47.854787	0.026196	0.026653	7.00325	7.93118	2.0720001E10	1.60760003E10	2.26046	0.026196	0.024633	0.032527	1040
"8485-12701 "	"1-209191"	233.319218	48.119651	0.023425	0.02388	10.1009	9.6476	1.53849997E9	1.60579994E9	2.36417	0.023425	0.017146	0.025032	1168
"8485-6101  "	"1-247331"	232.544897	47.821075	0.036361	0.036807	2.90443	3.23036	2.92049997E9	2.56819994E9	0.965808	0.036361	0.017659	0.025345	2080
"8485-1901  "	"1-209232"	232.544704	48.690201	0.040745	0.041201	1.32995	1.33067	4.25939994E9	3.6768E9	3.29617	0.040745	0.018448	0.025849	2336
"8485-9101  "	"1-209266"	233.107503	48.833285	0.074308	0.074771	7.04344	7.73058	1.90120002E11	1.22290004E11	6.0	0.074308	0.057307	0.101536	1040
"8485-12704 "	"1-209287"	233.685218	48.731522	0.041072	0.041537	5.44272	6.68045	1.88659994E9	1.60419994E9	1.97981	0.041072	0.018513	0.025892	2336
"8485-6103  "	"1-209221"	233.032754	49.124825	0.024994	0.025459	4.67031	6.2681	7.0227999E9	6.6354002E9	1.09331	0.024994	0.020589	0.027443	1168
"8485-6104  "	"1-209296"	235.059967	48.591532	0.06577	0.066242	3.38579	3.44151	5.5784002E10	4.2340999E10	4.05842	0.06577	0.02874	0.043963	2048
"8966-6103  "	"3-156661776"	242.10031	51.156456					-9999.0	-9999.0					0
"8920-12701 "	"3-156577570"	241.67079	51.147468					-9999.0	-9999.0					0
"9011-1901  "	"3-156661987"	241.61973	51.749115					-9999.0	-9999.0					0
"9011-6103  "	"7-12804229"	241.70036	51.849835					-9999.0	-9999.0					0
"8481-3704  "	"1-91550"	240.186697	53.775531	0.110132	0.110697	4.36063	4.83362	1.43199994E11	9.0102997E10	6.0	0.110132	0.039845	0.074761	2080
"8978-3702  "	"1-569098"	247.919084	42.448747	0.07142	0.07192	2.61883	2.67066	6.4248001E10	4.3335999E10	6.0	0.07142	0.028892	0.044496	2048
"9029-12703 "	"1-94514"	248.241178	42.52467	0.061447	0.061951	7.54413	8.19173	1.14819998E11	8.2754003E10	6.0	0.061447	0.038037	0.070939	1040
"9026-1902  "	"1-94773"	249.302427	44.085511	0.032652	0.033181	2.23515	2.30317	7.9770998E9	7.2432E9	3.34778	0.032652	0.020725	0.027559	4160
"9029-6104  "	"1-134695"	247.216031	42.766888	0.030444	0.030942	4.13646	5.64757	2.67729997E9	2.54110003E9	1.51965	0.030444	0.016247	0.024508	4672
"9029-12704 "	"1-135285"	247.216953	42.812011	0.031576	0.032075	8.60542	10.1204	3.38989998E10	2.84489994E10	1.98647	0.031576	0.026968	0.03816	1040
"8555-6102  "	"1-134994"	246.881871	43.406264	0.129686	0.130188	3.17706	3.37148	1.26500004E11	1.04030003E11	3.68069	0.129686	0.044718	0.083721	2080
"8555-9102  "	"1-93903"	247.292429	43.76319	0.045967	0.046477	3.91068	4.2768	7.5187E9	5.8752E9	1.12632	0.045967	0.021848	0.028626	2336
"9026-12701 "	"1-93793"	249.074531	44.135716	0.03134	0.031868	7.999	8.87825	6.2342001E10	5.2743E10	2.73932	0.03134	0.030298	0.049409	1040
"9026-12704 "	"1-94765"	249.274646	44.269753	0.057963	0.058493	8.55632	9.20931	9.7022001E10	6.8443001E10	6.0	0.057963	0.033446	0.059403	1040
"9026-3702  "	"1-94786"	249.258211	44.335605	0.031173	0.031704	5.22605	4.9603	2.7542999E10	1.9337001E10	6.0	0.031173	0.02481	0.032865	1040
"9026-6101  "	"1-94794"	249.233992	44.379019	0.030088	0.030619	4.93962	6.15215	1.35710003E10	1.24839997E10	1.60544	0.030088	0.023352	0.030446	4288
"9026-1901  "	"1-594582"	248.945556	44.415581	0.030992	0.031521	2.74062	3.38914	2.08039997E10	1.9407999E10	3.12666	0.030992	0.024624	0.032512	1168
"8484-9102  "	"1-634055"	248.76616	44.542431	0.057046	0.057576	7.6297	7.32892	7.8411997E10	5.6438002E10	6.0	0.057046	0.030574	0.050356	4160
"8484-3704  "	"1-94063"	249.028443	44.602754	0.030394	0.030927	9.11225	12.9041	2.28430008E10	2.15740006E10	0.987267	0.030394	0.025474	0.034254	1168
"9026-12702 "	"1-94748"	249.525082	43.826118	0.030276	0.030804	7.89754	10.1653	6.7314002E9	5.7066998E9	1.0161	0.030276	0.021255	0.028037	4096
"9026-6102  "	"1-94746"	249.856622	44.065436	0.022517	0.02305	6.17767	6.70916	1.156E9	9.6176E8	0.784784	0.022517	0.01628	0.024527	1168
"9026-3703  "	"1-94783"	249.344353	44.347123	0.030687	0.031219	4.82783	4.90392	1.35489997E10	1.25970002E10	1.38422	0.030687	0.024183	0.031728	1168
"9026-9101  "	"1-94784"	249.318419	44.41823	0.03142	0.031952	6.84476	7.48254	5.2704002E10	4.2412999E10	3.99807	0.03142	0.029166	0.045457	1040
"9026-6103  "	"1-94785"	249.390916	44.870786	0.031716	0.032254	3.90656	5.41696	1.35699999E10	1.30689997E10	1.43887	0.031716	0.02306	0.030048	4288
"9026-12703 "	"1-568997"	249.838947	45.099204	0.072191	0.072735	6.17479	6.32509	6.5936998E10	3.8521999E10	3.94461	0.072191	0.029979	0.048305	2592
"8555-3701  "	"1-134964"	246.76069	43.4761	0.046235	0.046737	3.91068	4.08391	5.2338999E10	3.9941001E10	3.82331	0.046235	0.028884	0.044467	4224
"8555-6103  "	"1-93872"	247.097142	43.957613	0.139743	0.140253	6.01679	6.62929	2.50659996E11	1.95600007E11	4.04712	0.139743	0.139167	0.15	1024
"8555-6104  "	"1-93908"	247.331871	43.863382	0.047176	0.047687	5.41326	5.67642	7.5717001E10	5.8265002E10	4.58651	0.047176	0.031474	0.053356	1040
"8555-3703  "	"1-93858"	247.296154	43.921071	0.04706	0.047571	2.22962	2.77729	2.10959995E10	1.54160005E10	6.0	0.04706	0.024045	0.031499	2080
"8484-3701  "	"1-93861"	247.413175	44.282698	0.033016	0.033532	7.98845	9.57739	5.6499999E9	3.424E9	1.83626	0.033016	0.02146	0.028234	4608
"8484-3703  "	"1-94009"	247.672268	44.513466	0.031608	0.032129	7.54413	8.75513	1.68889999E10	1.45249997E10	0.806873	0.031608	0.024727	0.032705	1168
"8555-3704  "	"1-93876"	246.942944	44.177521	0.139404	0.139915	4.28922	4.27419	1.27970001E11	1.11610003E11	6.0	0.139404	0.049841	0.091674	2080
"8484-9101  "	"1-93876"	246.942944	44.177521	0.139404	0.139915	4.28922	4.27419	1.27970001E11	1.11610003E11	6.0	0.139404	0.049841	0.091674	2080
"8484-6101  "	"1-93835"	248.055742	44.403296	0.031048	0.031571	6.35402	8.60775	1.54200003E10	1.52990003E10	1.19325	0.031048	0.023683	0.030929	4288
"8484-1901  "	"1-94029"	248.433183	45.012494	0.031725	0.032258	2.66924	2.67146	1.54049997E10	1.16659999E10	6.0	0.031725	0.022384	0.029214	4224
"8484-1902  "	"1-94066"	248.691717	45.324312	0.024731	0.025269	11.9244	12.5366	1.45190001E10	1.06540001E10	0.941356	0.024731	0.024237	0.03182	1040
"8484-3702  "	"1-94027"	247.730865	45.880049	0.032686	0.033222	3.66363	4.95136	2.31829996E10	1.8992001E10	2.4843	0.032686	0.025207	0.033672	1168
"8484-12704 "	"1-94139"	249.062035	45.629017	0.058325	0.058869	4.69165	5.82531	2.72189993E10	2.53309993E10	1.28936	0.058325	0.026444	0.036666	2080
"8484-12703 "	"1-574355"	248.788259	46.213895	0.030781	0.031329	17.4025	20.7057	8.1388003E10	5.0992001E10	2.14135	0.030781	0.03378	0.060352	4160
"8484-6104  "	"1-94136"	248.737041	46.447011	0.018076	0.018612	5.44433	5.63706	6.5926003E8	4.22369984E8	0.996127	0.018076	0.014204	0.023391	1168
"8484-6103  "	"1-93252"	245.712748	45.741994	0.024544	0.025062	6.8057	8.27014	5.7587999E9	4.2928E9	1.34557	0.024544	0.020415	0.027296	1168
"8484-12702 "	"1-93215"	246.428956	46.242324	0.056839	0.057369	4.66488	5.68551	3.4824999E10	2.2479999E10	2.69813	0.056839	0.026206	0.036031	2080
"8484-12701 "	"1-569042"	246.561044	46.370838	0.113262	0.113794	12.9932	12.6607	1.33540004E11	1.20870003E11	6.0	0.113262	0.079819	0.124489	1168
"8484-6102  "	"1-94168"	247.856495	46.32418	0.032716	0.033258	7.61382	7.83884	5.4017999E10	4.0206E10	3.87661	0.032716	0.028438	0.042919	1040
"8484-12705 "	"1-94169"	247.725945	46.590214	0.018346	0.018898	10.1589	11.3309	1.50369997E9	1.664E9	1.07375	0.018346	0.016629	0.024728	1040
"8548-6104  "	"1-93231"	245.747392	46.675324	0.048002	0.048531	2.9198	3.63867	1.17830001E10	1.06380001E10	1.74509	0.048002	0.022747	0.029647	2304
"8548-6102  "	"1-93236"	245.522375	46.624208	0.047768	0.048295	3.82162	3.98099	1.08249999E10	9.6638003E9	1.13149	0.047768	0.023745	0.031023	2336
"8483-12702 "	"1-93520"	246.796565	47.501665	0.032713	0.033259	5.76804	5.17603	1.67449997E9	1.6976E9	2.97697	0.032713	0.015251	0.023953	2048
"8483-3704  "	"1-93503"	247.391796	47.702987	0.032863	0.033415	3.79636	4.74634	3.9777001E9	3.8712E9	1.44342	0.032863	0.018543	0.025913	4160
"8483-1902  "	"1-94228"	248.01827	47.764758	0.049435	0.049993	2.17916	2.23697	2.49719992E10	1.92049992E10	5.22862	0.049435	0.024554	0.032382	2080
"8483-6104  "	"1-93471"	247.694974	47.794766	0.127959	0.128514	5.82925	5.94626	2.69439992E11	1.70989994E11	6.0	0.127959	0.088261	0.131542	1040
"8483-12705 "	"1-93466"	247.742075	48.280311	0.034895	0.035456	4.69503	5.36868	1.65900006E9	1.60729997E9	1.02207	0.034895	0.016292	0.024534	2080
"8483-9102  "	"1-93455"	248.39781	48.379848	0.039104	0.039671	3.57025	4.54891	2.69790003E9	2.27470003E9	0.73012	0.039104	0.018252	0.025721	2336
"8483-3701  "	"1-93375"	245.454365	47.052118	0.029506	0.030037	4.30571	4.41449	1.62340004E10	1.1776E10	4.3236	0.029506	0.023062	0.030051	1152
"8483-9101  "	"1-93378"	245.662643	47.160756	0.048868	0.049401	4.25671	4.37399	2.52120003E10	1.83549993E10	6.0	0.048868	0.024771	0.03279	2080
"8548-12703 "	"1-93598"	245.601009	47.731729	0.021498	0.022037	10.2759	11.035	2.8784E9	2.14409997E9	1.07476	0.021498	0.018401	0.025818	1168
"8483-12704 "	"1-574361"	247.085172	48.214489	0.021039	0.021595	7.75146	10.1098	6.1859002E8	4.873E8	0.950107	0.021039	0.014289	0.023436	1168
"8483-6101  "	"1-93557"	246.456915	48.100339	0.019795	0.020336	4.33042	5.36011	1.16789996E10	1.1328E10	1.36556	0.019795	0.022709	0.029601	4160
"8483-3702  "	"1-93706"	247.148176	48.783628	0.03308	0.033641	4.13664	4.70213	2.63649997E10	2.02310001E10	4.81197	0.03308	0.02522	0.0337	1168
"8548-9102  "	"1-93352"	244.914629	47.873213	0.020937	0.021472	6.97497	7.18247	5.0676E8	4.86950016E8	1.22278	0.020937	0.016187	0.024474	1168
"8483-6102  "	"1-633943"	246.118676	48.596648	0.057423	0.057975	4.9134	5.95696	1.17600002E11	1.03799996E11	2.72322	0.057423	0.042701	0.080213	1040
"8483-1901  "	"1-93551"	246.31108	48.721331	0.02074	0.021331	1.40945	1.38776	8.8644998E8	8.7375002E8	5.98902	0.02074	0.011652	0.022076	1168
"8483-3703  "	"1-542312"	246.431761	49.314241	0.047898	0.04846	5.23055	5.16307	6.9177999E10	5.2752998E10	4.52735	0.047898	0.030113	0.04877	1040
"8483-6103  "	"1-93705"	247.179731	49.061081	0.035349	0.035914	3.46831	3.77466	1.20819994E9	1.38289997E9	1.28803	0.035349	0.017202	0.025066	2048
"9196-12705 "	"1-24519"	261.601971	53.014515	0.119993	0.120692	8.00084	9.95613	1.17419999E11	1.09990003E11	6.0	0.119993	0.044595	0.083514	2080
"9196-6102  "	"1-24533"	262.125425	53.252976	0.099419	0.100123	5.79856	6.51468	1.00090003E11	7.4601996E10	6.0	0.099419	0.034688	0.062838	2048
"9196-9102  "	"1-24524"	262.483776	53.477366	0.05242	0.053129	4.16038	4.35551	2.91410002E10	2.20750008E10	4.73109	0.05242	0.025514	0.034345	2080
"9196-12701 "	"1-595146"	260.126454	52.643041	0.030935	0.031622	11.0063	12.519	5.2245E10	3.8201999E10	3.46707	0.030935	0.028055	0.041615	1040
"9196-6101  "	"1-24557"	260.516074	52.958001	0.098943	0.099635	3.44442	3.65782	9.5550996E10	7.2362E10	3.6555	0.098943	0.035712	0.065479	2080
"9196-1901  "	"1-24547"	261.469061	53.539447	0.030052	0.030754	2.58672	3.1957	1.78219991E10	1.47800003E10	3.62058	0.030052	0.023457	0.030596	4288
"9196-1902  "	"1-24553"	261.105114	53.51792	0.024214	0.024914	3.36696	3.54998	6.7459E9	5.8591002E9	3.85554	0.024214	0.019948	0.026922	1168
"9196-3702  "	"1-24641"	261.927878	54.052347	0.07976	0.080469	2.88914	3.16439	6.5426002E10	5.1389002E10	3.75821	0.07976	0.031086	0.052079	2080
"9196-6104  "	"1-24822"	262.317715	54.205924	0.079093	0.079805	3.92381	4.05615	4.6309999E10	4.1103E10	1.55651	0.079093	0.030387	0.049716	2080
"9196-3704  "	"1-24798"	263.083695	53.546222	0.051356	0.052069	6.24323	15.3303	2.0598999E10	1.56819999E10	1.63814	0.051356	0.024901	0.033043	2080
"9196-12704 "	"1-24652"	262.576709	54.059879	0.0609	0.061613	4.8975	6.67003	3.3487999E10	3.16150006E10	1.13271	0.0609	0.027078	0.038489	2080
"9196-9101  "	"1-24814"	262.650628	54.101229	0.061864	0.062578	7.16148	9.99	3.18409994E10	3.04660009E10	0.79096	0.061864	0.027903	0.041109	2080
"9196-3701  "	"1-24623"	261.178503	53.855142	0.082292	0.082994	3.95153	4.57394	1.63400008E11	1.31969999E11	3.68658	0.082292	0.059129	0.103714	1040
"9196-3703  "	"1-24661"	262.389082	54.30986	0.082881	0.083594	4.52474	5.1462	7.2613003E10	5.2255998E10	4.8605	0.082881	0.031535	0.053555	2080
"9196-12703 "	"1-24660"	262.399283	54.494424	0.081858	0.082572	4.47723	5.36776	6.3075E10	5.2368998E10	1.91943	0.081858	0.031874	0.054644	2080
"9196-6103  "	"1-24603"	260.354713	54.304925	0.02988	0.03058	6.92355	8.54378	2.06290002E10	1.68039997E10	1.17882	0.02988	0.024771	0.032789	1168
"9196-12702 "	"1-25771"	260.55554	54.318075	0.111539	0.112241	7.54959	11.1732	1.83639998E11	1.00960002E11	6.0	0.111539	0.041691	0.078356	2048
"7991-3701  "	"1-25819"	259.874577	55.432958	0.072463	0.073168	2.37664	2.69495	5.7495998E10	4.6957998E10	6.0	0.072463	0.02938	0.046206	2080
"7991-9102  "	"1-25911"	260.34699	55.876526	0.139784	0.140495	3.96545	4.21367	1.45099997E11	1.12210002E11	5.11541	0.139784	0.051097	0.093456	2080
"9072-3701  "	"3-160176637"	259.54335	56.395782					-9999.0	-9999.0					0
"9072-12705 "	"3-160406398"	260.83588	56.464814					-9999.0	-9999.0					0
"7991-12705 "	"1-25937"	261.115609	56.29601	0.113153	0.113872	4.74565	5.45354	1.15250004E11	7.9349998E10	2.90166	0.113153	0.039376	0.0738	2080
"9007-3704  "	"3-160483870"	261.0328	56.529327					-9999.0	-9999.0					0
"8625-12705 "	"1-24375"	261.706139	56.810782	0.029394	0.03012	6.35402	7.51705	8.1878999E9	6.6488003E9	3.52024	0.029394	0.020864	0.02768	4608
"9071-6102  "	"7-14759269"	261.57577	56.849121					-9999.0	-9999.0					0
"8626-3702  "	"1-24371"	261.721224	56.848801	0.027777	0.028503	3.98643	5.20562	1.31620004E10	1.27390003E10	1.31865	0.027777	0.023104	0.030107	1168
"9072-3704  "	"3-160329543"	260.47172	56.453454					-9999.0	-9999.0					0
"9008-3704  "	"3-160329540"	260.51093	56.539803					-9999.0	-9999.0					0
"9071-12702 "	"7-14688136"	260.12316	56.532262					-9999.0	-9999.0					0
"9072-12702 "	"3-160406585"	260.76187	56.892812					-9999.0	-9999.0					0
"9008-9102  "	"7-14766527"	261.28151	56.785711					-9999.0	-9999.0					0
"7991-6102  "	"1-24354"	261.08183	56.87628	0.027517	0.02824	4.54868	5.66283	3.89649997E9	3.9214999E9	0.616351	0.027517	0.017866	0.025474	4160
"7990-12702 "	"1-23877"	261.278551	56.878341	0.028364	0.029088	8.55632	11.1796	1.62340004E10	1.43620004E10	1.74778	0.028364	0.023617	0.030831	1168
"7991-12704 "	"1-24368"	261.321054	56.951877	0.025005	0.025729	9.00855	8.82633	5.4000998E9	2.9886999E9	1.90428	0.025005	0.018865	0.026131	1168
"7990-6102  "	"1-24379"	261.466028	56.852051	0.02679	0.027515	4.5593	5.45357	1.4608E9	1.33849997E9	1.11685	0.02679	0.013543	0.023044	4672
"9072-9102  "	"7-14799356"	261.48337	57.014166					-9999.0	-9999.0					0
"7990-6101  "	"1-23866"	261.039485	56.874459	0.027172	0.027894	4.62127	5.77191	3.69409997E9	3.5544E9	1.36674	0.027172			64
"8626-6101  "	"1-634789"	263.098909	55.414678	0.061873	0.062598	6.44562	6.57355	9.6768E10	6.8351001E10	6.0	0.061873			0
"8626-12705 "	"1-24251"	263.9209	55.47128	0.085966	0.086697	4.50092	8.43728	1.86240008E11	8.8718E10	6.0	0.085966	0.040242	0.075558	4096
"8626-6102  "	"1-24279"	263.173115	56.117031	0.062609	0.063339	6.17479	6.71059	9.6158999E10	7.3859998E10	3.96177	0.062609	0.035347	0.064557	1040
"8626-1902  "	"1-24246"	264.84079	56.56707	0.081828	0.082571	1.32995	1.78573	9.3711999E10	6.1831999E10	6.0	0.081828	0.064999	0.110266	1040
"8626-3703  "	"1-24440"	264.662545	56.824244	0.029419	0.030163	5.00518	4.97005	7.8215997E9	1.02029998E10	1.41324	0.029419	0.02242	0.029255	4672
"8626-12703 "	"1-24482"	265.108775	56.701251	0.069277	0.070022	5.17102	5.76391	5.0856002E10	3.38709996E10	3.02479	0.069277	0.028794	0.044153	2080
"8626-6103  "	"1-24293"	262.686906	56.351978	0.030325	0.031054	5.03615	6.36981	4.7538E10	3.9375999E10	3.10681	0.030325	0.028239	0.042237	1040
"8626-9102  "	"1-634800"	263.439319	56.708536	0.030168	0.030903	6.30947	7.57591	2.94979994E10	2.19400008E10	4.20799	0.030168	0.025186	0.033627	1040
"8626-12701 "	"1-24425"	263.525272	56.799613	0.029258	0.029994	9.10538	9.64941	1.76310006E10	1.61010002E10	3.31544	0.029258	0.024008	0.031438	1168
"8626-3701  "	"1-24295"	262.676367	56.639387	0.029388	0.030118	4.99648	5.07144	3.5482001E10	2.83529994E10	3.83078	0.029388	0.026489	0.036789	1040
"8626-3704  "	"1-24418"	262.865806	56.739514	0.030016	0.030748	4.06623	5.16546	3.8068998E10	3.13100001E10	3.11842	0.030016	0.026955	0.03812	1040
"8626-9101  "	"1-24407"	262.468323	56.826313	0.03011	0.03084	7.12452	7.72014	1.35000003E10	1.2784E10	1.06964	0.03011	0.023777	0.031073	1152
"7990-12701 "	"1-24414"	263.150148	56.845256	0.029764	0.030499	8.80468	9.36727	7.5801001E9	5.5827999E9	1.49082	0.029764			64
"8626-12702 "	"1-634795"	263.205362	56.90127	0.029361	0.030097	7.23747	8.68575	2.59050004E10	1.84819999E10	2.98496	0.029361	0.024613	0.03249	1552
"8626-12704 "	"1-24423"	263.755219	57.052433	0.047232	0.047972	0.983663	0.869215	3.72510016E8	4.25550016E8	5.9946	0.047232			0
"8626-6104  "	"1-24416"	263.033161	56.878748	0.028108	0.028842	5.35166	6.28735	2.64200008E10	2.1408E10	2.57176	0.028108	0.025288	0.033846	1040
"7990-1902  "	"1-634828"	264.522488	57.118166	0.03005	0.030795	3.05439	3.35966	2.60110008E10	1.99110001E10	6.0	0.03005	0.025088	0.033421	1552
"7990-1901  "	"1-634825"	264.455605	57.110708	0.030017	0.030761	3.41437	3.54628	4.6189998E10	3.7775999E10	4.52201	0.030017	0.027898	0.041094	1040
"7990-12705 "	"1-24476"	264.680317	57.239206	0.029516	0.030262	7.3734	8.79169	3.18500004E10	2.26029998E10	4.08091	0.029516	0.025786	0.034979	1040
"7990-3704  "	"1-24394"	262.074922	56.77478	0.029065	0.029792	4.02873	4.27635	1.08350003E10	8.1405E9	5.34163	0.029065			64
"7990-3702  "	"1-24390"	262.10004	57.002099	0.029694	0.030424	3.51891	4.32821	3.06590003E9	2.71820006E9	1.68484	0.029694	0.016289	0.024532	4160
"9072-1902  "	"3-160715727"	262.77709	57.346683					-9999.0	-9999.0					0
"9008-6104  "	"7-14853709"	262.2171	57.246443					-9999.0	-9999.0					0
"9007-6104  "	"7-14766013"	261.90105	57.3751					-9999.0	-9999.0					0
"9008-12705 "	"7-14890744"	262.00135	57.444352					-9999.0	-9999.0					0
