PlateIFU	MaNGAId	RAJ2000	DEJ2000	NSAz	NSAzdist	NSAsth50	NSAeth50r	NSAsMass	NSAeMass	NSAsn	z	zmin	zmax	MnGtarg1
"8943-3702  "	"1-558139"	155.625068	36.599312	0.026148	0.026123	6.68867	7.91139	4.4927001E10	3.1584E10	5.08326	0.026148	0.027118	0.038608	4096
"8568-3701  "	"1-392010"	154.636163	36.262152	0.052529	0.052499	2.33407	2.55483	2.31700009E10	1.91060009E10	4.73671	0.052529	0.024956	0.033154	2080
"8943-1901  "	"1-392007"	154.97835	36.325739	0.026118	0.026088	2.17269	2.74948	9.5110001E9	7.1494001E9	3.1034	0.026118	0.021248	0.028031	1168
"8568-1901  "	"1-273933"	154.492432	37.181583	0.044182	0.044168	3.46419	3.62421	8.4138E10	5.9709002E10	6.0	0.044182	0.031332	0.052893	1040
"8568-1902  "	"1-273861"	155.035765	37.544089	0.047578	0.047569	2.01794	2.12137	1.28670003E10	1.1424E10	3.62743	0.047578	0.022253	0.029064	2304
"8943-3704  "	"1-394382"	157.650666	35.916608	0.123521	0.123481	4.18035	3.97791	1.76860004E11	1.84170004E11	6.0	0.123521	0.110984	0.148065	1024
"8943-3701  "	"1-392636"	157.273613	35.975152	0.087745	0.087706	4.18426	3.83396	2.38420001E11	1.3578E11	6.0	0.087745	0.067897	0.113278	1040
"8943-3703  "	"1-394326"	158.131804	36.36707	0.126537	0.126505	2.78435	2.90816	1.09140001E11	1.01959999E11	6.0	0.126537	0.042729	0.080263	2048
"8943-12703 "	"1-394390"	157.255706	36.605077	0.038343	0.038315	8.08574	8.01303	3.39820006E9	2.6408E9	1.39789	0.038343	0.01814	0.025649	2080
"8943-1902  "	"1-394355"	157.693737	36.954621	0.038528	0.038507	6.36659	6.8207	6.8484002E10	5.2933001E10	6.0	0.038528	0.030257	0.049268	1040
"8568-3704  "	"1-392956"	156.797241	36.867462	0.050541	0.050518	2.6777	2.74129	1.7184E10	1.49319997E10	1.93959	0.050541	0.025017	0.033277	2080
"8568-6104  "	"1-394404"	157.183003	37.091803	0.045533	0.045515	5.63451	6.30375	5.7217999E10	3.7302002E10	4.12623	0.045533	0.02847	0.04303	4160
"8943-6103  "	"1-392978"	156.574257	37.115514	0.022352	0.022335	5.00199	6.57267	8.1558003E8	8.3092998E8	0.985368	0.022352	0.01373	0.023142	1168
"8943-9101  "	"1-392952"	156.403128	37.222305	0.06081	0.060795	3.81815	4.90317	4.1686999E10	3.37380004E10	2.68436	0.06081	0.027835	0.040885	2048
"8568-12701 "	"1-392976"	156.42889	37.497525	0.043163	0.043152	1.97579	2.17731	5.9027999E9	5.6630001E9	2.29947	0.043163	0.01959	0.026649	2336
"8568-6102  "	"1-392988"	156.814215	37.378278	0.056502	0.056489	3.38579	3.42388	2.59389993E10	2.33730007E10	6.0	0.056502	0.02593	0.03533	2080
"8568-12705 "	"1-392972"	156.560398	37.45941	0.021902	0.02189	8.41067	9.71278	8.3542999E9	6.5478001E9	1.03593	0.021902	0.021872	0.02865	1040
"8568-9102  "	"1-274226"	156.8606	37.877043	0.098077	0.098073	5.19024	4.95518	1.11079997E11	7.4731004E10	6.0	0.098077	0.036187	0.066653	2208
"9690-12705 "	"7-7523191"	160.06214	38.478482					-9999.0	-9999.0					0
"9516-12702 "	"3-136187595"	159.89314	38.690397					-9999.0	-9999.0					0
"9516-12703 "	"7-7232342"	159.93193	38.72637					-9999.0	-9999.0					0
"9690-6102  "	"3-136746125"	159.04878	38.613389					-9999.0	-9999.0					0
"9690-3701  "	"3-137275222"	158.66009	38.876908					-9999.0	-9999.0					0
"9690-6101  "	"3-137275225"	158.58539	38.847397					-9999.0	-9999.0					0
"9516-3704  "	"7-7144996"	158.90256	39.421124					-9999.0	-9999.0					0
"9690-9101  "	"3-137018422"	159.28227	39.392744					-9999.0	-9999.0					0
"9516-6101  "	"7-7068971"	158.69562	39.270794					-9999.0	-9999.0					0
"9516-3701  "	"3-137524534"	158.67449	39.411498					-9999.0	-9999.0					0
"9690-6103  "	"3-137769940"	158.88431	40.118036					-9999.0	-9999.0					0
"8568-12702 "	"1-274366"	155.899411	37.637753	0.021306	0.021331	9.27004	9.71292	4.1542999E9	3.3830999E9	1.46864	0.021306	0.020462	0.027336	1040
"8568-3703  "	"1-274368"	155.69307	37.673465	0.022617	0.02261	3.7747	4.39556	1.16270003E9	1.7976E9	4.0921	0.022617	0.016917	0.024896	1168
"8568-12703 "	"1-274244"	156.810366	38.204503	0.05284	0.052842	6.48551	6.5311	1.36300001E10	8.5005998E9	1.5175	0.05284	0.024737	0.032725	2336
"8568-6103  "	"1-274323"	155.376788	38.308947	0.055032	0.055037	6.10452	8.47389	3.5785998E10	3.2688001E10	0.931163	0.05503			0
"8568-12704 "	"1-608586"	155.542978	38.517818	0.052987	0.052996	5.16197	5.36551	7.5421E10	5.0649002E10	4.9989	0.052987	0.030247	0.049235	4096
"8455-6101  "	"1-274506"	156.396652	39.673648	0.023259	0.023288	5.38557	6.14683	4.1336E9	4.1150999E9	0.829191	0.023259	0.019019	0.026237	1168
"8455-1902  "	"1-274440"	155.708675	39.368942	0.026151	0.026175	1.80737	2.1452	1.66899994E9	1.6916E9	1.29746	0.026151	0.014668	0.023638	4672
"8455-9101  "	"1-275176"	157.183628	39.77859	0.030044	0.030074	6.46405	8.08477	4.5322998E9	4.1574999E9	1.88795	0.030044	0.020982	0.027786	4608
"8455-3701  "	"1-274519"	157.179457	39.838885	0.02929	0.02932	3.48407	3.9388	9.1553004E9	6.6288E9	1.78091	0.02929	0.021972	0.028757	4288
"8455-12705 "	"1-274526"	157.22959	39.894827	0.044266	0.044298	6.17767	9.21905	5.8266998E9	7.9245E9	0.5	0.044266	0.021733	0.028507	2336
"9516-1901  "	"7-7113538"	158.29888	39.793927					-9999.0	-9999.0					0
"9516-12701 "	"3-138266586"	158.16622	40.035264					-9999.0	-9999.0					0
"9516-3702  "	"3-138020759"	158.49854	40.013887					-9999.0	-9999.0					0
"9690-3702  "	"3-138266572"	158.35057	40.096911					-9999.0	-9999.0					0
"8455-6104  "	"1-275185"	157.987625	40.305841	0.079275	0.079313	3.88427	3.84031	6.4278E10	5.7478001E10	6.0	0.079275	0.030975	0.051711	2080
"8455-3704  "	"1-274545"	157.6859	40.05744	0.023108	0.023142	3.32816	4.30871	2.66520013E9	2.35710003E9	1.36103	0.023108	0.018125	0.025639	1168
"8455-3702  "	"1-254694"	156.590551	39.95363	0.063616	0.063649	6.31776	6.34863	1.33979996E11	8.8310997E10	3.726	0.063616	0.043716	0.082009	1040
"8455-6103  "	"1-254717"	156.356094	40.34832	0.11615	0.116191	2.98209	3.26568	1.24540002E11	9.1416003E10	6.0	0.11615	0.039003	0.073021	2048
"8455-6102  "	"1-254645"	157.462718	40.431669	0.043923	0.043964	3.15124	3.9302	8.9063997E9	7.1135002E9	2.07671	0.043923	0.020564	0.027421	2080
"8455-12703 "	"1-255090"	157.723268	41.221095	0.092116	0.092171	8.31496	8.88453	2.01709994E11	1.31999998E11	4.72744	0.092116	0.064236	0.10945	1040
"8455-3703  "	"1-254708"	157.231141	40.784163	0.043012	0.043059	2.35168	2.65607	1.10799995E10	9.4569001E9	3.81732	0.043012	0.021448	0.028223	2080
"8455-12704 "	"1-254691"	157.527557	41.140099	0.09047	0.090524	6.88404	6.23393	1.02750003E11	7.1667999E10	6.0	0.09047	0.033424	0.059338	2208
"8259-6101  "	"1-281050"	179.444929	42.989948	0.0309	0.031003	5.58825	5.90196	4.8178002E9	4.1070999E9	2.01143	0.0309	0.021105	0.027899	4608
"8259-12701 "	"1-257984"	179.962635	43.740689	0.019617	0.019951	6.39049	9.09648	9.6904998E8	8.7356E8	0.946817	0.019617	0.014805	0.023711	1168
"8259-3704  "	"1-258007"	179.593305	43.815271	0.069979	0.070097	2.64722	2.61176	3.7202002E10	3.38109993E10	3.12487	0.069979	0.028678	0.04375	2080
"8259-1901  "	"1-280965"	177.97192	43.348068	0.035827	0.035933	1.33336	1.22139	2.71009997E9	2.77340006E9	5.81021	0.035827	0.016544	0.024678	2080
"8259-6102  "	"1-257627"	178.474978	43.818733	0.042652	0.042767	2.94324	3.96493	8.6252001E9	7.776E9	1.56286	0.042652	0.021076	0.027872	2080
"8259-6103  "	"1-281037"	178.842126	43.761094	0.072703	0.072817	5.32112	5.59263	1.00960002E11	6.5039E10	6.0	0.072703	0.033924	0.060756	4160
"8259-3701  "	"1-257999"	179.524861	44.425444	0.054387	0.054515	2.27838	2.32346	3.01260001E10	2.4214999E10	5.29926	0.054387	0.025648	0.034652	2080
"8259-1902  "	"1-257652"	177.796116	44.008765	0.024211	0.024328	2.27838	2.68176	3.1934999E9	3.17820006E9	1.38777	0.024211	0.017178	0.025052	1168
"8259-12702 "	"1-257825"	178.506318	44.642256	0.024067	0.024196	6.8982	9.88495	6.2496998E9	5.1234002E9	0.934684	0.024067	0.020169	0.027096	1168
"8259-9102  "	"1-257623"	178.539918	44.366129	0.061692	0.061816	7.54413	7.93843	6.5675002E10	4.4097999E10	2.42797	0.061692	0.031046	0.051946	4288
"8259-3703  "	"1-257854"	178.938106	44.895459	0.07151	0.071645	4.70574	4.637	1.27910003E11	8.9164997E10	6.0	0.07151	0.03838	0.07169	1040
"8259-9101  "	"1-257822"	178.343964	44.92052	0.019439	0.0198	6.37643	6.99776	5.6707002E8	5.4553997E8	1.3416	0.019439	0.014269	0.023425	1168
"8259-3702  "	"1-257813"	177.794189	45.222849	0.03584	0.035978	4.97439	4.77849	2.31479992E10	1.58090004E10	3.54576	0.03584	0.024617	0.032498	4224
"9516-9102  "	"7-7391594"	161.1238	38.493269					-9999.0	-9999.0					0
"9516-6104  "	"3-135037860"	161.2382	38.777448					-9999.0	-9999.0					0
"9516-9101  "	"7-7493467"	160.62892	38.680818					-9999.0	-9999.0					0
"9690-12701 "	"3-135627870"	160.52876	38.685545					-9999.0	-9999.0					0
"9516-6102  "	"7-7461190"	160.59109	38.936837					-9999.0	-9999.0					0
"9690-3704  "	"3-135335695"	161.07523	39.125397					-9999.0	-9999.0					0
"9690-9102  "	"3-135627819"	160.85467	38.922375					-9999.0	-9999.0					0
"8451-12705 "	"1-278490"	166.477106	41.063248	0.047248	0.047298	5.44272	7.55382	1.01839995E10	9.4357996E9	0.70427	0.047248	0.02275	0.029651	2336
"8451-3704  "	"1-278485"	166.621995	41.036179	0.099053	0.099103	2.38921	2.72424	9.6147997E10	7.3070002E10	5.73732	0.099053	0.034589	0.062575	2080
"8256-3704  "	"1-278485"	166.621995	41.036179	0.099053	0.099103	2.38921	2.72424	9.6147997E10	7.3070002E10	5.73732	0.099053	0.034589	0.062575	2080
"8274-3704  "	"1-278485"	166.621995	41.036179	0.099053	0.099103	2.38921	2.72424	9.6147997E10	7.3070002E10	5.73732	0.099053	0.034589	0.062575	2080
"8256-3703  "	"1-277858"	167.049682	42.119694	0.036215	0.036285	3.56475	4.46581	3.3344E10	2.88770007E10	3.77856	0.036215	0.026564	0.036997	1168
"8451-3703  "	"1-277858"	167.049682	42.119694	0.036215	0.036285	3.56475	4.46581	3.3344E10	2.88770007E10	3.77856	0.036215	0.026564	0.036997	1168
"8274-3703  "	"1-277858"	167.049682	42.119694	0.036215	0.036285	3.56475	4.46581	3.3344E10	2.88770007E10	3.77856	0.036215	0.026564	0.036997	1168
"8258-6101  "	"1-278537"	168.01536	42.669795	0.021335	0.021415	5.8911	6.34366	7.1144E8	4.0016E8	0.866084	0.021335	0.01349	0.023017	1168
"8274-12701 "	"1-277691"	164.585192	40.788234	0.025595	0.025639	3.43498	4.68626	2.16579994E9	2.05980006E9	0.85175	0.025595	0.016913	0.024894	4288
"8256-12701 "	"1-277691"	164.585192	40.788234	0.025595	0.025639	3.43498	4.68626	2.16579994E9	2.05980006E9	0.85175	0.025595	0.016913	0.024894	4288
"8256-1901  "	"1-277154"	164.627215	40.875529	0.024632	0.024678	2.39146	2.76216	1.53470003E9	1.362E9	2.21469	0.024632	0.01355	0.023048	4672
"8274-1901  "	"1-277154"	164.627215	40.875529	0.024632	0.024678	2.39146	2.76216	1.53470003E9	1.362E9	2.21469	0.024632	0.01355	0.023048	4672
"8256-3701  "	"1-277161"	164.497127	40.827972	0.02401	0.024056	3.50407	3.88575	1.72699996E10	1.39899996E10	3.75286	0.02401	0.023368	0.030469	1040
"8274-3701  "	"1-277161"	164.497127	40.827972	0.02401	0.024056	3.50407	3.88575	1.72699996E10	1.39899996E10	3.75286	0.02401	0.023368	0.030469	1040
"8256-3702  "	"1-277159"	164.470988	40.86215	0.025106	0.025152	3.33161	4.23141	3.63239987E9	3.31390003E9	2.87391	0.025106	0.017125	0.02502	4240
"8274-3702  "	"1-277159"	164.470988	40.86215	0.025106	0.025152	3.33161	4.23141	3.63239987E9	3.31390003E9	2.87391	0.025106	0.017125	0.02502	4240
"8256-12702 "	"1-277162"	164.410761	41.05486	0.025465	0.025514	5.98512	7.72128	7.114E8	6.6128E8	0.734155	0.025465	0.014087	0.02333	4096
"8274-12702 "	"1-277162"	164.410761	41.05486	0.025465	0.025514	5.98512	7.72128	7.114E8	6.6128E8	0.734155	0.025465	0.014087	0.02333	4096
"8451-12702 "	"1-587938"	165.795924	41.705243	0.030791	0.030853	10.8222	11.5497	8.2408997E10	4.3803001E10	6.0	0.030791	0.030564	0.050322	1088
"8274-12705 "	"1-587938"	165.795924	41.705243	0.030791	0.030853	10.8222	11.5497	8.2408997E10	4.3803001E10	6.0	0.030791	0.030564	0.050322	1088
"8256-12705 "	"1-587938"	165.795924	41.705243	0.030791	0.030853	10.8222	11.5497	8.2408997E10	4.3803001E10	6.0	0.030791	0.030564	0.050322	1088
"8451-6101  "	"1-277103"	163.734794	41.498462	0.024628	0.024685	5.44433	5.40311	1.61450004E10	1.17689999E10	3.96914	0.024628	0.022876	0.029809	1040
"8274-6101  "	"1-277103"	163.734794	41.498462	0.024628	0.024685	5.44433	5.40311	1.61450004E10	1.17689999E10	3.96914	0.024628	0.022876	0.029809	1040
"8256-6101  "	"1-277103"	163.734794	41.498462	0.024628	0.024685	5.44433	5.40311	1.61450004E10	1.17689999E10	3.96914	0.024628	0.022876	0.029809	1040
"8451-9102  "	"1-255695"	164.280224	42.15938	0.036222	0.036292	3.30483	4.48613	1.37550003E9	1.43729997E9	1.01201	0.036222	0.016445	0.024621	2336
"8451-3701  "	"1-255676"	165.083389	42.330027	0.037745	0.037818	2.00023	2.18134	3.63710003E9	3.19409997E9	1.0399	0.037745	0.017824	0.025448	2080
"8451-1901  "	"1-256125"	165.173741	42.521805	0.038244	0.03832	1.6331	1.57108	3.4902999E9	3.0942999E9	3.5317	0.038244	0.017212	0.025072	2336
"8451-3702  "	"1-255691"	164.940925	42.68921	0.038169	0.038248	3.29663	3.29091	2.04689997E9	2.27260006E9	0.565681	0.038169	0.016691	0.024764	2336
"8256-6102  "	"1-255691"	164.940925	42.68921	0.038169	0.038248	3.29663	3.29091	2.04689997E9	2.27260006E9	0.565681	0.038169	0.016691	0.024764	2336
"8274-6102  "	"1-255691"	164.940925	42.68921	0.038169	0.038248	3.29663	3.29091	2.04689997E9	2.27260006E9	0.565681	0.038169	0.016691	0.024764	2336
"8274-9102  "	"1-255959"	165.104138	43.019692	0.037454	0.037539	96.1034		3.76369997E9	0.0	0.5	0.037454			8192
"8256-9102  "	"1-255959"	165.104138	43.019692	0.037454	0.037539	96.1034		3.76369997E9	0.0	0.5	0.037454			8192
"8255-12705 "	"1-255958"	165.276869	43.076103	0.056752	0.056838	6.21023	6.96904	3.8105002E10	2.38570004E10	2.76642	0.056752	0.02691	0.037988	2048
"8274-12703 "	"1-256456"	166.909019	42.753191	0.058568	0.058649	5.2177	5.65271	3.25860004E10	2.72119992E10	1.14895	0.058568	0.026881	0.037903	2080
"8256-12703 "	"1-256456"	166.909019	42.753191	0.058568	0.058649	5.2177	5.65271	3.25860004E10	2.72119992E10	1.14895	0.058568	0.026881	0.037903	2080
"8451-12704 "	"1-256456"	166.909019	42.753191	0.058568	0.058649	5.2177	5.65271	3.25860004E10	2.72119992E10	1.14895	0.058568	0.026881	0.037903	2080
"8274-1902  "	"1-256457"	166.781338	42.825496	0.036878	0.03696	2.00023	1.95237	3.00259994E9	2.8958999E9	5.20168	0.036878	0.016803	0.024829	2336
"8451-1902  "	"1-256457"	166.781338	42.825496	0.036878	0.03696	2.00023	1.95237	3.00259994E9	2.8958999E9	5.20168	0.036878	0.016803	0.024829	2336
"8256-1902  "	"1-256457"	166.781338	42.825496	0.036878	0.03696	2.00023	1.95237	3.00259994E9	2.8958999E9	5.20168	0.036878	0.016803	0.024829	2336
"8451-12701 "	"1-558912"	166.129408	42.624554	0.12611	0.126188	6.79332	8.60511	2.83159986E11	1.62660008E11	6.0	0.12611	0.110684	0.147865	1024
"8256-12704 "	"1-558912"	166.129408	42.624554	0.12611	0.126188	6.79332	8.60511	2.83159986E11	1.62660008E11	6.0	0.12611	0.110684	0.147865	1024
"8274-12704 "	"1-558912"	166.129408	42.624554	0.12611	0.126188	6.79332	8.60511	2.83159986E11	1.62660008E11	6.0	0.12611	0.110684	0.147865	1024
"8451-6103  "	"1-558910"	166.673549	42.811675	0.058722	0.058804	5.73272	6.47136	9.8417E10	7.7807002E10	6.0	0.058722	0.034788	0.063104	1040
"8274-6104  "	"1-558910"	166.673549	42.811675	0.058722	0.058804	5.73272	6.47136	9.8417E10	7.7807002E10	6.0	0.058722	0.034788	0.063104	1040
"8256-6104  "	"1-558910"	166.673549	42.811675	0.058722	0.058804	5.73272	6.47136	9.8417E10	7.7807002E10	6.0	0.058722	0.034788	0.063104	1040
"8451-6102  "	"1-256048"	166.399034	42.94534	0.075703	0.075787	5.69937	5.8069	1.24649996E11	1.10090002E11	6.0	0.075703	0.046359	0.086403	1040
"8274-6103  "	"1-256048"	166.399034	42.94534	0.075703	0.075787	5.69937	5.8069	1.24649996E11	1.10090002E11	6.0	0.075703	0.046359	0.086403	1040
"8256-6103  "	"1-256048"	166.399034	42.94534	0.075703	0.075787	5.69937	5.8069	1.24649996E11	1.10090002E11	6.0	0.075703	0.046359	0.086403	1040
"8451-6104  "	"1-256465"	166.752245	43.089902	0.0575	0.057586	3.21077	3.39136	3.9089E10	3.05849999E10	6.0	0.0575	0.026695	0.037366	2080
"8258-12705 "	"1-256002"	167.154377	43.004237	0.049893	0.049979	5.08181	6.21264	1.46060001E10	1.53049999E10	0.730939	0.049893	0.024263	0.031865	2336
"8258-6102  "	"1-256009"	167.103856	43.012962	0.04935	0.049436	5.63451	6.32629	7.7413999E10	5.5523E10	6.0	0.04935	0.030856	0.051312	1040
"8258-1902  "	"1-256381"	167.973708	43.566666	0.024823	0.02492	1.98624	2.15481	4.6416998E9	3.87420006E9	2.33492	0.024823	0.018475	0.025868	1168
"8258-6104  "	"1-256283"	167.898754	43.591313	0.061473	0.061569	3.42477	3.95189	4.4350001E10	3.5674001E10	6.0	0.061473	0.027635	0.04023	2080
"8258-12704 "	"1-256293"	167.776507	43.633011	0.025029	0.025126	7.999	10.0381	5.4279E10	3.9973999E10	2.86162	0.025029	0.028424	0.042869	4160
"8258-6103  "	"1-256287"	167.602748	43.828697	0.075212	0.075313	6.50115	6.51124	1.48930003E11	9.2544E10	6.0	0.075212	0.040561	0.076189	1040
"8255-6101  "	"1-256446"	166.509879	43.173473	0.058426	0.058514	3.08955	3.20764	4.5246001E10	3.24040008E10	5.56306	0.058426	0.027061	0.038436	2080
"8255-6104  "	"1-256234"	167.059206	43.624817	0.075593	0.075689	5.83134	5.59819	1.65359993E11	1.13970004E11	6.0	0.075593	0.048135	0.089156	1040
"8258-12702 "	"1-256546"	167.329259	43.874757	0.021248	0.021349	6.57599	9.01082	2.42579994E9	9.9732E8	1.78331	0.021248	0.015907	0.024316	1168
"8258-3704  "	"1-256496"	167.025036	43.894611	0.058472	0.058573	4.36063	5.24928	8.9723003E9	7.3468001E9	0.916655	0.058472	0.025316	0.033904	4096
"8258-12703 "	"1-256574"	168.118827	44.15865	0.066081	0.066187	6.8057	9.61631	3.5191001E10	2.69059994E10	1.23271	0.066081	0.027794	0.04075	2080
"8258-3703  "	"1-256506"	167.096241	44.150324	0.058737	0.058843	4.77289	4.74792	1.03739998E11	8.0731996E10	4.50899	0.058737	0.036189	0.066659	1040
"8258-9102  "	"1-256301"	167.255563	44.411891	0.096141	0.096251	29.6187		7.1168001E12	4.5053002E10	0.5	0.096141	0.034267	0.061704	2080
"9516-12704 "	"7-7477030"	160.37599	38.984624					-9999.0	-9999.0					0
"9690-6104  "	"3-136745938"	159.92148	39.504284					-9999.0	-9999.0					0
"9690-12702 "	"3-136745937"	159.94733	39.737906					-9999.0	-9999.0					0
"9690-3703  "	"3-136467220"	160.45276	39.731914					-9999.0	-9999.0					0
"9516-1902  "	"3-135908167"	161.15284	39.727923					-9999.0	-9999.0					0
"9690-1901  "	"3-136745760"	160.81056	40.779378					-9999.0	-9999.0					0
"9690-12704 "	"3-137275007"	159.67588	39.998339					-9999.0	-9999.0					0
"9690-12703 "	"3-137018177"	160.41807	40.706786					-9999.0	-9999.0					0
"9516-6103  "	"7-7649742"	160.17664	40.607708					-9999.0	-9999.0					0
"9516-3703  "	"3-137524300"	159.97577	40.901316					-9999.0	-9999.0					0
"9690-1902  "	"3-138020616"	159.39826	40.8055					-9999.0	-9999.0					0
"8253-12705 "	"1-255308"	158.785349	42.638812	0.087715	0.087794	13.6019	13.4295	1.06420003E11	6.4149E10	6.0	0.087715	0.032719	0.057262	2208
"8254-9101  "	"1-275340"	161.261702	43.704758	0.025326	0.025423	7.42824	8.06006	4.64E10	3.4987E10	3.54987	0.025326	0.027736	0.04056	4096
"8254-12701 "	"1-275354"	161.169643	44.066144	0.025779	0.025883	6.65168	7.77325	9.9936E9	9.3587999E9	1.07759	0.025779	0.021951	0.028734	1168
"8254-6102  "	"1-276679"	161.272632	44.054289	0.025258	0.025362	5.79856	6.59317	4.5209999E9	4.18209997E9	1.12698	0.025258	0.019242	0.026395	1168
"8451-12703 "	"1-255897"	164.0289	43.156568	0.037901	0.037988	4.8975	5.31465	2.51089997E9	1.63230003E9	1.60464	0.037901	0.018296	0.02575	2080
"8255-12702 "	"1-255939"	164.978082	43.147704	0.024546	0.024634	9.92674	9.97498	8.6971996E9	7.1884001E9	0.656399	0.024546	0.021854	0.028632	1168
"8255-9101  "	"1-255938"	164.971095	43.368859	0.047759	0.04785	4.4817	7.03383	6.9520998E10	5.6577999E10	5.60949	0.047759	0.031224	0.052538	1040
"8256-9101  "	"1-256104"	164.973122	43.369746	0.049452	0.049543	4.35528	7.01575	7.1429997E10	6.3869002E10	3.53636	0.049452	0.031953	0.054894	1040
"8451-9101  "	"1-256104"	164.973122	43.369746	0.049452	0.049543	4.35528	7.01575	7.1429997E10	6.3869002E10	3.53636	0.049452	0.031953	0.054894	1040
"8274-9101  "	"1-256104"	164.973122	43.369746	0.049452	0.049543	4.35528	7.01575	7.1429997E10	6.3869002E10	3.53636	0.049452	0.031953	0.054894	1040
"8255-6103  "	"1-255963"	165.011597	43.905074	0.08987	0.089971	3.7815	3.79535	1.01239996E11	7.5273003E10	6.0	0.08987	0.03409	0.061218	2208
"8255-1901  "	"1-256155"	165.153957	44.097512	0.036487	0.036591	2.90106	3.5321	2.84580004E10	2.50060001E10	6.0	0.036487	0.025927	0.035322	4224
"8254-6101  "	"1-255890"	163.249901	43.048614	0.147919	0.148004	4.86291	4.03883	1.56980003E11	1.13830003E11	6.0	0.147919	0.052609	0.095529	2080
"8254-12702 "	"1-255903"	163.518059	43.532769	0.036865	0.036959	3.91326	5.42816	2.61630003E9	2.3598999E9	0.901328	0.036865	0.017555	0.025281	2080
"8254-1902  "	"1-255878"	163.21911	43.428404	0.024237	0.024329	2.31474	2.39308	5.5043999E9	5.0569999E9	5.10131	0.024237	0.019636	0.026683	1168
"8255-12703 "	"1-255916"	164.115058	43.496517	0.05085	0.050943	5.96637	7.94228	2.5897001E10	2.10139996E10	2.82955	0.05085	0.025222	0.033703	2080
"8254-3704  "	"1-611836"	164.082167	43.754902	0.035983	0.036081	6.42717	7.48611	3.8775001E10	2.81899991E10	1.79328	0.035983	0.027546	0.039945	1040
"8255-12704 "	"1-256150"	165.11774	44.260967	0.025189	0.025296	6.35402	8.63741	5.6909E9	5.3766001E9	0.729194	0.025189	0.019561	0.026628	1168
"8254-12705 "	"1-256131"	164.626415	44.043426	0.057886	0.057989	4.05005	4.52279	4.4794999E10	2.93739991E10	6.0	0.057886	0.026815	0.037709	2080
"8258-12701 "	"1-256190"	165.935106	43.857778	0.025457	0.025557	9.98599	13.1197	6.5647002E9	5.2326999E9	1.64738	0.025457	0.020492	0.027361	1168
"8255-6102  "	"1-256203"	166.197366	44.021838	0.025576	0.025679	4.84608	5.30953	6.9391002E9	6.0967997E9	3.08574	0.025576	0.019751	0.02677	1168
"8255-1902  "	"1-256210"	166.503964	44.069999	0.024769	0.024873	3.04441	3.16289	2.84460006E9	2.94780006E9	2.55478	0.024769	0.016654	0.024742	4240
"8257-3701  "	"1-256185"	165.568698	44.27171	0.037012	0.03712	4.97439	5.09672	5.6763998E10	4.3529998E10	4.93361	0.037012	0.028769	0.044066	1040
"8258-3701  "	"1-256182"	165.570031	44.335184	0.024607	0.024715	2.77124	2.95025	2.94780006E9	2.33619994E9	1.6654	0.024607	0.018071	0.025604	1168
"8258-1901  "	"1-277213"	166.620758	44.850902	0.021032	0.021201	2.46608	2.88093	1.9676E9	2.05900006E9	0.924546	0.021032	0.016137	0.024445	1168
"8258-9101  "	"1-587908"	165.454341	44.448134	0.036756	0.036866	6.23634	7.13853	3.9001002E10	2.20370002E10	5.01303	0.036756	0.026874	0.037883	1552
"8255-9102  "	"1-277249"	165.76355	44.714056	0.036818	0.036934	3.46831	4.33356	1.4936E9	1.15619994E9	0.615633	0.036818	0.016035	0.024388	2336
"8258-3702  "	"1-277253"	165.853155	45.005493	0.024931	0.025051	4.47971	4.59061	7.8968E8	7.4008998E8	1.06073	0.024931	0.012205	0.022356	4096
"8255-3703  "	"1-277246"	166.187801	45.15643	0.021992	0.022115	5.16292	4.93548	2.2174999E9	1.86510003E9	2.43722	0.021992	0.01556	0.024123	1168
"8257-6101  "	"1-277272"	165.261333	44.888247	0.029435	0.029553	5.79807	6.36863	1.31890002E10	1.11500001E10	1.49425	0.029435	0.023399	0.030513	1168
"8257-9101  "	"1-277271"	165.453589	44.813808	0.025287	0.025404	5.27307	7.54302	4.7334001E9	4.4947E9	0.931938	0.025287	0.019422	0.026525	1168
